"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
283,"NCT01977326","Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa","AFFIRM-SA","Completed","No Results Available","Moderate Depression|Clinical Depression|Postpartum Depression","Behavioral: basic counselling by lay-health workers|Other: Enhanced usual care","Hamilton depression rating Scale (HAM-D)|Edinburgh Postnatal depression scale (EPDS)|Mini International Psychiatric Interview 2.0.0 (MINI) Major depression|Multidimensional Scale of Perceived Social Support (MSPSS)|WHO Disability Assessment Schedule (WHO-DAS) 12 item version 2.0|Health services utilisation questionnaire|Cape Town Functional Assessment Instrument for Maternal Depression|Obstetric and Infant outcome measures (head circumference, weight, height, feeding, diarrhoea, respiratory tract infections, immunisation","University of Cape Town|National Institute of Mental Health (NIMH)","Female","18 Years to 45 Years   (Adult)","Not Applicable","4205","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","5U19MH095699-02|1U19MH095699","October 2013","June 2016","June 2016","November 6, 2013",,"October 28, 2016","Michael Mapongwana Clinic, Cape Town, Western Cape, South Africa|Site B Clinic, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT01977326"
284,"NCT04376021","Proyecto BEBE: The Effect of Babywearing Education on Breastfeeding Exclusivity",,"Completed","No Results Available","Breastfeeding, Exclusive|Mother-Infant Interaction|Postpartum Depression","Behavioral: Babywearing","Proportion of infant feeds coming from breastmilk versus formula|Score on Edinburgh Postnatal Depression Scale (EPDS)|Score on the Mother-Infant Bonding Questionnaire|Score on the Proximal Care Beliefs Questionnaire","Nurturely|Project Concern International","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","101","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","28","February 6, 2018","June 26, 2019","June 26, 2019","May 6, 2020",,"May 12, 2020","Project Concern International, San Diego, California, United States",,"https://ClinicalTrials.gov/show/NCT04376021"
285,"NCT04108533","Lactation Achievement With Texts at Home","LATcH","Completed","No Results Available","Breastfeeding|Breastfeeding, Exclusive|Postpartum Depression","Behavioral: Text-Based Support","Exclusivity|Any Breastfeeding|Duration|Formula|Compliance|Mood","University of Pennsylvania","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","124","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","833824","January 6, 2020","January 20, 2021","March 30, 2021","September 30, 2019",,"September 2, 2021","Hospital of the University Of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04108533"
286,"NCT03887910","Northwell Health Visits: A Family Connects Pilot Implementation at Northwell Health",,"Completed","No Results Available","Unspecified Child Maltreatment, Suspected|Unspecified Child Maltreatment, Confirmed|Postpartum Depression","Other: Enhanced Intervention|Other: Intervention","Child Emergency Room Presentation Rates|Mother Emergency Room Presentation Rates|Child Hospital Admissions|Mother Hospital Admissions|Mother Postnatal Well-Care Compliance Rates|Child Postnatal Well-Care Compliance Rates|Mother Mental Health - Anxiety Rates|Mother Mental Health - Depression Rates|Family Connections to Community Services/Resources|Mother parenting behaviors|Mother alcohol and other drug abuse|Family Violence","Northwell Health","All","Child, Adult, Older Adult","Not Applicable","840","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Other","18-0328","January 9, 2019","January 1, 2022","October 31, 2022","March 25, 2019",,"April 4, 2023","Northwell Health, Manhasset, New York, United States",,"https://ClinicalTrials.gov/show/NCT03887910"
287,"NCT02373709","Sequence Variations of Genes in the Estrogen Pathway and Perinatal Depression",,"Active, not recruiting","No Results Available","Postnatal Depression|Genetic Predisposition",,"Perinatal depression","KK Women's and Children's Hospital|National University Hospital, Singapore","Female","21 Years to 35 Years   (Adult)",,"750","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","2010/539/F","October 2010","December 2023","December 2025","February 27, 2015",,"October 5, 2021","KK Women's and Children's Hospital, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT02373709"
288,"NCT04741971","Whether Probiotics Use in Neonate and Infant Improve Their Mother's Life Quality",,"Not yet recruiting","No Results Available","Postpartum Depression|Quality of Life|Functional Gastrointestinal Disorders|Probiotics","Dietary Supplement: Probiotics group|Dietary Supplement: Non-probiotics group","Maternal Sleep Quality|Maternal quality of life|Maternal risk of postnatal depression|Neonate and infant' condition of functional gastrointestinal disorders|Neonate and infant' diaper dermatitis|Neonate and infant' atopic dermatitis","Buddhist Tzu Chi General Hospital","All","1 Day to 50 Years   (Child, Adult)","Not Applicable","220","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","P00001711","February 18, 2021","December 31, 2024","December 31, 2024","February 5, 2021",,"February 5, 2021",,"""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/71/NCT04741971/Prot_000.pdf","https://ClinicalTrials.gov/show/NCT04741971"
289,"NCT04264520","Initial Intervention Efficacy for an Online PTSD Intervention for Pregnant Women",,"Terminated","No Results Available","Perinatal Problems|Post Traumatic Stress Disorder|Post Partum Depression","Behavioral: PTSD Psychoeducation + Skills Intervention","PTSD Checklist for DSM-5 (PCL-5) Total Scores|Baby's Weight at Birth in Pounds/Ounces|Total Gestation Length in Weeks|Baby's APGAR Score at Birth","Medical University of South Carolina|MUSC Specialized Center of Research Excellence","Female","18 Years to 40 Years   (Adult)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","00096405","June 5, 2020","April 23, 2021","April 23, 2021","February 11, 2020",,"September 28, 2021","Medical University of South Carolina Institute of Psychiatry, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04264520"
290,"NCT02142972","Low Back Pain and Depression: Cohort Study",,"Completed","No Results Available","Low Back Pain|Pelvic Pain|Depression",,"Post-Partum Depression|Pain Scores in the visual analogue scale|Low back pain disability|Pain drawing area","Universidad Rey Juan Carlos","Female","18 Years to 45 Years   (Adult)",,"236","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2011/28","October 2011","February 2014","May 2014","May 20, 2014",,"May 20, 2014",,,"https://ClinicalTrials.gov/show/NCT02142972"
291,"NCT00373750","Cradling Our Future Through Family Strengthening Study",,"Completed","No Results Available","Substance Abuse|Post-partum Depression|Depression","Procedure: Family Spirit Intervention","Increase in parental competence at nine intervals over 39 month study period|Differences in social and emotional competence, and internalizing, externalizing and regulatory problems for children between ages 12-36 months|Moderators and mediators of intervention response for mothers and children.|Increase in maternal outcomes at nine intervals over 39 month study period|Improved childhood outcomes at nine intervals over 39 month study period","Johns Hopkins Bloomberg School of Public Health|National Institute on Drug Abuse (NIDA)","Female","12 Years to 19 Years   (Child, Adult)","Not Applicable","322","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","1R01DA019042-01A1","June 2006","December 2010","December 2010","September 8, 2006",,"January 12, 2015","Johns Hopkins Center for American Indian Health, Fort Defiance, Arizona, United States|Johns Hopkins Center for American Indian Health, San Carlos, Arizona, United States|Johns Hopkins Center for American Indian Health, Tuba City, Arizona, United States|Johns Hopkins Center for American Indian Health, Whiteriver, Arizona, United States|Johns Hopkins Center for American Indian Health, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00373750"
292,"NCT00053651","Prevention of Postpartum Depression in Low-Income Women",,"Completed","No Results Available","Depression, Postpartum","Behavioral: Survival Skills for Moms with New Babies",,"Butler Hospital|National Institute of Mental Health (NIMH)","Female","18 Years to 45 Years   (Adult)","Phase 1","250","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","R21MH061555|DSIR AT-AS","September 2001",,,"February 5, 2003",,"August 22, 2013","Women and Infants Hospital, Providence, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT00053651"
293,"NCT02538497","The Northern Babies Longitudinal Study",,"Completed","No Results Available","Depression, Postpartum","Behavioral: The Newborn Behavioral Observation (NBO)|Behavioral: Routine care","Levels of postpartum depression|Parental reflective functioning|Bonding between parent and child|Parent-child interaction|Parental stress|A composite measure of the infant´s temperament|Infants social withdrawal behaviour|Infant cognitive, communicative and motor development|Heart rate variability","University of Tromso|Public Health Sisters in the Tromsø municipality|University Hospital of North Norway","All","Child, Adult, Older Adult","Not Applicable","350","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2015/614REK nord","November 2015","December 2018","December 2018","September 2, 2015",,"May 17, 2019","UiT The Arctic University of Norway, Tromso, Norway",,"https://ClinicalTrials.gov/show/NCT02538497"
294,"NCT03039530","Group CBT for PPD in the Public Health Setting",,"Completed","No Results Available","Depression, Postpartum","Behavioral: Group Cognitive Behavioral Therapy|Behavioral: Postnatal Care As Usual","Edinburgh Postnatal Depression Scale (EPDS)|Mini International Neuropsychiatric Interview - Current Major Depressive Disorder|Penn State Worry Questionnaire (PSWQ)|Postpartum Bonding Questionnaire|Parent-Child Early Relational Assessment|Social Provisions Scale|Ages and Stages Questionnaires - Third Edition|Maternal & Infant Healthcare Utilization|Infant Behaviour Questionnaire-Revised|Face-to-Face Still Face Paradigm|Parasympathetic Nervous System Functioning: Heart Rate Variability|Salivary Cortisol|Corticolimbic Brain Function: EEG-Based Frontal Lobe Asymmetry (via MUSE Headband)","McMaster University|Niagara Region Public Health","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","141","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","PH CBT","April 1, 2017","January 1, 2021","January 1, 2021","February 1, 2017",,"April 19, 2021","Niagara Region Public Health, Thorold, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03039530"
295,"NCT04396509","Effects of Type of Delivery Mode and Gestational Age on Maternal Bonding",,"Completed","No Results Available","Mother-Infant Interaction|Postnatal Depression|Postpartum Anxiety","Behavioral: Maternal Attachment Inventory Score","Compare mother-infant bond (MIB) scores between the vaginal delivery and the C-section (C/S) groups.|evaluate the correlations between the MIB scores and their sociodemographic data.","Kanuni Sultan Suleyman Training and Research Hospital","Female","18 Years to 45 Years   (Adult)",,"200","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","mai-nsd-c/s","June 1, 2018","June 1, 2019","June 10, 2019","May 20, 2020",,"May 21, 2020","Pinar Yalcin Bahat, Istanbul, İ̇stanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT04396509"
296,"NCT02497677","Copenhagen Infant Mental Health Project: Enhancing Parental Sensitivity and Attachment (CIMHP)","CIMHP","Active, not recruiting","No Results Available","Infant Social Withdrawal|Maternal Postnatal Depression","Behavioral: Circle of Security -Parenting|Behavioral: Care as Usual","Maternal sensitivity|Infant-mother attachment quality|Infant Social withdrawal|Infants socio-emotional development - maternal and partner's report|Infant cognitive and language development|Maternal Depressive Symptoms|Maternal overall psychological distress|Maternal depression diagnosis|Maternal Attachment|Family Functioning, reported by mother and partner|Parental Reflective Functioning, reported by mother and partner|Parental Stress, reported by mother and partner|Number of extra homes visits by the health nurse","University of Copenhagen|University of Aarhus","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","314","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","UCPH 2015-10","July 2015","July 2020","December 2024","July 14, 2015",,"November 18, 2023","UCPH Babylab, University of Copenhagen, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT02497677"
297,"NCT05110456","To Evaluate the Effectiveness of a Virtual and Telephone Intervention for the Prevention of Postpartum Depression in Women at Risk",,"Active, not recruiting","No Results Available","Depression, Postpartum","Behavioral: Telephone support","Change from baseline at 3 month postpartum depressive symptoms: The Edinburgh Perinatal/Postnatal Depression Scale (EPDS)|Depressive symptoms: The Edinburgh Postnatal Depression Scale (EPDS)|Change from baseline in Generalized Anxiety Disorder questionnaire (GAD-7) score|Anxiety related to pregnancy: Pregnancy-specific anxiety scale (PRAQ-R2)|Stress: Perceived Stress Scale (PSS)|Well-being: WHO-5 (World Health Organization) index|Self-efficacy: General Self-Efficacy scale (GSE)|Self-compassion: Self-Compassion Scale (SCS)|Sleep: Pittsburgh Sleep Quality Index (PSQI)|Social Adjustment: Social Adjustment Scale - Self-report (SAS-SR)|Marital satisfaction: Short Form of the Dyadic Adjustment Scale (DAS-7)|Co-parenting: Co-parenting Relationship Scale (CRS)|Social support: Social Provisions|Parenting practices: Parenting Cognitions and Behaviors Scale|Change from 3 months post-partum at 6 month post partum child social, emotional and cognitive development: Ages and stages questionnaire 3rd edition (ASQ-3)|Child's temperament: Difficult Temperament Scale|Personality disorders symptoms: Personality Inventory for DSM-5 Brief Form (PID-5 BF)|Gender roles: Bem Sex Role Inventory (BSRI)","St. Justine's Hospital|Canadian Medical Association|Hewitt Foundation","Female","14 Years and older   (Child, Adult, Older Adult)","Not Applicable","510","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2021-3210","November 9, 2021","August 30, 2024","August 30, 2025","November 8, 2021",,"November 2, 2023","St. Justine hospital, Montréal, Quebec, Canada","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/56/NCT05110456/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT05110456"
298,"NCT00951717","Using a Preparation and Education Intervention to Reduce Postpartum Depression Among New Mothers (The MADE IT 2 Study)",,"Completed","No Results Available","Depression, Postpartum|Depression","Behavioral: Behavioral education intervention","Depressive symptoms|Breastfeeding continuation rate|Physical functioning","Icahn School of Medicine at Mount Sinai|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","590","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","05-1062|R01MH077683|DSIR 83-ATP","July 2009","October 2010","October 2010","August 4, 2009",,"November 22, 2011","Mount Sinai Hospital, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00951717"
299,"NCT01175603","Preventing Postpartum Depression in African American Home Visiting Clients",,"Completed","No Results Available","Depression","Behavioral: Mothers and Babies Course (Adapted for Baltimore Home Visiting Programs)","Depressive symptoms|Depressive Symptoms|Depressive episodes|Depressive Episodes","Johns Hopkins University|Abell Foundation","Female","14 Years to 50 Years   (Child, Adult)","Phase 2","82","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","JHMI ICTR 2009|ICTR 2009","October 2009","October 2010","October 2010","August 5, 2010",,"April 7, 2016","People's Community Health Center, Baltimore, Maryland, United States|DRUM Healthy Families, Baltimore, Maryland, United States|Maternal and Infant Nursing Program, Baltimore, Maryland, United States|Sinai Hospital Perinatal Depression Outreach Program, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01175603"
300,"NCT05657886","Half Swaddle and Kangaroo Care in Preterm on Breastfeeding, Infant Attachment, Sleep Quality and Depression of Mothers",,"Completed","No Results Available","Kangaroo Care","Other: Half swaddle|Other: Kangaroo care","breastfeeding evaluated using the Breastfeeding Self-Efficacy Scale-Short Form|breastfeeding evaluated using the Latch Breastfeeding Diagnosis Measurement Form|breastfeeding evaluated using the Perception of Insufficient Milk Questionnaire (PIMQ)|mother infant attachment evaluated using the Mother-to-Infant Bonding Scale (MIBS)|mother sleep quality evaluated using the Pittsburgh Sleep Quality Index (PSQI)|postpartum depression evaluated using the Edinburgh Postnatal Depression Scale (EPDS)","Trakya University","Female","18 Years to 49 Years   (Adult)","Not Applicable","160","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","2020/P0226","July 5, 2020","January 5, 2021","March 2, 2022","December 20, 2022",,"December 22, 2022","Turkey, Trakya University, Edirne, Turkey",,"https://ClinicalTrials.gov/show/NCT05657886"
301,"NCT06042166","A Postpartum Adaptation Study of the Connecting and Reflecting Experience Parenting Program","PMAD-CARE","Not yet recruiting","No Results Available","Postpartum Depression|Postpartum Anxiety|Parenting Stress|Parent Child Relationships","Behavioral: Connecting and Reflecting Experience (CARE) Program","Change from Baseline to Post-Treatment in Postpartum Anxiety Score|Change from Baseline to Post-Treatment in Postpartum Depression Score|Change from Baseline to Post-Treatment in Parenting Stress Score|Change from Baseline to Post-Treatment in Parental Reflective Functioning|Change from Baseline to Post-Treatment in Parent-Infant Bonding|Post-treatment rating of treatment acceptability and feasibility|Change from Session 1 to Session 12 in Therapeutic Group Processes|Change from Baseline to Post-Treatment in Infant Temperament","Montefiore Medical Center|American Psychological Foundation","Female","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","21","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2023-15124","May 2024","December 2025","December 2025","September 18, 2023",,"November 7, 2023","Montefiore Medical Center, Bronx, New York, United States",,"https://ClinicalTrials.gov/show/NCT06042166"
302,"NCT05400161","Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms: Impact on Child Development",,"Recruiting","No Results Available","Postpartum Depression|Parenting|Parent-Child Relations|Child Development","Behavioral: MoodGym|Behavioral: Social Media-Based Parenting Program","Changes in parent-child interactions|Changes in severity of depressive symptoms|Changes in parenting competence|Changes in parenting stress|Prior mental health service use|Social support|Therapy group cohesion|Acceptability of the parenting program|Acceptability of the online depression treatment program|Child Development","Children's Hospital of Philadelphia|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","90","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","22-019784|R33MH118405","November 18, 2022","May 31, 2025","May 31, 2025","June 1, 2022",,"September 13, 2023","Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT05400161"
303,"NCT05830955","The Effect of Lullaby and Breastmilk Smell on Preterm Newborns",,"Completed","No Results Available","Preterm|Infant, Premature, Diseases|Postpartum Depression|Mother-Infant Interaction","Other: Lullaby group|Other: Breast milk group|Other: Control group","Heart Rate change|Oxygen Saturation change|Respiration Rate change|Body Temperature change|Comfort level change|Maternal Attachment|Postpartum Depression","Mustafa Kemal University|Istanbul University - Cerrahpasa (IUC)|Yuzuncu Yıl University|Van Training and Research Hospital","All","35 Weeks to 37 Weeks   (Child)","Not Applicable","57","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","Hatay Mustafa Kemal University","May 15, 2023","March 4, 2024","March 5, 2024","April 26, 2023",,"March 6, 2024","Van Training and Research Hospital, Van, Turkey",,"https://ClinicalTrials.gov/show/NCT05830955"
304,"NCT04183946","Willkommen Mutterglück: Online CBT for Pregnant and Postpartum Women With Depression and Anxiety",,"Unknown status","No Results Available","Prenatal Anxiety|Generalized Anxiety|Postpartum Depression|Major Depressive Disorder","Behavioral: Online Cognitive Behavioural Therapy","Change of depressive symptoms at four measuring points from baseline to follow up|Change of anxiety symptoms at four measuring points from baseline to follow up|Change of severity of depressive symptoms at four measuring points from baseline to follow up|Change of depression symptoms from baseline until follow-up|Participant's satisfaction with the program and it's usability|Program's evaluation of feasibility with prenatal and postpartum women","University of Zurich|Ambulatorium für kognitive Verhaltenstherapie und Verhaltensmedizin - UZH|Lamprecht AG","Female","18 Years to 45 Years   (Adult)","Not Applicable","300","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Willkommen Mutterglück Program","June 2020","January 2022","January 2024","December 3, 2019",,"December 3, 2019","University of Zurich, Department of Psychology - Clinical Psychology and Psychotherapy, Zürich, Switzerland",,"https://ClinicalTrials.gov/show/NCT04183946"
305,"NCT06293274","The Importance of Discharge Education for Mommy Blues",,"Recruiting","No Results Available","Postpartum Sadness","Procedure: Discharge training","Motherhood Sadness Scale|Edinburgh Postnatal Depression Scale - EPDS","Kocaeli University","Female","18 Years to 45 Years   (Adult)","Not Applicable","140","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","sdilek5","January 1, 2024","March 30, 2024","May 30, 2024","March 5, 2024",,"March 22, 2024","Kocaeli University, Kocaeli, Turkey",,"https://ClinicalTrials.gov/show/NCT06293274"
306,"NCT05503056","Art Therapy in Obstetric Patients",,"Active, not recruiting","No Results Available","Pregnancy Related|Depression","Other: art therapy|Other: nothing","changes in Edinburgh Postnatal Depression Scale scores|change in maternal-infant bonding scores|utilization of behavioral health/psychology/psychiatry services during pregnancy and postpartum|use of psychiatry medications during and after pregnancy|obstetrical complications (postpartum hemorrhage, OASIS, ICU admission)|gestational age at time of delivery|mode of delivery|reason for delivery (iatrogenic vs spontaneous)|birth weight|APGAR scores|NICU admissions|delivery complications (shoulder dystocia, low birth weight)","Medstar Health Research Institute","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","20223247","September 1, 2022","August 30, 2023","June 30, 2024","August 16, 2022",,"January 5, 2024","Washington Hospital Center, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT05503056"
307,"NCT06144294","Whole-Body Hyperthermia for Mood and Anxiety Disorders",,"Not yet recruiting","No Results Available","Postpartum Depression|Mood Disorders|Anxiety Disorders|Postpartum Anxiety","Other: Whole-Body Hyperthermia|Diagnostic Test: fMRI","Percent change in EEG amplitude.|Percent change in EEG frequency.|Mean change from baseline in inflammatory activity as measured by pro-inflammatory cytokines.|Mean change in average 24-hour core temperature.|Individualized precision functional brain maps.","Weill Medical College of Cornell University","All","18 Years to 50 Years   (Adult)","Not Applicable","240","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","23-01025619","June 2024","June 2028","June 2029","November 22, 2023",,"February 22, 2024","Weill Cornell Medicine, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT06144294"
308,"NCT04933708","LaPPS: Labor Podcast for Patient Satisfaction","LaPPS","Completed","No Results Available","Labor Onset and Length Abnormalities|Pregnancy Related","Behavioral: Labor Podcast","Labor Agentry Scale|Birth Satisfaction|Edinburgh Postpartum Depression Scale","University of Pennsylvania","Female","18 Years to 50 Years   (Adult)","Not Applicable","201","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Treatment","848622","July 1, 2021","July 1, 2022","July 1, 2022","June 22, 2021",,"October 7, 2022","Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04933708"
309,"NCT05588089","The Effect of Baby Care Training Given to Fathers After Birth","Babycare","Completed","No Results Available","Mothers|Fathers","Other: Training group","Edinburgh Postpartum Depression Scale|Postpartum Quality of Life Scale","Hitit University","All","18 Years to 45 Years   (Adult)","Not Applicable","64","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Participant)|Primary Purpose: Health Services Research","Hitituniversity","February 4, 2022","June 28, 2022","September 27, 2022","October 20, 2022",,"October 20, 2022","Fatma Yıldırım, Çorum, Turkey",,"https://ClinicalTrials.gov/show/NCT05588089"
310,"NCT06282419","The Effect of Visual and Audio Stimulus Offered to Father-to-be",,"Recruiting","No Results Available","Ultrasonography Prenatal","Other: USE OF MOBILE ULTRASOUND|Other: ultrasound image taken from the internet","Introductory Information Form (For Women)|Spouse Support Scale Perceived by Women During Early Postpartum Period|Breastfeeding Self-Efficacy Scale-Short Form|Breastfeeding Adaptation Scale|Edinburgh Postpartum Depression Scale|Introductory Information Form (For Men)|Fathers' Breastfeeding Attitude and Participation Scale|Edinburgh Postpartum Depression Scale for Men","Ataturk University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","132","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","B.30.2.ATA.0.01.00/542","August 21, 2023","March 31, 2024","December 31, 2025","February 28, 2024",,"March 1, 2024","Atatürk University, Erzurum, Turkey",,"https://ClinicalTrials.gov/show/NCT06282419"
311,"NCT04350333","Efficacy of Digital CBT-I Intervention During Pregnancy",,"Unknown status","No Results Available","Insomnia in Pregnancy","Behavioral: CBT-I|Behavioral: Assertive communication training","Depression|Anxiety|Sleep pattern (sleep onset latency; total sleep time; wake after sleep onset; sleep efficiency)|insomnia symptoms|Emotion regulation","University of Rome G. Marconi","Female","19 Years to 40 Years   (Adult)","Not Applicable","114","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","UMarconi","May 1, 2021","December 31, 2021","December 31, 2021","April 17, 2020",,"April 27, 2021",,,"https://ClinicalTrials.gov/show/NCT04350333"
312,"NCT03167905","CODEPAD (Collaborative Outcomes of DEpression and Pain Associated With Delivery)","CODEPAD","Active, not recruiting","No Results Available","Depression, Postpartum|Analgesia, Obstetrical|Anesthesia, Obstetrical","Device: Epidural delivery system|Drug: Entonox|Drug: Meperidine|Drug: Ultiva|Drug: Fentanyl|Drug: Ropivacaine","The incidence of major postnatal depression in both groups|The incidence of (clinically significant, probable) postnatal depression in both groups|The incidence of acquiring post-delivery persistent pain in both groups|Pain vulnerability in both groups (1)|Pain vulnerability in both groups (2)|Pain vulnerability in both groups (3)|Psychological vulnerability in both groups (1)|Psychological vulnerability in both groups (2)|Psychological vulnerability in both groups (3)|Pain severity in both groups|Preferences for labor analgesia|Preferences for epidural analgesia|Chinese version of Angle Labor Pain Questionnaire (A-LPQ)","KK Women's and Children's Hospital","Female","21 Years to 50 Years   (Adult)","Phase 2|Phase 3","881","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","2017/2090","June 15, 2017","July 19, 2021","December 31, 2025","May 30, 2017",,"January 5, 2024","KK Women's and Children's Hospital, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT03167905"
313,"NCT03803189","Proactive, Personalized Postpartum Mental Healthcare","P3MH","Completed","No Results Available","Postpartum Depression|Postpartum Blues|Postpartum Anxiety|Postpartum Mood Disorder","Behavioral: Usual care plus eToolkit","Change in Edinburgh Postpartum Depression Scale (EPDS) Score|Time to treatment initiation","Women's College Hospital|Canadian Institutes of Health Research (CIHR)|Michael Garron Hospital","All","18 Years and older   (Adult, Older Adult)","Not Applicable","130","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research","2018-0099-B|PCG-155463","March 14, 2019","April 24, 2021","April 24, 2021","January 14, 2019",,"October 5, 2021","South East Toronto Family Health Team, Toronto, Ontario, Canada|Women's College Hospital Family Practice Health Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03803189"
