"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
246,"NCT00595127","Hematopoietic Stem Cell Transplantation for Treatment of Patients With Fanconi Anemia Lacking a Genotypically Identical Donor, Using Total Body Irradiation, Cyclophosphamide and Fludarabine",,"Completed","Has Results","Fanconi Anemia","Drug: Cyclophosphamide|Drug: Fludarabine|Radiation: Total body irradiation (TBI)","Incidence & Quality of Engraftment & Hematopoietic Reconstitution","Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)|Miltenyi Biotec, Inc.","All","Child, Adult, Older Adult","Not Applicable","21","Other|NIH|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","01-062","June 2001","May 2013","May 2013","January 16, 2008","August 10, 2016","August 10, 2016","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00595127"
247,"NCT00317226","Long Term Safety Study of (VIT45) Extension Study: Treatment of Anemia in Non-Dialysis Dependent Chronic Kidney Disease",,"Completed","Has Results","Anemia","Drug: Ferric Carboxymaltose (FCM)","Incidence of Treatment-emergent Adverse Events","American Regent, Inc.","All","12 Years and older   (Child, Adult, Older Adult)","Phase 3","145","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1VIT05005","June 2005","March 2007","September 2007","April 24, 2006","June 10, 2015","February 20, 2018","Luitpold Pharmaceuticals Inc., Norristown, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00317226"
248,"NCT05598515","Time-restricted Feeding to Reduce Inflammation in Fanconi Anemia",,"Recruiting","No Results Available","Fanconi Anemia","Behavioral: Time-Restricted Feeding","Number of participants with neuroinflammation","Children's Hospital Medical Center, Cincinnati","All","12 Years and older   (Child, Adult, Older Adult)","Not Applicable","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","2022-0751","November 11, 2022","October 2025","October 2025","October 28, 2022",,"January 16, 2024","Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT05598515"
249,"NCT01146574","A Phase 2a Study To Evaluate The Pharmacokinetics, Safety, Efficacy, Tolerability, And Pharmacodynamics of Sotatercept (ACE-011) for the Correction of Anemia in Subjects With End-stage Renal Disease on Hemodialysis.",,"Completed","Has Results","Anemia","Biological: Sotatercept|Biological: Placebo","Observed Maximum Concentration (Cmax)|Time to Maximum Concentration (Tmax)|Area Under Curve (AUC)-28 Days|AUCinf: Area Under the Concentration-time Curve From Time Zero Extrapolated to Infinity|Apparent Total Clearance (CL/F)|Apparent Volume of Distribution Based on Terminal Phase (Vz/F)|Terminal Half-Life (t1/2,z)|The Number of Participants Experiencing Treatment Emergent Adverse Events (TEAEs)|Number of Participants With Hemoglobin > 12g/dL|Proportion of Participants With Rise in Hemoglobin > 2 g/dL During 4 Week Period|Blood Pressure Changes From Baseline|Changes in Follicle Stimulating Hormone (FSH)|Number of Participants With Hemoglobin > 10g/dL|Number of Participants With Change From Baseline Hemoglobin ≥ 1g/dL|Number of Participants With Hemoglobin > 10g/dL and Change From Baseline Hemoglobin ≥ 1g/dL|Length of Time to Rescue Therapy|Change From Baseline in Hemoglobin Values","Celgene|Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA","All","18 Years and older   (Adult, Older Adult)","Phase 2","50","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","ACE-011-REN-001","June 30, 2010","March 7, 2016","March 7, 2016","June 17, 2010","March 1, 2024","March 1, 2024","North American Research Institute, Azusa, California, United States|West Glendale Dialysis, Glendale, California, United States|California Institute of Renal Research, La Mesa, California, United States|Academic Medical Center, Los Angeles, California, United States|Academic Medical Research Institute, Los Angeles, California, United States|Nephrology Specialist Medical Group, Orange, California, United States|Pines Clinical Research Inc., Pembroke Pines, Florida, United States|University of Kentucky, Lexington, Kentucky, United States|Fresenius Medical Care North America MI, Kalamazoo, Michigan, United States|DaVita Clinical Research, Minneapolis, Minnesota, United States|Nephrology and Hypertension Associates, LTD, Tupelo, Mississippi, United States|St. Louis University Medical Center, Saint Louis, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Kidney Specialists of Southen Nevada, Las Vegas, Nevada, United States|Brookview Hill Research Associates, LLC, Winston-Salem, North Carolina, United States|MetroHealth Medical Systems, Cleveland, Ohio, United States|Northeast Clinical Research Center, Bethlehem, Pennsylvania, United States|Nephrology Associates, PC, Nashville, Tennessee, United States|Corva Kidney Center Webster, Houston, Texas, United States|Beechnut Dialysis Center, Houston, Texas, United States|Miracle Medical Clinic, Houston, Texas, United States|Gessner Dialysis Center, Houston, Texas, United States|Tyler Nephrology Associates, PC, Tyler, Texas, United States|University of Virginia at University Ave., Charlottesville, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01146574"
250,"NCT02468414","TARGTEPO Treatment for Anemia in PD US Trial",,"Terminated","Has Results","Anemia of End Stage Renal Disease","Biological: MDGN201 TARGTEPO","Patients Who Achieved Biological Activity of MDGN201 TARGTEPO Secretion as Measured by Serum EPO Levels Above Baseline.","Aevi Genomic Medicine, LLC, a Cerecor company|Medgenics Medical Israel Ltd.|Avalo Therapeutics, Inc.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","3","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MG-EP-RF-04","June 2015","May 2016","September 2016","June 10, 2015","July 13, 2017","March 28, 2022","Clinical Advancement Center, PLLC, San Antonio, Texas, United States",,"https://ClinicalTrials.gov/show/NCT02468414"
251,"NCT01331018","Gene Therapy for Fanconi Anemia",,"Active, not recruiting","No Results Available","Fanconi Anemia","Procedure: Bone Marrow Aspiration|Biological: Filgrastim|Biological: Genetically Engineered Hematopoietic Stem Progenitor Cells|Other: Laboratory Biomarker Analysis|Procedure: Leukapheresis|Drug: Methylprednisolone|Drug: Plerixafor|Drug: Prednisone","Toxicity of gene transfer|Hematological and non-hematological organ toxicity|Development of insertional mutagenesis or hematologic malignancy|Development of replication competent lentivirus|Efficacy of G-CSF and plerixafor mobilization in Fanconi anemia (FA) patients|Efficacy of lineage depletion of bone marrow or mobilized cell product|Transduction efficiency|Detectable levels of transduced cells in blood and marrow|Improved blood counts|Demonstrable functional expression by growth of recipient cells in mitomycin C","Fred Hutchinson Cancer Center|National Heart, Lung, and Blood Institute (NHLBI)|Rocket Pharma Limited","All","4 Years and older   (Child, Adult, Older Adult)","Phase 1","3","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2097.00|NCI-2011-00202|RG9212015","February 22, 2012","July 17, 2032","July 17, 2032","April 7, 2011",,"July 11, 2023","Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT01331018"
252,"NCT04059913","Evaluate the Efficacy and Safety of Multiple Roxadustat Dosing Regimens for the Treatment of Anemia in Dialysis Participants With Chronic Kidney Disease",,"Completed","No Results Available","CKD Anemia in Dialysis Participants","Drug: Roxadustat","Part 1 (ESA Naïve): Percentage of Participants who Achieved Hb ≥110 g/L in the First 20 Weeks|Part 1 (ESA Treated): Percentage of Participants who Achieved Mean Hb ≥100 g/L Averaged Over Weeks 17 to 21 Visits|Part 2: Mean Hb Value Averaged Over Weeks 33 to 37 Visits|Part 1: Mean Change in Hb Level From Baseline to Average Over Weeks 17 to 21 Visits|Part 1 (ESA-Naïve): Percentage of Participants With Mean Hb (Averaged Weeks 17 to 21 Visits) ≥100 g/L|Part 2: Percentage of Participants With Mean Hb (Averaged Weeks 33 to 37 Visits) ≥100 g/L","FibroGen","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","318","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FGCL-4592-818","June 11, 2019","November 19, 2021","December 17, 2021","August 16, 2019",,"May 6, 2022","Investigational Site, Hefei, Anhui, China|Investigational Site, Lanzhou, Gansu, China|Investigational Site, Guangzhou, Guangdong, China|Investigational Site, Shenzhen, Guangdong, China|Investigational Site, Nanning, Guangxi Province, China|Investigational Site, Zhengzhou, Henan, China|Investigational Site, Wuhan, Hubei, China|Investigational Site, Changsha, Hunan, China|Investigational Site, Baotou, Inner Mongolia Autonomous Region, China|Investigational Site, Nanjing, Jiangsu, China|Investigational Site, Nanchang, Jiangxi, China|Investigational Site, Chang chun, Jilin, China|Investigational Site, Shenyang, Liaoning, China|Investigational Site, Shenyang, Liaoning, China|Investigational Site, Taiyuan, Shanxi, China|Investigational Site, Xi'an, Shanxi, China|Investigational Site, Xi'an, Shanxi, China|Investigational Site, Chengdu, Sichuan, China|Investigational Site, Chengdu, Sichuan, China|Investigational Site, Hangzhou, Zhejiang, China|Investigational Site, Beijing, China|Investigational Site, Beijing, China|Investigational Site, Beijing, China|Investigational Site, Shanghai, China|Investigational Site, Tianjin, China",,"https://ClinicalTrials.gov/show/NCT04059913"
253,"NCT00236977","Comparison of Safety and Efficacy of Intravenous Iron Versus Oral Iron in Chronic Renal Failure Subjects With Anemia",,"Completed","Has Results","Anemia","Drug: Venofer|Drug: Ferrous Sulfate","Patients With an Increase in Hemoglobin >= 1gm/dL.|Number of Subjects With a Clinical Response|Highest Change From Baseline in Hemoglobin (g/dL) up to Day 56|Highest Change From Baseline in Ferritin (ng/mL) up to Day 56|Mean Change in Ferritin (ng/mL) From Baseline to Day 56|Mean Change From Baseline in Serum Transferrin Saturation (TSAT) (%) at Day 56|Mean Change From Baseline in Hemoglobin (g/dL) at Day 56","American Regent, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 3","182","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1VEN03027","August 2003","October 2004","October 2004","October 12, 2005","March 9, 2010","October 6, 2020","Luitpold Pharmaceuticals, Valley Forge, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00236977"
254,"NCT03643601","A Non-interventional, Epidemiological, Registry-based Evaluation of Anaemia in Swedish Patients With Chronic Kidney Disease","ASK","Completed","No Results Available","Chronic Kidney Disease Associated Anemia","Other: Non-Interventional","Iron use in erythropoiesis stimulating agent (ESA) treated patients in the prevalent non-dialysis dependent (ND) population|Iron use in ESA treated patients in the prevalent dialysis dependent (DD) population|Proportion of non-dialysis dependent (ND) patients on low, normal, high dose erythropoiesis stimulating agent (ESA)|Proportion of dialysis dependent (DD) patients on low, normal, high dose ESA|ESA use in ND patients at each CKD stage|ESA use in DD patients|Proportion of ND patients treated with ESAs at each chronic kidney disease (CKD) stage with or without oral/IV iron|Proportion of DD patients treated with ESAs at each chronic kidney disease (CKD) stage with or without oral/IV iron|Proportion of ESA treated ND patients within Haemoglobin (Hb) levels within pre-specified target range|Proportion of ESA treated DD patients within Haemoglobin (Hb) levels within pre-specified target range|Proportion of ND patients with anemia who are not treated with ESAs|Proportion of DD patients with anemia who are not treated with ESAs|Proportion of ESA treated ND patients with low or medium and high C-reactive protein (CRP)|Proportion of ESA treated DD patients with low or medium and high CRP|Proportion of ESA treated ND patients with hyperlipidemia (HDL/LDL) and/or taking lipid lowering preparations|Proportion of ESA treated DD patients with hyperlipidemia (HDL/LDL) and/or taking lipid lowering preparations|Proportion of ESA treated ND patients with high blood pressure and/or taking anti-hypertensive medication|Proportion of ESA treated DD patients with high blood pressure and/or taking anti-hypertensive medication|Number of ND patients with serious cardiovascular events|Number of DD patients with serious cardiovascular events|Number of ND patients with serious thromboembolic events|Number of DD patients with serious thromboembolic events|All cause mortality: ND|All cause mortality: DD|Correlation between ESA dose and Hb level in relation to CKD severity (stage 3,4, 5 and DD)|Correlation between Haemoglobin (Hb) level and CKD severity: ND|Correlation between ESA dose and C-reactive protein (CRP) level: ND|Correlation between ESA dose and CRP level: DD|Relationship between ESA dose and occurrence of Cardiovascular (CV) events in ND population|Relationship between Hb level and occurrence of CV events in ND population|Relationship between Hb level and occurrence of CV events in DD population","Astellas Pharma a/s|Astellas Pharma Inc","All","18 Years and older   (Adult, Older Adult)",,"14415","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","1517-MA-3139-SN","September 24, 2018","December 4, 2018","December 4, 2018","August 23, 2018",,"December 18, 2019","SE46001, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT03643601"
255,"NCT01750190","A Study of Roxadustat for the Treatment of Anemia in Participants With Chronic Kidney Disease and Not Receiving Dialysis",,"Completed","Has Results","CKD Anemia","Drug: Roxadustat|Drug: Placebo","United States (US FDA) Submission: Mean Change From Baseline in Hb (g/dL) Over Weeks 28 to 52 Regardless of Rescue Therapy|Ex-US Submission: Number (%) of Participants Who Achieved a Hb Response During the First 24-Weeks of Treatment Censoring for Rescue Therapy|Mean Change From Baseline in Hb Averaged Over Weeks 28 to 36 With Censoring for Rescue Therapy|Mean Change From Baseline in Hb Averaged Over Weeks 28 to 52 Regardless of Rescue Therapy in Participants With Baseline C-Reactive Protein (CRP) >Upper Limit of Normal (ULN)|Number (%) of Participants With Hb ≥10 g/dL Averaged Over Weeks 28 to 36 With Censoring for Rescue Therapy|Mean Change From Baseline in Low-Density Lipoprotein (LDL) Cholesterol Averaged Over Weeks 12 to 28|Rate of Change in eGFR From Baseline up to 12 Months (Linear Random Coefficient Model With Observed Data)|Number of Participants Who Received Blood/RBC Transfusion in the First 52 Weeks of Treatment|Number (%) of Participants Who Received Rescue Therapy in the First 24 Weeks and in the First 52 Weeks of Treatment|Change From Baseline in Short Form 36 (SF-36) Version 2 Physical Functioning Subscore and Vitality Subscore at Weeks 12 to 28|Number (%) of Participants Who Experienced Exacerbation of Hypertension|Mean Change From Baseline in Mean Arterial Pressure (MAP) Averaged Over Weeks 20 to 28","FibroGen|Astellas Pharma Europe B.V.|AstraZeneca","All","18 Years and older   (Adult, Older Adult)","Phase 3","922","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","FGCL-4592-060","November 5, 2012","September 24, 2018","September 24, 2018","December 17, 2012","October 1, 2021","October 1, 2021","Investigational Site, Huntsville, Alabama, United States|Investigational Site, Tempe, Arizona, United States|Investigational Site, Alhambra, California, United States|Investigational Site, Chula Vista, California, United States|Investigational Site, Inglewood, California, United States|Investigational Site, La Mesa, California, United States|Investigational Site, La Palma, California, United States|Investigational Site, Lynwood, California, United States|Investigational Site, Northridge, California, United States|Investigational Site, Paramount, California, United States|Investigational Site, Riverside, California, United States|Investigational Site, Roseville, California, United States|Investigational Site, San Dimas, California, United States|Investigational Site, Whittier, California, United States|Investigational Site, Coral Gables, Florida, United States|Investigational Site, Cutler Bay, Florida, United States|Investigational Site, Hialeah, Florida, United States|Investigational Site, Miami, Florida, United States|Investigational Site, Miami, Florida, United States|Investigational Site, Miami, Florida, United States|Investigational Site, Miami, Florida, United States|Investigational Site, Ocala, Florida, United States|Investigational Site, Pembroke Pines, Florida, United States|Investigational Site, South Miami, Florida, United States|Investigational Site, Winter Park, Florida, United States|Investigational Site, Augusta, Georgia, United States|Investigational Site, Caldwell, Idaho, United States|Investigational Site, Shreveport, Louisiana, United States|Investigational Site, Baltimore, Maryland, United States|Investigational Site, Boston, Massachusetts, United States|Investigational Site, Detroit, Michigan, United States|Investigational Site, Flint, Michigan, United States|Investigational Site, Flint, Michigan, United States|Investigational Site, Pontiac, Michigan, United States|Investigational Site, Roseville, Michigan, United States|Investigational Site, Saint Louis, Missouri, United States|Investigational Site, New Brunswick, New Jersey, United States|Investigational Site, Albuquerque, New Mexico, United States|Investigational Site, Bronx, New York, United States|Investigational Site, Mineola, New York, United States|Investigational Site, Asheville, North Carolina, United States|Investigational Site, Raleigh, North Carolina, United States|Investigational Site, Rocky Mount, North Carolina, United States|Investigational Site, Winston-Salem, North Carolina, United States|Investigational Site, Beaver, Pennsylvania, United States|Investigational Site, Orangeburg, South Carolina, United States|Investigational Site, Sumter, South Carolina, United States|Investigational Site, Nashville, Tennessee, United States|Investigational Site, Arlington, Texas, United States|Investigational Site, Corsicana, Texas, United States|Investigational Site, Dallas, Texas, United States|Investigational Site, Houston, Texas, United States|Investigational Site, San Antonio, Texas, United States|Investigational Site, Fairfax, Virginia, United States|Investigational Site, Morgantown, West Virginia, United States|Investigational Site, Ciudad Evita, Buenos Aires, Argentina|Investigational Site, Moron, Buenos Aires, Argentina|Investigational Site, González Catán, Provincia De Buenos Aires, Argentina|Investigational Site, Junin, Provincia De Buenos Aires, Argentina|Investigational Site, Pergamino, Provincia De Buenos Aires, Argentina|Investigational Product, Villa Domínico, Provincia De Buenos Aires, Argentina|Investigational Site, Ciudad de Cordoba, Provincia De Cordoba, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Buenos Aires, Argentina|Investigational Site, Cordoba, Argentina|Investigational Site, Cordoba, Argentina|Investigational site, Cordoba, Argentina|Investigational Site, Corrientes, Argentina|Investigational Site, Mendoza, Argentina|Investigational Site, Salta, Argentina|Investigational Site, Santa Fe, Argentina|Investigational Site, Liverpool, New South Wales, Australia|Investigational Site, Gosford, Australia|Investigational Site, Hobart, Australia|Investigational Site, Launceston, Australia|Investigational Site, Melbourne, Australia|Investigational Site, New Lambton Heights, Australia|Investigational Site, Randwick, Australia|Investigational Site, Temuco, Region De La Araucania, Chile|Investigational Site, Santiago, Region Metropolitana, Chile|Investigational Site, Barranquilla, Atlantico, Colombia|Investigational Site, Bogota, Cundinamarca, Colombia|Investigational Site, Hong Kong, Pokfulam, Hong Kong|Investigational Site, Chai Wan, Hong Kong|Investigational Site, Shatin, Hong Kong|Investigational Site, Tai Po, Hong Kong|Investigational Site, Anyang-Si, Gyeonggi-Do, Korea, Republic of|Investigational Site, Goyang-Si, Gyeonggi-Do, Korea, Republic of|Investigational Site, Guri-Si, Gyeonggi-Do, Korea, Republic of|Investigational Site, Seongnam-Si, Gyeonggi-Do, Korea, Republic of|Investigational Site, Busan, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Seoul, Korea, Republic of|Investigational Site, Alor Setar, Malaysia|Investigational Site, Kajang, Malaysia|Investigational Site, Kuala Lumpur, Malaysia|Investigational Site, Kuala Lumpur, Malaysia|Investigational Site, Kuching, Malaysia|Investigational Site, Pulau Pinang, Malaysia|Investigational Site, Sungai Petani, Malaysia|Investigational Site, Taiping, Malaysia|Investigational Site, Mexico City, Distrito Federal, Mexico|Investigational Site, Guadalajara, Jalisco, Mexico|Investigational Site, Monterrey, Nuevo Leon, Mexico|Investigational Site, Merida, Yucatan, Mexico|Investigational Site, Aguascalientes, Mexico|Investigational Site, San Luis Potosi, Mexico|Investigational Site, Auckland, New Zealand|Investigational Site, Hamilton, New Zealand|Investigational Site, Tauranga, New Zealand|Investigational Site, Bellavista, Callao, Peru|Investigational Site, San Martin de Porres, Lima, Peru|Investigational site, Lima, Peru|Investigational Site, Lima, Peru|Investigational Site, Dasmarinas, Cavite, Philippines|Investigational Site, Davao City, Davao, Philippines|Investigational site, Pasig, Philippines|Investigational Site, Quezon City, Philippines|Investigational Site, Quezon City, Philippines|Investigational Site, Ponce, Puerto Rico|Investigational Site, San Juan, Puerto Rico|Investigational Site, Singapore, Singapore|Investigational Site, Singapore, Singapore|Investigational Site, Singapore, Singapore|Investigational Site, Changhua, Taiwan|Investigational Site, Hualien City, Taiwan|Investigational Site, Kaohsiung, Taiwan|Investigational Site, Kaohsiung, Taiwan|Investigational Site, Kaohsiung, Taiwan|Investigational Site, Taichung, Taiwan|Investigational Site, Taichung, Taiwan|Investigational Site, Tainan City, Taiwan|Investigational Site, Tainan, Taiwan|Investigational Site, Taipei, Taiwan|Investigational Site, Taipei, Taiwan|Investigational Site, Taipei, Taiwan|Investigational Site, Bangkok, Thailand|Investigational Site, Bangkok, Thailand|Investigational Site, Chiang Mai, Thailand","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/90/NCT01750190/Prot_000.pdf|""Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/90/NCT01750190/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT01750190"
256,"NCT00395993","Comparison of the Safety and Efficacy of Intravenous Iron Versus Oral Iron in the Treatment of Anemia Secondary to Heavy Uterine Bleeding",,"Completed","Has Results","Anemia","Drug: Ferric Carboxymaltose (FCM)|Drug: Ferrous Sulfate tablets","Number of Subjects Achieving 'Clinical Success'. Clinical Success is Defined as an Increase in Hemoglobin of ≥ 2.0 g/dL","American Regent, Inc.","Female","18 Years and older   (Adult, Older Adult)","Phase 3","456","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1VIT04002/003","May 2005","April 2006","June 2006","November 6, 2006","November 18, 2013","February 20, 2018","Luitpold Pharmaceuticals, Inc., Norristown, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00395993"
257,"NCT02378662","TARGTEPO Treatment for Anemia in End Stage Renal Disease (ESRD) Patients Undergoing Peritoneal Dialysis (PD)",,"Terminated","Has Results","Anemia of End Stage Renal Disease","Biological: MDGN201 TARGTEPO","Patients Who Achieved Biological Activity of MDGN201 TARGTEPO Secretion as Measured by Serum Erythropoietin (EPO) Levels Above Baseline","Aevi Genomic Medicine, LLC, a Cerecor company|Medgenics Medical Israel Ltd.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","2","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MG-EP-RF-03","April 2015","January 2016","June 2016","March 4, 2015","October 19, 2018","October 19, 2018","Barzili Medical Center, Ashkelon, Israel|Assaf Harofeh Medical Center, Zrifin, Israel",,"https://ClinicalTrials.gov/show/NCT02378662"
258,"NCT05082571","Study to Evaluate the Safety and Efficacy of Oral Vadadustat in Pediatric Participants With Anemia of Chronic Kidney Disease","CONVERSION","Suspended","No Results Available","Anemia of Chronic Kidney Disease","Drug: vadadustat","Mean Change in Hemoglobin (Hb) Values Between Baseline and the Primary Evaluation Period (Average Hb From Weeks 21 to 28)|Time to Achieve Hb Levels of ≥10.0 grams/deciliters (g/dL)|Number of Participants With Mean Hb Values Within the Target Range During the Primary Evaluation Period|Number of Participants With Mean Hb Values Within the Target Range During the Extension Period|Number of Participants With Treatment-emergent Adverse Events and who Discontinued From the Study due to Adverse Events|Maximum Observed Plasma Concentration (Cmax) of Vadadustat and its Metabolites|Time to Reach Cmax (Tmax) of Vadadustat and its Metabolites|Area Under the Plasma Concentration-Time Curve From 0 to Last Quantifiable Concentration (AUC 0-t) of Vadadustat and its Metabolites|Terminal Elimination Half-Life (t1/2) of Vadadustat and its Metabolites|Change From Baseline in Serum Erythropoietin (EPO)|Change From Baseline in Reticulocyte Count|Change From Baseline in Hb levels","Akebia Therapeutics","All","4 Months to 16 Years   (Child)","Phase 3","71","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AKB-6548-CI-0041","January 2025","July 2026","October 2026","October 19, 2021",,"October 10, 2023","Research Site, Hackensack, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT05082571"
259,"NCT01119612","Prenatal Iron Supplements: Safety and Efficacy in Tanzania","MAL1","Completed","No Results Available","Malaria|Anemia","Dietary Supplement: Iron|Other: Placebo","Incidence of placental malaria|Placental malaria parasite density|Infant birth weight|Maternal hemoglobin|Low birth weight|Maternal malaria infection|Maternal anemia","Harvard School of Public Health (HSPH)|Muhimbili University of Health and Allied Sciences","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","1500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","HD061232","September 2010","March 2013","May 2013","May 7, 2010",,"April 24, 2015","Muhimbili University of Health And Allied Sciences, Dar es Salaam, Tanzania",,"https://ClinicalTrials.gov/show/NCT01119612"
260,"NCT01191983","A Study of Methoxy Polyethylene Glycol-Epoetin Beta (Mircera) for the Treatment of Chronic Renal Anemia in Participants With Diabetic Nephropathy",,"Completed","No Results Available","Anemia","Drug: Methoxy polyethylene glycol-epoetin beta [Mircera]","Mean time taken to achieve target hemoglobin (Hb) levels range (10-12 g/dL) During Efficacy Evaluation Period (EEP)|Change in Hb Concentration Between Baseline and EEP|Percentage of Participants Maintaining Hb Concentration Within the Target Range (10-12 g/dL) During EEP|Percentage of Participants With Adverse Events|Percentage of Participants With Red Blood Cell Transfusion During Treatment Period|Percentage of Participants with anti-epoetin antibodies|Short Form-36 Health Survey (SF-36) score","Hoffmann-La Roche","All","18 Years and older   (Adult, Older Adult)","Phase 4","102","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ML25276","August 13, 2010","April 23, 2018","April 23, 2018","August 31, 2010",,"July 18, 2018","Osmania General Hospital; Department of Nephrology, Hyderabad, Andhra Pradesh, India|Pushpawati Singhania Research Institute; Nephrology, New Delhi, Delhi, India|Indraprastha Apollo Hospitals, New Delhi, Delhi, India|Vijayratna Diabetes Diagnosis & Treatment Center, Ahmedabad, India|M S Ramaiah Memorial Hospital, Bangalore, India|North Delhi Diabetes Centre, Delhi, India|MAX Balaji Hospital, Delhi, India|Dr.Modi's Clinic, Hyderabad, India|IPGMER & SSKM Hospital; Rheumatology and Clinical Immunology Centre, Kolkata, India|Apex Kidney Care Pvt. Ltd., Sushrut Hospital, Mumbai, India|Diab Care Centre, Mumbai, India|Sanjeevani Hospital, Mumbai, India|Sahyadri Speciality Hospital, Pune, India|Diabetes Care & Research Centre, Pune, India",,"https://ClinicalTrials.gov/show/NCT01191983"
261,"NCT02931071","Clinical Phase II Trial to Evaluate CD34+ Cells Mobilization and Collection in Patients With Fanconi Anemia for Subsequent Transduction With a Lentiviral Vector Carring FANCA Gene. FANCOSTEM-1",,"Completed","No Results Available","Fanconi Anemia","Drug: filgrastim|Drug: plerixafor","Toxicity of the mobilization procedure according to National Cancer Institute (CTC NCI, versión 3.0)|Percentage of patients that reach >5 CD34+ cells/mcl after treatment with filgrastim and plerixafor|Percentage of patients that reach a total CD34+ yield >4x10E6/kg, using the estimated weight of the patient in 5 years|Percentage of samples in which the recovery of CD34+ cells after the immunomagnetic selection procedure is >50%|Percentage of patients in which the CD34+ cells after the immunomagnetic selection is ³ 4x10E6/kg, using the projected weight at 5 years","Hospital Universitari Vall d'Hebron Research Institute|CIEMAT|CIBERER","All","2 Years to 64 Years   (Child, Adult)","Phase 2","13","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FANCOSTEM-1|2011-006197-88","September 2013","October 2018","October 2018","October 12, 2016",,"May 27, 2020","Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Infantil Universitario Niño Jesus, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT02931071"
