nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT01975818,2019-09-17,"October 28, 2013","December 15, 2015","October 23, 2015",2013-10-18,NA,Interventional,Phase 2,201,Completed,"A Randomized, Parallel Group, Open-label, Multicenter Study to Investigate the Efficacy and Safety of Oral BAY85-3934 and Active Comparator (Epoetin Alfa / Beta) in the Maintenance Treatment of Subjects With Anemia Associated With Chronic Kidney Disease Who Are on Dialysis and on Treatment With an Erythropoiesis-stimulating Agent in the United States and Japan",Maintenance Treatment of Anemia Associated With Chronic Kidney Disease (CKD) in Hemodialysis Subjects on Epoetin Alfa / Beta Treatment Versus BAY85-3934
NCT01977482,2018-05-10,"November 1, 2013","February 6, 2015","February 1, 2015",2013-10-24,2016-12-08,Interventional,Phase 2,216,Completed,"A Phase IIB, Randomized, Blinded, Dose-ranging, Active-controlled, Parallel-group, Multi-center Study to Evaluate the Dose Response Relationship of GSK1278863 Over the First 4 Weeks of Treatment and Evaluate the Safety and Efficacy of GSK1278863 Over 24 Weeks in Hemodialysis-Dependent Subjects With Anemia Associated With Chronic Kidney Disease Who Switch From Recombinant Human Erythropoietin","Evaluation of Dose Response Relationship, Safety and Efficacy of GSK1278863 in Hemodialysis-dependent Subjects With Chronic Kidney Disease Associated Anemia"
NCT01977573,2018-09-13,"October 31, 2013","June 15, 2015","May 1, 2015",2013-10-24,2016-01-11,Interventional,Phase 2,252,Completed,"A 24-week, Phase IIB, Randomized, Controlled, Parallel Group, Multi-center Study to Evaluate the Safety and Efficacy of GSK1278863 in Subjects With Anemia Associated With Chronic Kidney Diseases Who Are Not on Dialysis.",A Study to Evaluate Safety and Efficacy of GSK1278863 in Non-Dialysis Dependent (NDD) Subjects With Anemia Associated With Chronic Kidney Diseases (CKD)
NCT02005588,2015-07-27,December 2013,July 2015,June 2015,2013-11-27,NA,Interventional,Early Phase 1,150,Completed,Comparison Between Aminoacid Chelated Iron and Iron Salt in Treatment of Iron Deficiency Anemia With Pregnancy,Treatment of Iron Deficiency Anemia With Pregnancy
NCT02019719,2018-02-09,"November 5, 2013","August 6, 2014","August 6, 2014",2013-10-31,2017-04-26,Interventional,Phase 2,97,Completed,"A 4-Week, Phase II, Randomized, Double-Blind, Dose-Ranging, Placebo-Controlled, Parallel-Group, Multi-Center Study to Evaluate the Safety, Efficacy and Pharmacokinetics of GSK1278863 in Japanese Hemodialysis-Dependent Subjects With Anemia Associated With Chronic Kidney Disease","Study to Evaluate the Safety, Efficacy and Pharmacokinetics of GSK1278863 in Japanese Hemodialysis-Dependent Subjects With Anemia Associated With Chronic Kidney Disease"
NCT02021318,2021-04-19,"March 12, 2014","November 6, 2019","March 23, 2018",2013-12-20,2021-03-02,Interventional,Phase 3,616,Completed,"A Phase 3, Randomized, Open-Label, Active-Controlled Study to Evaluate the Efficacy and Safety of Roxadustat in the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis","Roxadustat in the Treatment of Anemia in Chronic Kidney Disease (CKD) Patients, Not on Dialysis, in Comparison to Darbepoetin Alfa"
NCT02021409,2019-09-17,"January 28, 2014","November 23, 2015","October 15, 2015",2013-12-20,NA,Interventional,Phase 2,126,Completed,"A Randomized, Parallel Group, Open-label, Multicenter Study to Investigate the Efficacy and Safety of Oral BAY85-3934 and Active Comparator (Darbepoetin Alfa) in the Maintenance Treatment of Anemia in Pre-dialysis Subjects With Chronic Kidney Disease on Darbepoetin Treatment in Europe and Asia Pacific",Maintenance Treatment of Anemia in Pre-dialysis Subjects With Chronic Kidney Disease on Darbepoetin Treatment Versus BAY85-3934
NCT02038023,2018-06-27,July 2013,August 2015,July 2015,2014-01-09,2018-01-11,Interventional,Phase 2,74,Completed,Intravaneous Iron(1000 mg Low Molecular Weight Iron Dextran Over 60 Minutes) for Moderate to Severe Iron Deficient Anemia of Pregnancy in Women Intolerant of or Responsive to Oral Iron.,Intravaneous Iron(1000 mg Low Molecular Weight Iron Dextran Over 60 Minutes) for Pregnant Women
NCT02064426,2019-09-17,"March 13, 2014","November 16, 2016","October 19, 2016",2014-02-14,NA,Interventional,Phase 2,88,Completed,"A Controlled, Parallel Group, Open-label, Multicenter Extension Study to Investigate Efficacy and Safety of Oral BAY85-3934 and Active Comparator (Epoetin Alfa / Beta) in the Long-term Treatment of Subjects With Anemia Associated With Chronic Kidney Disease Who Are on Dialysis in the United States and Japan",Long Term Extension Study for the Maintenance Treatment of Anemia Associated With Chronic Kidney Disease (CKD) in Hemodialysis Subjects on Epoetin Alfa / Beta Treatment Versus BAY85-3934
NCT02075463,2017-05-22,"June 1, 2014","March 16, 2016","March 1, 2016",2014-02-27,2016-10-24,Interventional,Phase 2,15,Terminated,"A 16-week, Phase 2a, Single-arm, Multi-center, Open-label Study to Evaluate the Safety and Efficacy of GSK1278863 After Switching From Recombinant Human Erythropoietin (rhEPO), in Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease Who Are Chronically Hyporesponsive to rhEPO",Study to Evaluate the Safety and Efficacy of GSK1278863 in Recombinant Human Erythropoietin (rhEPO) Hyporesponsive Hemodialysis-dependent Chronic Kidney Disease Subjects With Anemia
NCT02079896,2015-11-23,May 2014,November 2015,November 2015,2014-02-28,NA,Interventional,Phase 1/Phase 2,33,Completed,"Safety, PK/PD, and Efficacy of NOX-H94 in Dialysis Patients With ESA-hyporesponsive Anemia: A Randomized, Double Blind, Placebo Controlled Parallel Group Study With a Single Blind Cross-over Group",Lexaptepid Pegol (NOX-H94) in ESA-hyporesponsive Anemia in Dialysis Patients
NCT02086838,2015-03-17,July 2013,December 2014,December 2014,2014-03-12,NA,Interventional,Phase 4,212,Completed,Comparison Between Iron Supplementation Using Total Dose Infusion and Oral Routes for Treatment of Iron Deficiency Anemia in Pregnancy,Iron Supplementation Using Total Dose Infusion and Oral Routes for Treatment of Iron Deficiency Anemia in Pregnancy
NCT02101086,2014-03-28,March 2009,January 2012,September 2010,2014-03-28,NA,Interventional,Not Applicable,39,Completed,Evaluation of the Efficacy and Safety of Autologous Cord Blood Transfusions in Premature Infants,Autologous Cord Blood Transfusion in Preterm Infants
NCT02127905,2017-07-06,March 2011,March 2016,March 2016,2012-10-19,NA,Interventional,Not Applicable,0,Withdrawn,"A Study of Total Body Irradiation, Cyclophosphamide and Fludarabine Followed by Alternated Donor Hematopoietic Cell Transplantation in Patients With Fanconi Anemia",Unrelated HSCT in Patients With Fanconi Anemia
NCT02128074,2017-11-30,April 2014,November 2014,November 2014,2014-04-28,2017-11-30,Interventional,Phase 2,32,Completed,A Phase 2 Pilot Study of KRX-0502 (Ferric Citrate) in Treating Iron-deficiency Anemia in Patients With Stage 3-5 Non-dialysis Dependent Chronic Kidney Disease (NDD-CKD),"A Pilot Study of KRX-0502 (Ferric Citrate, Administered Without Food, in Treating Iron-deficiency Anemia"
NCT02136563,2020-06-17,April 2014,August 2019,August 2019,2014-05-07,NA,Observational,NA,2000,Completed,"oBservational Clinical Research In Chronic Kidney Disease Patients With Renal Anemia : Renal proGnosis in Patients With Hyporesponsive Anemia To Erythropoiesis Stimulating Agents, darbepoetiN Alfa",Renal Prognosis in Chronic Kidney Disease Patients With Hyporesponsive Anemia to Erythropoiesis Stimulating Agents
NCT02174627,2019-11-27,"June 26, 2014","October 4, 2018","October 4, 2018",2014-06-24,2019-10-04,Interventional,Phase 3,2781,Completed,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Roxadustat for the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis","Safety and Efficacy Study of Roxadustat to Treat Anemia in Patients With Chronic Kidney Disease (CKD), Not on Dialysis"
NCT02185911,2016-03-04,June 2014,April 2015,April 2015,2014-06-26,NA,Observational,NA,308,Completed,Observational Study of Correction of Anaemia With Darbepoetin Alfa at Monthly Dose Frequency in EU and Australian Patients With Chronic Kidney Disease Not on Dialysis,Observational Study of Correction of Anaemia With Darbepoetin Alfa at QM Dosing Interval in Patients With CKD Not on Dialysis
NCT02190565,2018-12-03,"April 7, 2018","April 7, 2018","April 7, 2018",2014-07-09,NA,Interventional,Not Applicable,0,Withdrawn,"Supplementation With WellnessPack Mama During Pregnancy and Lactation - a Randomized Double-blind, Placebo-controlled Study",Safety and Efficacy Study of a Food Supplement for Pregnant and Lactating Women
NCT02191527,2020-07-21,September 2013,February 2015,October 2014,2013-08-15,NA,Interventional,Not Applicable,1673,Completed,"Evaluating the Effectiveness of Point-of-care Diagnostic Technologies in MCH Services and Their Impact on Mother and Child Health Outcomes in Cabo Delgado Province, Mozambique",Evaluating the Effectiveness of Point-of-care Diagnostic Technologies in MCH Services in Mozambique
NCT02191683,2019-09-26,July 2014,October 2018,December 2017,2014-07-02,NA,Observational [Patient Registry],NA,1748,Completed,Foetal Exposure and Epidemiological Transition: the Role of Anaemia in Early Life for Non-communicable Diseases in Later Life,Foetal Exposure and Epidemiological Transition: Role of Anaemia in Early Life for Non-communicable Diseases Later
NCT02221752,2014-08-19,June 2009,December 2011,December 2011,2014-08-18,NA,Interventional,Not Applicable,2367,Completed,Impact of Iron/Folic Acid Versus Folic Acid Supplements During Pregnancy on Maternal and Children's Health: A Randomized Controlled Trial in China,Impact of Iron/Folic Acid vs Folic Acid Supplements During Pregnancy on Maternal and Child Health
NCT02228655,2016-02-01,October 2014,July 2015,April 2015,2014-07-17,NA,Interventional,Early Phase 1,2,Terminated,"An Exploratory, Uncontrolled, Open-labeled Trial to Evaluate the Effect of FMX-8 Treatment for Anemia in Patients With Chronic Kidney Disease (CKD), Stage 4 or 5",An Exploratory Study to Evaluate FMX-8 to Treat Anemia in CKD
NCT02260193,2022-06-07,"September 10, 2014","July 22, 2015","July 22, 2015",2014-09-25,2022-04-22,Interventional,Phase 2,94,Completed,"Phase 2 Open-Label Study to Assess the Efficacy, Safety, and Tolerability of AKB-6548 in Subjects With Anemia Secondary to End Stage Renal Disease (ESRD), Undergoing Chronic Hemodialysis.",16-Week Repeat Oral Dose Study of AKB-6548 for Anemia in Participants With End Stage Renal Disease (ESRD) Requiring Chronic Hemodialysis
NCT02268994,2018-02-22,October 2014,January 2016,January 2016,2014-10-11,2017-11-30,Interventional,Phase 3,234,Completed,A Phase 3 Study of KRX-0502 (Ferric Citrate) for the Treatment of Iron Deficiency Anemia (IDA) in Adult Subjects With Non-Dialysis Dependent (NDD) Chronic Kidney Disease,KRX-0502 (Ferric Citrate) for the Treatment of IDA in Adult Subjects With NDD-CKD
NCT02278341,2021-01-14,"November 21, 2014","July 6, 2018","June 8, 2017",2014-10-28,2020-05-26,Interventional,Phase 3,838,Completed,"A Phase 3, Randomized, Open-Label, Active-Controlled Study to Evaluate the Efficacy and Safety of Roxadustat in the Maintenance Treatment of Anemia in End Stage Renal Disease Patients on Stable Dialysis",Roxadustat in the Treatment of Anemia in End Stage Renal Disease (ESRD) Patients on Stable Dialysis
NCT02341300,2020-07-28,"July 15, 2020","July 15, 2020","July 15, 2020",2014-07-30,NA,Interventional,Not Applicable,34,Terminated,Use of Cast Iron Pots to Improve Maternal Anemia,Use of Cast Iron Pots to Improve Maternal Anemia
NCT02366325,2015-02-12,July 2014,December 2015,December 2015,2015-02-12,NA,Interventional,Phase 2,60,Unknown status,"A Phase 2, Open-Label, Multi-Center , Dose-Finding Study of the Safety and Efficacy of Pegol-Sihematide (EPO-018B) for the Treatment of Anemia in Patients With End-Stage Renal Disease Receiving Maintenance Hemodialysis (HD)",Safety & Efficacy of EPO-018B for the Treatment of Anemia in Participants With ERSD Receiving Maintenance Hemodialysis
NCT02378662,2017-12-18,April 2015,June 2016,January 2016,2015-02-22,2017-07-18,Interventional,Phase 2,2,Terminated,Safety & Efficacy of Prolonged Physiologic Erythropoietin (EPO) Level Treatment of Anemia in End Stage Renal Disease (ESRD) Patients Undergoing Peritoneal Dialysis (PD)Using MDGN201 TARGTEPO,TARGTEPO Treatment for Anemia in End Stage Renal Disease (ESRD) Patients Undergoing Peritoneal Dialysis (PD)
NCT02439697,2018-05-31,November 2015,November 2017,November 2017,2015-05-04,NA,Interventional,Not Applicable,50,Completed,A Cohort Study of Conversion From Aranesp® to NESP® for the Treatment of Anemia in Dialysis Patients,A Cohort Study of Conversion From Aranesp® to NESP® for the Treatment of Anemia in Dialysis Patients
NCT02441439,2022-11-07,"January 1, 2022","November 7, 2022","November 7, 2022",2015-05-06,NA,Interventional,Not Applicable,0,Withdrawn,To Compare the Efficacy of I.V 200 mg Iron Sucrose and 500 mg Iron Sucrose to Treat Anemia in Pregnancy,To Compare the Efficacy of I.V 200 mg Iron Sucrose and 500 mg Iron Sucrose to Treat Anemia in Pregnancy
NCT02444845,2018-03-19,May 2011,August 2012,August 2012,2015-05-12,NA,Observational,NA,246,Completed,Prevalence of Anaemia Secondary to Early Stage Chronic Kidney Disease in High Risk Diabetic and/or Hypertensive Population,Study of Anemia in Chronic Kidney Disease (CKD) Among High-Risk Hypertensive and Diabetic Patients in Pakistan
NCT02468414,2022-03-24,June 2015,September 2016,May 2016,2015-06-04,2017-06-08,Interventional,Phase 2,3,Terminated,Safety & Efficacy of Prolonged Physiologic EPO Level Treatment of Anemia in ESRD Patients Undergoing Peritoneal Dialysis Using MDGN201 TARGTEPO,TARGTEPO Treatment for Anemia in PD US Trial
NCT02487719,2015-06-30,June 2015,August 2016,June 2016,2015-06-09,NA,Interventional,Phase 4,150,Unknown status,Effektivität Der in Der Schwangerschaftsvorsorge routinemässig Angewandten Eisenprophylaxe,Different Iron Supplements for Prevention of Anemia in Pregnancy
NCT02535208,2018-10-18,"May 16, 2016","October 3, 2018","October 3, 2018",2015-08-18,NA,Interventional,Not Applicable,10,Completed,A Pilot Randomized Trial of Restrictive Red Blood Cell Transfusion Guidelines Used in Combination With Near-infrared Spectroscopy Splanchnic-cerebral Oxygenation Ratio Evaluations Versus Liberal Red Blood Cell Transfusion Guidelines in Preterm Infants,Combining Restrictive Guidelines and a NIRS SCORE to Decrease RBC Transfusions
NCT02586402,2015-10-23,October 2015,August 2016,August 2016,2015-10-23,NA,Interventional,Phase 2,60,Unknown status,"A Phase 2, Randomized, Active-controlled, Open-label, Multi-center Study of the Safety and Efficacy of Pegolsihematide for the Correction of Anemia in Patients With CRF Undergoing Dialysis and Previously Treated With ESAs",Safety & Efficacy of Pegolsihematide for Treatment of Anemia in Participants on Dialysis
NCT02590224,2018-03-17,"January 1, 2016",December 2017,July 2017,2015-10-27,NA,Interventional,Phase 4,200,Completed,Ferrous Bis-glycinate Versus Ferrous Glycine Sulfate for the Treatment of Iron Deficiency Anemia During Pregnancy,The Effect of Iron Deficiency Anemia During Pregnancy
NCT02611856,2021-07-05,"April 3, 2007","December 31, 2022","June 30, 2022",2015-07-02,NA,Observational,NA,179,Unknown status,STT Study : Pediatric Follow-up of Children's From Monochorial-diamniotic Pregnancies Complicated With a Twin-to-twin Syndrome,Monochorial-diamniotic Pregnancies Complicated With a Twin-to-twin Syndrome
NCT02620943,2015-12-02,August 2014,March 2015,March 2015,2015-11-25,NA,Observational,NA,374,Completed,Dietary Diversity is Associated With Maternal Anemia and Key Prenatal Outcomes in a Prospective Cohort Study of Rural Ethiopia,Dietary Diversity is Associated With Maternal Anemia and Key Prenatal Outcomes in Ethiopia
NCT02625844,2016-02-04,September 2011,August 2012,August 2012,2015-12-07,2016-02-04,Observational,NA,110,Completed,Croatian Time and Motion Survey for Anaemia Management With Erythropoietin Stimulating Agents in Haemodialysis Units,Health Care Personnel Time for Anemia Management With Erythropoiesis Stimulating Agents in Hemodialysis Centers in Croatia
NCT02648347,2022-06-07,December 2015,"July 31, 2020","June 4, 2020",2016-01-04,2022-04-25,Interventional,Phase 3,1751,Completed,"Phase 3, Randomized, Open-Label, Active-Controlled Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Correction of Anemia in Subjects With Non-Dialysis-Dependent Chronic Kidney Disease (NDD-CKD) (PRO2TECT-CORRECTION)",Study to Evaluate Vadadustat for the Correction of Anemia in Participants With Non-dialysis-dependent Chronic Kidney Disease
NCT02652806,2017-08-23,December 2015,"June 14, 2017","January 24, 2017",2015-12-31,NA,Interventional,Phase 3,305,Completed,"A Phase 3, Randomized, Open-Label, Active-Controlled Study of Efficacy and Safety of FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease on Dialysis",FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease
NCT02652819,2017-08-23,December 2015,"June 13, 2017","January 24, 2017",2015-12-31,NA,Interventional,Phase 3,154,Completed,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of Efficacy and Safety of FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease Not on Dialysis",FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease Not on Dialysis
NCT02678533,2021-12-20,"February 10, 2017","May 3, 2019","November 20, 2018",2016-02-05,NA,Interventional,Phase 1/Phase 2,4,Completed,Pilot Study Assessing the Feasibility of CD34+ Cells Mobilization and Collection After Treatment With G-CSF and Plerixafor in Patients With Fanconi Anemia for Subsequent Treatment by Gene Therapy,Mobilization and Collection of Peripheral Blood Stem Cells in Patients With Fanconi Anemia Using G-CSF and Plerixafor
NCT02680574,2022-06-07,February 2016,"July 31, 2020","June 18, 2020",2016-02-09,2022-04-25,Interventional,Phase 3,1725,Completed,"Phase 3, Randomized, Open-label, Active-controlled Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Maintenance Treatment of Anemia in Subjects With Non-dialysis-dependent Chronic Kidney Disease (NDD-CKD) (PRO2TECT-CONVERSION)",Efficacy and Safety Study to Evaluate Vadadustat for the Maintenance Treatment of Anemia in Participants With Non-dialysis-dependent Chronic Kidney Disease (NDD-CKD)
NCT02689206,2020-02-17,"February 17, 2016","January 25, 2017","January 25, 2017",2016-02-11,2018-01-23,Interventional,Phase 2,103,Completed,"A 29-day, Randomized, Double-blinded, Placebo-controlled, Parallel-group, Multi-center Study to Evaluate the Efficacy, Safety and Pharmacokinetics of Three-times Weekly Dosing of GSK1278863 in Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease Who Are Switched From a Stable Dose of an Erythropoiesis-stimulating Agent","Study to Evaluate the Efficacy, Safety and Pharmacokinetics of Three-times Weekly Dosing of GSK1278863 in Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease Who Are Switched From a Stable Dose of an Erythropoiesis-stimulating Agent"
NCT02743572,2018-03-06,September 2015,May 2017,May 2017,2016-03-31,NA,Interventional,Not Applicable,129,Completed,"Efficacy and Safety of Parenteral Nutrition With Iron Sucrose for Anemia in Preterm Infants: a Randomized, Double-blind Controlled Study",Iron-fortified Parenteral Nutrition in the Prevention and Treatment of Anemia in Premature Infants
NCT02762773,2021-12-01,"February 1, 2018","September 1, 2021","September 1, 2021",2016-05-03,NA,Interventional,Not Applicable,81,Terminated,Does Avoiding Inferior Rectus Sheath Dissection Lead to Decreased Operative Blood Loss and Operating Time Without Increasing Delivery of Fetus in Primary Cesarean Delivery,Effect of Non-Dissection of the Inferior Rectus Sheath on Intraoperative Blood Loss
NCT02772016,2016-05-11,March 2015,NA,May 2016,2016-04-15,NA,Interventional,Early Phase 1,90,Unknown status,NA,Therapeutic Effect of Colla Corii Asini on Improving Anemia and Hemoglobin Composition in Pregnant Women With Thalassemia
NCT02779764,2019-12-31,"May 16, 2016","November 28, 2017","May 16, 2017",2016-05-19,NA,Interventional,Phase 3,164,Completed,"A Phase 3, Long-term Study of Intermittent Oral Dosing of ASP1517 in Hemodialysis Chronic Kidney Disease Patients With Anemia Converted From Erythropoiesis Stimulating Agent Treatment",A Long Term Study of Intermittent Oral Dosing of ASP1517 in Hemodialysis Chronic Kidney Disease Patients With Anemia Converted From Erythropoieses Stimulating Agent (ESA) Treatment
NCT02780141,2019-12-31,"June 2, 2016","December 12, 2017","December 12, 2017",2016-05-19,NA,Interventional,Phase 3,75,Completed,"A Phase 3, Multi-center, Randomized, 2-arm, Open-label Study of Intermittent Oral Dosing of ASP1517 in Erythropoiesis Stimulating Agent-naive Hemodialysis Chronic Kidney Disease Patients With Anemia",A Study of Intermittent Oral Dosing of ASP1517 in Erythropoieses Stimulating Agent (ESA)-Naive Hemodialysis Chronic Kidney Disease Patients With Anemia
NCT02780726,2019-12-19,"June 22, 2016","August 2, 2017","August 2, 2017",2016-05-20,NA,Interventional,Phase 3,56,Completed,"A Phase 3, Multi-center, Open-label Study of Intermittent Oral Dosing of ASP1517 in Peritoneal Dialysis Chronic Kidney Disease Patients With Anemia",A Study of Intermittent Oral Dosing of ASP1517 in Peritoneal Dialysis Chronic Kidney Disease Patients With Anemia
NCT02813850,2022-11-04,"October 5, 2016","August 12, 2022","December 3, 2021",2016-06-23,NA,Interventional,Phase 3,178,Completed,"Impact of Home-based Oxygen Therapy on Maternal and Fetal Complications, in Pregnant Women With Sickle Cell Disease. A Randomized Multi-center Trial.",Oxygen Therapy and Pregnancy in Sickle Cell Disease
NCT02817555,2019-08-16,September 2010,May 2013,May 2013,2016-06-27,2019-07-16,Interventional,Phase 4,50,Completed,"A Randomized, Controlled Trial of Costs Associated With Anemia Therapy in Hemodialysis Patients Treated With Intravenous Darbepoetin Alfa Versus Epoetin Alfa",Cost Comparison Study of Darbepoetin Versus Epoetin Therapy to Treat Anemia in Hemodialysis Patients
NCT02829320,2019-11-19,"August 8, 2016","October 17, 2017","May 16, 2017",2016-07-08,2018-05-07,Interventional,Phase 3,28,Completed,"A 24-week, Phase III, Open-label, Non-comparative, Multi-center Study to Evaluate Efficacy and Safety of GSK1278863 in Japanese Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Taking Erythropoiesis Stimulating Agents",Efficacy and Safety Study of GSK1278863 in Japanese Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Taking Erythropoiesis Stimulating Agents
NCT02839096,2019-04-17,June 2016,December 2019,June 2019,2016-06-09,NA,Interventional,Not Applicable,50,Unknown status,"Once Daily Versus Twice Daily Iron Supplementation to Treat Anemia in Pregnancy: A Prospective, Randomized, Placebo Controlled, Double Blinded, Clinical Trial",Once Versus Twice Daily Iron Supplementation in Pregnant Women
NCT02840292,2016-07-19,June 2014,October 2014,September 2014,2016-07-19,NA,Observational,NA,100,Completed,Effect of Maternal Hemoglobin on Neurobehavioural Development of Late Preterm Neonates : A Cohort Study,Effect of Maternal Hemoglobin on Neurobehavioural Development of Late Preterm Neonates : A Cohort Study
NCT02858505,2016-08-03,August 2015,July 2016,July 2016,2016-08-02,NA,Interventional,Phase 2,120,Completed,NA,Impact of One Versus Two Amino Acid Chelated Iron Capsules on Prevention of Iron Deficiency Anemia in Non-anemic Women With Twin Gestations
NCT02865850,2022-07-14,July 2016,"March 30, 2020","January 31, 2020",2016-08-08,2022-04-25,Interventional,Phase 3,369,Completed,"Phase 3, Randomized, Open-Label, Active-Controlled Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Correction or Maintenance Treatment of Anemia in Subjects With Incident Dialysis-Dependent Chronic Kidney Disease (DD-CKD) (INNO2VATE - CORRECTION/CONVERSION)",Efficacy and Safety Study to Evaluate Vadadustat for the Correction or Maintenance Treatment of Anemia in Participants With Incident Dialysis-dependent Chronic Kidney Disease (DD-CKD)
NCT02876835,2024-04-01,"September 27, 2016","April 19, 2021","April 19, 2021",2016-08-19,2022-02-15,Interventional,Phase 3,3872,Completed,"A Phase 3 Randomized, Open-label (Sponsor-blind), Active-controlled, Parallel-group, Multi-center, Event Driven Study in Non-dialysis Subjects With Anemia Associated With Chronic Kidney Disease to Evaluate the Safety and Efficacy of Daprodustat Compared to Darbepoetin Alfa",Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor Daprodustat-Non-Dialysis (ASCEND-ND)
NCT02879305,2021-11-05,"September 28, 2016","November 9, 2020","November 9, 2020",2016-08-22,2021-11-05,Interventional,Phase 3,2964,Completed,"A Phase 3 Randomized, Open-label (Sponsor-blind), Active-controlled, Parallel-group, Multi-center, Event Driven Study in Dialysis Subjects With Anemia Associated With Chronic Kidney Disease to Evaluate the Safety and Efficacy of Daprodustat Compared to Recombinant Human Erythropoietin, Following a Switch From Erythropoietin-stimulating Agents",Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor Daprodustat-Dialysis (ASCEND-D)
NCT02887963,2017-03-24,September 2016,January 2017,November 2016,2016-08-29,NA,Observational,NA,12000,Completed,Epidemiological Study of Iron Deficiency and Iron Deficiency Anemia Among Pregnant Women: A National Multicenter Survey in China,Epidemiological Study of Iron Deficiency and Iron Deficiency Anemia in Chinese Pregnant Women
NCT02892149,2022-06-07,August 2016,"March 30, 2020","January 16, 2020",2016-09-02,2022-04-25,Interventional,Phase 3,3554,Completed,"Phase 3, Randomized, Open-Label, Active-Controlled Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Maintenance Treatment of Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) (INNO2VATE-CONVERSION)",Efficacy and Safety Study to Evaluate Vadadustat for the Maintenance Treatment of Anemia in Participants With Dialysis-dependent Chronic Kidney Disease (DD-CKD)
NCT02931071,2020-05-25,September 2013,October 2018,October 2018,2016-09-06,NA,Interventional,Phase 2,13,Completed,Clinical Phase II Trial to Evaluate Efficacy and Safety of CD34+ Cells Mobilization and Collection After Treatment With Plerixafor and Filgrastim in Patients With Fanconi Anemia for Subsequent Transduction With a Lentiviral Vector Carring FANCA Gene and Reinfusion in the Patient,Clinical Phase II Trial to Evaluate CD34+ Cells Mobilization and Collection in Patients With Fanconi Anemia for Subsequent Transduction With a Lentiviral Vector Carring FANCA Gene. FANCOSTEM-1
NCT02940860,2020-09-15,"November 29, 2016","May 29, 2018","May 29, 2018",2016-09-27,2020-02-04,Interventional,Phase 3,1538,Completed,"A Phase III, Randomised, Open-label, Comparative Safety and Efficacy Trial of Intravenous Iron Isomaltoside/Ferric Derisomaltose (Monofer®/Monoferric®) and Iron Sucrose in Subjects With Iron Deficiency Anaemia and Non-dialysis-dependent Chronic Kidney Disease (FERWON-NEPHRO)",Iron Isomaltoside/Ferric Derisomaltose vs Iron Sucrose for Treatment of Iron Deficiency Anemia in Non-Dialysis-Dependent Chronic Kidney Disease
NCT02952092,2022-09-28,"November 30, 2016","March 15, 2018","March 13, 2018",2016-10-31,NA,Interventional,Phase 3,303,Completed,"A Phase 3, Multi-center, Randomized, 2-arm Parallel, Double-blind, Active-comparator (Darbepoetin Alfa) Conversion Study of Intermittent Oral Dosing of ASP1517 in Hemodialysis Chronic Kidney Disease Patients With Anemia",A Study of Intermittent Oral Dosing of ASP1517 in Hemodialysis Chronic Kidney Disease Patients With Anemia
NCT02957643,2020-07-27,November 2016,"September 1, 2017",September 2017,2016-10-12,NA,Interventional,Phase 1/Phase 2,50,Completed,Treatment of Iron Defieciency Anemia,Substitution of the Normal Levels of Iron and Hemoglobin in Pregnant Women With Iron Supplement
NCT02959125,2017-10-22,"December 12, 2016","December 20, 2017","October 30, 2017",2016-08-27,NA,Interventional,Not Applicable,72,Unknown status,NutFish and Nutrient Supplementation in Pregnancy Class to Improve Maternal and Birth Outcomes,NutFish and Nutrient Supplementation in Pregnancy Class to Improve Maternal and Birth Outcomes
NCT02968368,2020-10-05,"December 1, 2016","October 10, 2018","January 18, 2018",2016-08-30,2019-11-19,Interventional,Phase 3,167,Completed,"A Phase 3, Randomized, Placebo Controlled, Prospective, Multicenter Study With Oral Ferric Maltol for the Treatment of Iron Deficiency Anemia in Subjects With Chronic Kidney Disease",Study With Oral Ferric Maltol for the Treatment of Iron Deficiency Anemia in Subjects With Chronic Kidney Disease
