"nct_id","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region","trial_type","final match","final any paper","final publication found","final PMID","DOI (format: e.g 10.1000/182)","URL  (if not avaiable DOI or PMID )","publication_date","has_publication","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","completion_year","primary_completion_year"
"NCT00678041","2008-05-10","2016-05-10","Interventional","Not Applicable",10,"Terminated","A Randomized, Double-blind, Placebo-controlled Trial Examining the Effect of Nitrofurantoin Prophylaxis in Women Performing Clean Intermittent Self-catheterization (CISC) After Surgery for Urinary Incontinence and/or Pelvic Organ Prolapse","Nitrofurantoin and Urinary Tract Infections (UTIs)","2008-05-01","2009-05-01","2009-05-01",TRUE,"Randomized","Triple","OTHER",FALSE,"Monocentric","United States","HIC","maternal health","FALSE","article","google search / PI + intervention",20354678,"10.1007/s00192/010/1137/x","https://pubmed.ncbi.nlm.nih.gov/20354678/",2010-03-31,TRUE,334,334,2566,2566,-9,356,356,690,"2009","2009"
"NCT01018576","2009-11-05",NA,"Interventional","Not Applicable",6,"Terminated","Delayed Cord Clamping: Prevention of Anemia and Hypothermia in Premature Infants","Delayed Cord Clamping in Premature Infants","2009-09-01","2012-03-01","2011-09-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC","maternal health","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-65,847,665,NA,"2012","2011"
"NCT02323087","2014-12-11",NA,"Interventional","Not Applicable",377,"Completed","Reducing Antibiotic Resistance: Improved Diagnostics and Treatment for Uncomplicated Urinary Tract Infection in General Practice, Denmark","Point of Care Susceptibility Testing in Primary Care","2015-03-01","2016-05-01","2016-05-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Denmark","HIC","maternal health","FALSE","article","linked in registry",29042390,"10.1136/bmjopen/2017/018028","https://bmjopen.bmj.com/content/7/10/e018028.long",2017-10-16,TRUE,533,533,NA,NA,80,507,507,1040,"2016","2016"
"NCT01039545","2009-12-24",NA,"Interventional","Phase 4",253,"Terminated","Symptomatic Therapy of Uncomplicated Lower Urinary Tract Infections in the Ambulatory Setting. A Randomized, Double Blind Trial","Symptomatic Therapy of Uncomplicated Lower Urinary Tract Infections in the Ambulatory Setting.","2012-02-01","2015-01-01","2014-12-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Switzerland","HIC","maternal health","TRUE ","article","linked in registry",29113968,"10.1136/bmj.j4784","https://www.bmj.com/content/359/bmj.j4784.long",2017-11-08,TRUE,1042,1073,NA,NA,769,1834,1803,2876,"2015","2014"
"NCT01132131","2010-05-20",NA,"Interventional","Phase 4",443,"Completed","Use of Standardized Delegation Form in Diagnosing and Treating Acute Cystitis in Primary Care Facilities.","Management of Urinary Tract Infections in Primary Care Facilities.","2010-08-01","2011-12-01","2011-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Norway","HIC","maternal health","TRUE ","article","linked in registry",25961367,"10.3109/02813432.2015.1041827","https://pubmed.ncbi.nlm.nih.gov/25961367/",2015-05-11,TRUE,1257,1257,NA,NA,73,560,560,1817,"2011","2011"
"NCT01768351","2013-01-13",NA,"Interventional","Phase 4",60,"Completed","Direct Effect of Paricalcitol on Anemia in Chronic Kidney Disease","Paricalcitol Effect on Anemia in CKD","2010-10-01","2012-10-01","2011-03-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Italy","HIC","maternal health","TRUE ","article","linked in registry",25781618,"10.1371/journal.pone.0118174","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118174",2015-03-17,TRUE,897,1477,NA,NA,-835,-104,-684,793,"2012","2011"
"NCT03142295","2017-05-03",NA,"Interventional","Not Applicable",6,"Unknown status","Safety and Tolerability of Controlled Human Urine Transfusion for Urinary Tract Infection Prevention (SHUTUP): a Pilot Study","Controlled Human Urine Transfusion for UTI","2017-06-24","2018-02-01","2018-01-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","maternal health","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,52,274,243,NA,"2018","2018"
"NCT02526407","2015-08-14",NA,"Interventional","Not Applicable",153,"Completed","The Impact of Creative Interventions on Symptoms of Postnatal Depression","The Impact of Creative Interventions on Symptoms of Postnatal Depression","2015-10-19","2016-09-30","2016-07-31",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","United Kingdom","HIC","maternal health","TRUE ","article","linked in registry",29436333,"10.1192/bjp.2017.29","https://www.cambridge.org/core/journals/the/british/journal/of/psychiatry/article/effect/of/singing/interventions/on/symptoms/of/postnatal/depression/threearm/randomised/controlled/trial/534122E539704BAEAC0824F9FCACC5A8",2018-01-09,TRUE,466,527,NA,NA,66,413,352,879,"2016","2016"
"NCT00871494","2009-03-27","2011-09-28","Interventional","Phase 3",76,"Completed","A Multicenter, Non-Randomized, Open Label Study Of Azithromycin Intravenous Followed By Oral Administration In Japanese Adult Subjects With Pelvic Inflammatory Disease (PID) Requiring Initial Intravenous Therapy","Study Of Azithromycin Intravenous Formulation Against Pelvic Inflammatory Disease (PID) In Japan","2009-05-01","2010-11-01","2010-11-01",TRUE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Japan","HIC","maternal health","TRUE ","article","linked in registry",24787738,"10.1016/j.jiac.2014.04.001","https://pubmed.ncbi.nlm.nih.gov/24787738/",2019-04-29,TRUE,3101,3101,331,331,35,584,584,3685,"2010","2010"
"NCT01687114","2012-09-13","2014-11-13","Interventional","Not Applicable",5,"Completed","Urinary Proanthocyanidin (PAC) A2 as a Biomarker of Compliance to Intake of Cranberry Products - A Pilot Study","Urinary Proanthocyanidin-A2 as a Biomarker of Compliance to Intake of Cranberry Products","2012-09-01","2014-04-01","2013-03-01",TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC","maternal health","FALSE","article","google search / trial number",26573891,"10.1002/jssc.201500922","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jssc.201500922",2015-11-17,TRUE,595,991,226,622,-12,565,169,1160,"2014","2013"
"NCT01488955","2011-12-07",NA,"Interventional","Phase 4",494,"Completed","Immediate vs. Conditional Use of Antibiotics in Uncomplicated Urinary Tract Infection (UTI) - a Comparative Effectiveness Study in General Practice (ICUTI)","Immediate vs. Conditional Use of Antibiotics in Uncomplicated Urinary Tract Infection (UTI) - ICUTI","2012-02-01","2014-07-01","2014-02-01",FALSE,"Randomized","Double","OTHER",TRUE,"Multicentric Local","Germany","HIC","maternal health","TRUE ","article","linked in registry",26698878,"10.1136/bmj.h6544","https://pubmed.ncbi.nlm.nih.gov/26698878/",2015-12-23,TRUE,540,690,NA,NA,56,937,787,1477,"2014","2014"
"NCT02765087","2016-05-04",NA,"Interventional","Not Applicable",100,"Unknown status","Diagnostic Utility of the E-Nose for Pleural TB","E-Nose: Diagnostic Tool for Pleural TB","2015-01-01","2017-12-01","2017-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Venezuela","LMIC","tuberculosis","TRUE ","no paper",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-489,576,576,NA,"2017","2017"
"NCT00679159","2008-04-02",NA,"Interventional","Phase 2",168,"Completed","A Phase II Study Evaluating the Safety and Immunogenicity of a New TB Vaccine, MVA85A, in Healthy Children and Infants After BCG Vaccination at Birth","A Study of MVA85A in Healthy Children and Infants","2008-02-01","2009-12-01","2009-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",21606542,"10.1093/infdis/jir195","https://academic.oup.com/jid/article/203/12/1832/934546?login=true",2011-06-15,TRUE,561,561,NA,NA,-61,608,608,1169,"2009","2009"
"NCT03278483","2017-08-07",NA,"Interventional","Phase 4",396,"Completed","Efficacy, Security, Adherence, Tolerability and Cost Effectiveness of Latent TB Treatment in Patients With TB/DM2","Efficacy, Security, Adherence, Tolerability and Cost Effectiveness of Latent TB Treatment in Patients With TB/DM2 (TBL)","2019-02-28","2019-02-28","2019-02-28",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Mexico","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,570,570,570,NA,"2019","2019"
"NCT01241188","2010-11-15",NA,"Interventional","Phase 2",253,"Completed","A Phase IIb Sensitivity Trial of the Diagnostic Agent C-Tb, When Given Intradermally by the Mantoux Technique to Adult Patients Recently Diagnosed With Active TB","A Trial of the C-Tb Skin Test, When Given Intradermally to Adult Patients Recently Diagnosed With Active Tuberculosis (TB)","2011-04-01","2011-12-01","2011-12-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",26677940,"10.1183/13993003.01464/2015","https://pubmed.ncbi.nlm.nih.gov/26677940/",2015-12-17,TRUE,1477,1477,NA,NA,137,381,381,1858,"2011","2011"
"NCT02121314","2014-01-25",NA,"Interventional","Phase 2",20,"Completed","The Influence of Fasting and Food on the Pharmacokinetics of Isoniazid, Rifampicin, Pyrazinamide, and Ethambutol in Newly Diagnosed TB Patients","HRZE Fasted/Fed in Newly Diagnosed TB","2013-07-01","2014-06-01","2014-04-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Indonesia","LMIC","tuberculosis","TRUE ","article","linked in registry",26661397,"10.1093/jac/dkv394","https://pubmed.ncbi.nlm.nih.gov/26661397/",2015-12-11,TRUE,558,619,NA,NA,-208,127,66,685,"2014","2014"
"NCT01159886","2010-07-09",NA,"Interventional","Not Applicable",216,"Unknown status","Patient-posture and Ileal-intubation During Colonoscopy (PIC): a Randomized Controlled Open-label Trial","Patient-posture and Ileal-intubation During Colonoscopy","2010-06-01","2011-03-01","2011-01-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC","tuberculosis","TRUE ","article","google search / PI + intervention",26135254,"10.1055/s/0034/1365541","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4423309/",2014-05-07,TRUE,1163,1222,NA,NA,-38,235,176,1398,"2011","2011"
"NCT04150224","2019-10-18","2020-01-24","Interventional","Phase 1",60,"Completed","An Open-label, Prospective Study of Safety, Tolerability, Pharmacokinetics and Food Effects of PBTZ169, 80 mg Capsules, When Used in Ascending Doses in Healthy Volunteers","Safety, Tolerability, Pharmacokinetics and Food Effects Study of PBTZ169","2018-07-03","2019-02-01","2018-11-23",TRUE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","Russian Federation","LMIC","tuberculosis","FALSE","article","google search / PI + intervention",NA,"10.26442/00403660.2020.03.000621","https://ter/arkhiv.ru/0040/3660/article/view/33905",2020-03-27,TRUE,420,490,357,427,-472,-259,-329,161,"2019","2018"
"NCT03497195","2018-04-06",NA,"Interventional","Not Applicable",18194,"Completed","Achieving TB Control In Zambia Through Scale Up Of Innovative Tools And Proven Active TB Case Finding Interventions","Achieving Tuberculosis (TB) Control In Zambia","2017-07-01","2018-12-31","2018-12-31",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Zambia","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-279,269,269,NA,"2018","2018"
"NCT02558842","2015-09-22",NA,"Interventional","Not Applicable",160,"Completed","Intervention in the Management of Post-high Tuberculosis Hospital Through Educational Strategy and Oversight Distance in a Region With High Prevalence of the Disease: Randomized Clinical Trial","Intervention in the Management of Post-high Tuberculosis Hospital Through Educational Strategy and Oversight Distance","2013-03-01","2015-12-01","2015-09-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Brazil","LMIC","tuberculosis","TRUE ","article","google search / PI + intervention",31207148,"10.1111/crj.13052","https://onlinelibrary.wiley.com/doi/10.1111/crj.13052",2019-06-17,TRUE,1294,1385,NA,NA,-935,70,-21,1364,"2015","2015"
"NCT01742364","2012-11-30","2016-04-06","Interventional","Not Applicable",96,"Completed","A Randomized Clinical Trial in Adults and Newborns to Compare the Safety, Reactogenicity and Immunogenicity of BCG Administration Via a Disposable Syringe Jet Injector (DSJI) to BCG Administration Via Syringe and Needle","Comparative Study of Bacille Calmette Guerin (BCG) Delivery Via Disposable Syringe Jet Injector and Needle & Syringe","2012-12-01","2013-12-01","2013-12-01",TRUE,"Randomized","Single","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","google search / trial number",25862299,"10.1016/j.vaccine.2015.03.074","https://doi.org/10.1016/j.vaccine.2015.03.074",2015-04-07,TRUE,492,492,857,857,1,366,366,858,"2013","2013"
"NCT01779102","2013-01-18",NA,"Interventional","Phase 2/Phase 3",456,"Completed","A Phase II/III Trial Investigating if Concomitant Injections of the Diagnostic Agents C-Tb and 2 T.U Tuberculin PPD RT 23 SSI Affect the Induration Responses in Combination With a Safety Assessment of C-Tb","Safety Study Investigating if Concomitant Injections of C-Tb and 2 T.U Tuberculin Affect Induration Responses","2013-10-01","2014-09-01","2014-09-01",FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",30572979,"10.5588/ijtld.18.0137","https://www.ingentaconnect.com/content/iuatld/ijtld/2019/00000023/00000001/art00007;jsessionid=9gpfmei8pa9u7.x/ic/live/02",2018-12-20,TRUE,1571,1571,NA,NA,256,591,591,2162,"2014","2014"
"NCT03017378","2017-01-04",NA,"Interventional","Phase 1",36,"Completed","A Randomized, Open Clinical Trial Phase 1 Vaccine TB/FLU-01L by Intranasal and Sublingual Application for Specific Immunotherapy Pulmonary Tuberculosis","Reactogenicity, Safety and Immunogenicity of a TB/FLU-01L Tuberculosis Vaccine","2013-10-01","2015-02-01","2014-04-01",FALSE,"Randomized","None (Open Label)","OTHER_GOV",FALSE,"Monocentric","Kazakhstan","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-1191,-703,-1009,NA,"2015","2014"
"NCT01782950","2013-01-09",NA,"Interventional","Phase 4",400,"Unknown status","Evaluation of the Pharmacokinetics of Antituberculosis Drugs and Tuberculosis Treatment Outcomes in HIV-tuberculosis Co-infected Ugandan Adults","Evaluation of the Pharmacokinetics of Antituberculosis Drugs and Tuberculosis Treatment Outcomes","2013-02-01","2016-03-01","2016-03-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Uganda","LMIC","tuberculosis","FALSE","article","linked in registry",29514175,"10.1093/cid/ciy179","https://academic.oup.com/cid/article/67/5/708/4919550?login=true",2018-08-16,TRUE,898,898,NA,NA,23,1147,1147,2045,"2016","2016"
"NCT02375698","2015-02-20","2019-08-22","Interventional","Phase 1",22,"Completed","A Phase I, Double-blind, Randomized, Placebo-controlled, Study to Evaluate the Safety and Immunogenicity of AERAS-456 in HIV Negative Adults Successfully Treated for Drug-susceptible Pulmonary Tuberculosis","A Phase I Study of Safety & Immunogenicity of AERAS-456 in HIV-Neg. Adults Treated for Drug-susceptible Pulmonary TB","2014-11-21","2016-10-24","2016-06-24",TRUE,"Randomized","Triple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",38557639,"10.1093/infdis/jiae170","https://doi.org/10.1093/infdis/jiae170",2024-04-01,TRUE,2716,2838,1032,1154,-91,612,490,3328,"2016","2016"
"NCT01865487","2013-05-21","2019-04-23","Interventional","Phase 1/Phase 2",98,"Completed","A Phase I/IIa Double-Blind, Randomized, Placebo-controlled Dose-Finding Study to Evaluate the Safety and Immunogenicity of AERAS-456 in HIV-Negative Adults With and Without Latent Tuberculosis Infection","A Phase I/IIa AERAS-456 in HIV-Negative Adults With & Without Latent Tuberculosis Infection (C-035-456)","2013-08-01","2015-11-01","2015-08-01",TRUE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",30092143,"10.1164/rccm.201802/0366OC","",2019-01-15,TRUE,1171,1263,1269,1361,72,894,802,2065,"2015","2015"
"NCT01583972","2012-04-14",NA,"Interventional","Not Applicable",300,"Completed","Efficacy of Newborn Vitamin A Supplementation in Improving Immune Function","Efficacy of Newborn Vitamin A Supplementation in Improving Immune Function","2012-01-01","2014-08-01","2013-07-01",FALSE,"Randomized","Quadruple","FED",FALSE,"Monocentric","Bangladesh","LMIC","tuberculosis","TRUE ","article","linked in registry",25269669,"10.1016/j.cct.2014.09.004","https://doi.org/10.1016/j.cct.2014.09.004",2014-09-28,TRUE,58,454,NA,NA,-104,839,443,897,"2014","2013"
"NCT00857116","2009-03-05",NA,"Interventional","Not Applicable",140,"Completed","The Impact of Deworming on Host Immunity and Clinical Outcome in Patients With Pulmonary Tuberculosis","Deworming Against Tuberculosis","2009-03-01","2013-08-01","2013-06-01",FALSE,"Randomized","Quadruple","OTHER_GOV",FALSE,"Monocentric","Ethiopia","LMIC","tuberculosis","TRUE ","article","linked in registry",25486494,"10.1016/j.ijpara.2014.09.006","",2014-12-05,TRUE,491,552,NA,NA,-4,1610,1549,2101,"2013","2013"
"NCT00617643","2008-02-05",NA,"Interventional","Phase 4",18,"Completed","Comparison of Nevirapine Levels With and Without Dose Escalation in HIV-infected Patients Commencing Antiretroviral Therapy Who Are Also Receiving Rifampicin Based Anti-tuberculous Therapy","Nevirapine Drug Levels in HIV Positive Patients Also Receiving Rifampicin for Tuberculosis","2008-05-01","2010-12-01","2009-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Uganda","LMIC","tuberculosis","TRUE ","article","linked in registry",21047828,"10.1093/jac/dkq411","https://doi.org/10.1093/jac/dkq411",2010-11-02,TRUE,-29,519,NA,NA,86,1030,482,1001,"2010","2009"
"NCT02901288","2016-09-02",NA,"Interventional","Phase 4",3900,"Unknown status","Shortened Regimens for First Diagnosed Smear Positive Drug Susceptible Pulmonary Tuberculosis: a Randomised Controlled Non-inferiority Trial","Shortened Regimens for Drug-susceptible Pulmonary Tuberculosis","2016-08-01","2018-12-01","2018-12-01",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","China","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-32,820,820,NA,"2018","2018"
"NCT01650389","2012-07-23",NA,"Interventional","Phase 2",248,"Completed","Phase II Randomised Controlled Trial to Evaluate Safety and Immunogenicity of MVA85A and Selective, Delayed Bacille Calmette-Guerin (BCG) Vaccination in Infants of HIV Infected Mothers","Safety and Immunogenicity of MVA85A Prime and Bacille Calmette-Guerin Boost Vaccination","2012-10-01","2015-05-01","2015-05-01",FALSE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",29028973,"10.1093/cid/cix834","https://doi.org/10.1093/cid/cix834",2018-02-01,TRUE,1007,1007,NA,NA,70,1012,1012,2019,"2015","2015"
"NCT01663168","2012-07-30",NA,"Interventional","Phase 2",140,"Unknown status","Toxicity and Pharmacokinetics of Different Rifabutin Doses in HIV-infected Adults and Adolescents Taking Lopinavir / Ritonavir as Second-line Anti-retroviral Therapy (ART) (EARNEST Rifabutin PK Substudy)","EARNEST Rifabutin Pharmacokinetics (PK) Substudy","2011-12-01","2014-01-01","2014-01-01",FALSE,"Randomized","None (Open Label)","OTHER_GOV",TRUE,"Multicentric Local","Uganda","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-242,520,520,NA,"2014","2014"
"NCT03919812","2019-04-15",NA,"Interventional","Not Applicable",60,"Completed","Immunomodulatory Effect of Vitamin D Supplementation on Monocyte in Major Beta-thalassemia","Immunomodulatory Vitamin D in Thalassemia","2018-04-01","2018-08-15","2018-07-15",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Indonesia","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-379,-243,-274,NA,"2018","2018"
"NCT01934309","2013-08-29",NA,"Interventional","Not Applicable",3782,"Completed","Does Providing Medical Personnel in the AMPATH Network With Patient-specific Reminders Regarding TB That Are Generated From a Patient's EMR Improve the Prevalence of IPT Initiation and Decrease the Time From Screening to Treatment?","Clinical Decision-support Reminders to Improve IPT Initiation Among HIV Positive Adults in Western Kenya","2013-09-01","2014-08-01","2014-08-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Kenya","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,3,337,337,NA,"2014","2014"
"NCT02120638","2014-04-21",NA,"Interventional","Phase 3",100,"Unknown status","Optimization of MDR-TB Treatment Regimen Based on the Molecular Drug Susceptibility Results of Pyrazinamide","Optimization of MDR-TB Treatment Regimen Based on the Molecular Drug Susceptibility Results of Pyrazinamide","2014-04-01","2016-04-01","2016-04-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","China","LMIC","tuberculosis","TRUE ","article","google search / PI + intervention",30578402,"10.1183/13993003.01770/2018","https://doi.org/10.1183/13993003.01770/2018",2019-03-14,TRUE,1077,1077,NA,NA,-20,711,711,1788,"2016","2016"
"NCT01635153","2012-05-23","2020-06-11","Interventional","Not Applicable",151,"Completed","Randomized Controlled Trial of a Protein-calorie Supplement for HIV-infected Women With Tuberculosis","Effects of a Protein Calorie Supplement in HIV-infected Women With Tuberculosis","2012-05-01","2014-07-01","2014-07-01",TRUE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Tanzania","LMIC","tuberculosis","TRUE ","article","linked in registry",35898141,"10.5588/ijtld.21.0669","https://www.ingentaconnect.com/content/iuatld/ijtld/2022/00000026/00000008/art00021",2022-08-01,TRUE,2953,2953,2172,2172,-22,769,769,3722,"2014","2014"
"NCT02430506","2015-04-27",NA,"Interventional","Phase 1",20,"Completed","A Phase I Randomized Placebo-controlled Double-blind Study to Evaluate Safety and Immunogenicity of AERAS-402 Administered in HIV-negative, BCG-vaccinated, QuantiFERON®-TB Gold (+) and QuantiFERON®-TB Gold (-) Adults Without Evidence of Tuberculosis.","A Study to Evaluate Safety and Immunogenicity of AERAS-402 Administered in HIV-negative, BCG-vaccinated, QFT (+) and (-) Adults Without Evidence of TB","2008-09-01","2010-07-01","2009-06-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Kenya","LMIC","tuberculosis","TRUE ","article","linked in registry",27026148,"10.1016/j.vaccine.2016.03.069","https://www.sciencedirect.com/science/article/pii/S0264410X16300652?via%3Dihub",2016-03-26,TRUE,2095,2490,NA,NA,-2429,-1761,-2156,334,"2010","2009"
"NCT01014481","2009-11-16",NA,"Interventional","Phase 4",156,"Terminated","Initiation of a Once Daily Regimen of Tenofovir, Lamivudine and Efavirenz After 4 Weeks Versus 12 Weeks of Tuberculosis Treatment in HIV-1 Infected Patients (Time Study)","Appropriate Timing of HAART in Co-infected HIV/TB Patients","2009-10-01","2011-05-01","2011-05-01",FALSE,"Randomized","None (Open Label)","OTHER_GOV",FALSE,"Monocentric","Thailand","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-46,531,531,NA,"2011","2011"
"NCT02043080","2014-01-16",NA,"Interventional","Not Applicable",1436,"Completed","CIDRZ 1201 - Optimizing Clinical Outcomes in HIV-Infected Adults & Children Using Xpert MTB/RIF in Zambia","Optimizing Clinical Outcomes in HIV-Infected Adults & Children","2012-08-01","2017-04-01","2016-03-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Zambia","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-533,1171,775,NA,"2017","2016"
"NCT02729571","2016-03-15",NA,"Interventional","Phase 1/Phase 2",54,"Completed","A Randomized, Double-blind, Dose-escalation Clinical Trial of the Safety, Reactogenicity and Immunogenicity of MTBVAC Compared to BCG Vaccine SSI, in Newborns Living in a Tuberculosis Endemic Region With a Safety Arm in Adults","Dose-escalation Safety and Immunogenicity Study to Compare MTBVAC to BCG in Newborns With a Safety Arm in Adults","2015-09-01","2018-03-01","2016-09-01",FALSE,"Randomized","Quadruple","INDUSTRY",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",31416768,"10.1016/S2213/2600(19)30251/6","https://www.sciencedirect.com/science/article/pii/S2213260019302516?via%3Dihub",2019-08-12,TRUE,529,1075,NA,NA,-196,716,170,1245,"2018","2016"
"NCT02684240","2016-02-02",NA,"Interventional","Phase 2",30,"Completed","A 14 Day Early Bactericidal Activity Study of Nitazoxanide for the Treatment of Tuberculosis","A 14 Day Early Bactericidal Activity Study of Nitazoxanide for the Treatment of Tuberculosis","2016-02-01","2018-04-11","2018-04-11",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Haiti","LMIC","tuberculosis","TRUE ","article","linked in registry",32071052,"10.1128/AAC.01956/19","https://journals.asm.org/doi/10.1128/aac.01956/19?url_ver=Z39.88/2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub++0pubmed",2020-02-18,TRUE,678,678,NA,NA,-1,799,799,1477,"2018","2018"
"NCT01589497","2012-04-30","2017-01-24","Interventional","Phase 2",69,"Completed","Essentiality of Isoniazid in Tuberculosis Therapy","Essentiality of INH in TB Therapy","2015-06-30","2016-02-10","2016-01-28",TRUE,"Randomized","None (Open Label)","NETWORK",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",33834177,"10.1016/s2666/5247(20)30011/2","https://www.thelancet.com/journals/lanmic/article/PIIS2666/5247(20)30011/2/fulltext",2020-06-08,TRUE,1580,1593,349,362,1156,1381,1368,2961,"2016","2016"
"NCT00810849","2008-12-17",NA,"Interventional","Phase 3",1400,"Completed","A Trial of Adjunctive Prednisolone and Mycobacterium w Immunotherapy in Tuberculous Pericarditis","A Trial of Adjunctive Prednisolone and Mycobacterium w Immunotherapy in Tuberculous Pericarditis","2008-12-01","2014-08-01","2014-02-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",25178809,"10.1056/NEJMoa1407380","https://www.nejm.org/doi/10.1056/NEJMoa1407380?url_ver=Z39.88/2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200www.ncbi.nlm.nih.gov",2014-09-18,TRUE,48,229,NA,NA,-16,2053,1872,2101,"2014","2014"
"NCT01288950","2011-02-01",NA,"Interventional","Not Applicable",49,"Completed","Vitamin D Supplementation Enhances Immune Response to BCG Vaccination in Infants","Vitamin D Supplementation Enhances Immune Response to Bacille-Calmette-Guerin (BCG) Vaccination in Infants","2011-02-01","2012-07-01","2012-07-01",FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Mexico","LMIC","tuberculosis","TRUE ","article","google search / trial number",25582182,"10.3109/09637486.2014.992006","https://www.tandfonline.com/doi/full/10.3109/09637486.2014.992006",2015-01-13,TRUE,926,926,NA,NA,0,516,516,1442,"2012","2012"
