nct_id,agency_class,lead_or_collaborator,name
NCT04807894,OTHER,lead,Maimonides Medical Center
NCT04807894,OTHER,collaborator,American Urological Association
NCT03167957,INDUSTRY,lead,"Matinas BioPharma Nanotechnologies, Inc."
NCT02639520,INDUSTRY,lead,Bionorica SE
NCT00683865,INDUSTRY,lead,Bayer
NCT01357369,OTHER,lead,Stanford University
NCT06273553,INDUSTRY,lead,"RinuaGene Biotechnology Co., Ltd."
NCT02346227,OTHER,lead,Jean-Pierre Van geertruyden
NCT02346227,OTHER,collaborator,University of Kinshasa
NCT02346227,OTHER,collaborator,"University Hospital, Antwerp"
NCT05234112,OTHER,lead,University Medical Center Groningen
NCT05234112,UNKNOWN,collaborator,Trnavska Universita v Trnavě
NCT05234112,OTHER,collaborator,Uganda Cancer Institute
NCT05234112,OTHER,collaborator,"International Centre for Diarrhoeal Disease Research, Bangladesh"
NCT05234112,UNKNOWN,collaborator,Manipal Academy for Higher Education
NCT05234112,UNKNOWN,collaborator,Female Cancer Foundation
NCT04171388,OTHER,lead,Brigham and Women's Hospital
NCT04171388,OTHER,collaborator,Addis Continental Institute of Public Health
NCT04171388,OTHER,collaborator,Johns Hopkins Bloomberg School of Public Health
NCT04171388,OTHER,collaborator,Boston Children's Hospital
NCT04171388,OTHER,collaborator,Beth Israel Deaconess Medical Center
NCT04171388,OTHER,collaborator,Harvard School of Public Health (HSPH)
NCT04171388,UNKNOWN,collaborator,Amhara Public Health Institute
NCT04171388,OTHER,collaborator,Jhpiego
NCT05545137,OTHER,lead,"Benova (Tianjin) Innovative medicine Research Co., Ltd."
NCT05371353,INDUSTRY,lead,"Shanghai Bovax Biotechnology Co., Ltd."
NCT00670020,OTHER,lead,University of Washington
NCT04031664,OTHER,lead,China Academy of Chinese Medical Sciences
NCT04031664,OTHER,collaborator,Xiyuan Hospital of China Academy of Chinese Medical Sciences
NCT04031664,OTHER,collaborator,Peking University First Hospital
NCT04031664,OTHER,collaborator,Beijing Obstetrics and Gynecology Hospital
NCT04031664,OTHER,collaborator,Longhua Hospital
NCT04031664,UNKNOWN,collaborator,Third Hospital of Peking University
NCT04031664,OTHER,collaborator,Peking Union Medical College Hospital
NCT04031664,UNKNOWN,collaborator,First Affiliated Hospital of Tianjin University of Traditional Chinese Medicine
NCT04031664,UNKNOWN,collaborator,Shenzhen Maternal and Child Health Hospital
NCT04031664,UNKNOWN,collaborator,First Affiliated Hospital of Heilongjiang University of Traditional Chinese Medicine
NCT04031664,OTHER,collaborator,Chengdu University of Traditional Chinese Medicine
NCT06261736,OTHER,lead,Atlantic Health System
NCT05027776,INDUSTRY,lead,"Shanghai Bovax Biotechnology Co., Ltd."
NCT05027776,INDUSTRY,collaborator,"Chongqing Bovax Biopharmaceutical Co., Ltd."
NCT04895020,INDUSTRY,lead,"Shanghai Bovax Biotechnology Co., Ltd."
NCT04895020,INDUSTRY,collaborator,"Chongqing Bovax Biopharmaceutical Co., Ltd."
NCT01108757,OTHER,lead,The Cleveland Clinic
NCT01108757,OTHER,collaborator,American Urogynecologic Society
NCT03614286,OTHER,lead,Assiut University
NCT05895162,INDUSTRY,lead,FEMPHARMA Kft.
NCT00871494,INDUSTRY,lead,Pfizer
NCT03898310,OTHER,lead,University of Oklahoma
NCT02693483,OTHER,lead,Ain Shams Maternity Hospital
NCT04133610,OTHER,lead,"The Institute of Molecular and Translational Medicine, Czech Republic"
NCT04133610,UNKNOWN,collaborator,Cancer Research Czech Republic
NCT02702297,OTHER,lead,Martin-Luther-Universität Halle-Wittenberg
NCT02702297,OTHER,collaborator,Jena University Hospital
NCT02702297,OTHER,collaborator,University of Leipzig
NCT02702297,UNKNOWN,collaborator,St. Elisabeth Hospital Halle
NCT00663806,INDUSTRY,lead,Bayer
NCT03005353,OTHER,lead,Assiut University
NCT04836910,OTHER_GOV,lead,Sheba Medical Center
NCT04769167,OTHER,lead,Washington University School of Medicine
NCT02567812,OTHER,lead,Kangbuk Samsung Hospital
NCT04152278,OTHER,lead,Fayoum University Hospital
NCT01663181,OTHER,lead,Medical University of Vienna
NCT05723601,OTHER,lead,Wake Forest University Health Sciences
NCT00453349,INDUSTRY,lead,Bayer
NCT02562508,OTHER,lead,Jun Zhang
NCT02562508,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT02562508,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT02733432,INDUSTRY,lead,Cidara Therapeutics Inc.
NCT02631863,INDUSTRY,lead,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd."
NCT05318144,OTHER,lead,Nazan Yurtcu MD
NCT03019874,OTHER,lead,"Charite University, Berlin, Germany"
NCT03019172,OTHER,lead,Innovacion y Desarrollo de Estrategias en Salud
NCT03009968,OTHER,lead,"University of North Carolina, Chapel Hill"
NCT03009968,OTHER,collaborator,North Carolina Translational and Clinical Sciences Institute
NCT03959410,OTHER,lead,"University of Campania ""Luigi Vanvitelli"""
NCT04022148,OTHER,lead,University of Fukui
NCT04022148,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
NCT02740777,INDUSTRY,lead,"Shanghai Zerun Biotechnology Co.,Ltd"
NCT02740777,OTHER_GOV,collaborator,Guangxi Center for Disease Control and Prevention
NCT01361048,OTHER,lead,University of Alabama at Birmingham
NCT01361048,INDUSTRY,collaborator,Embil Pharmaceutical Co. Ltd
NCT03101371,OTHER,lead,"University of Colorado, Denver"
NCT03996057,OTHER,lead,Washington University School of Medicine
NCT04140669,OTHER,lead,Mayo Clinic
NCT06192966,INDUSTRY,lead,"AB Biotics, SA"
NCT03142295,OTHER,lead,Leiden University Medical Center
NCT05159726,OTHER,lead,Yale University
NCT02585115,OTHER,lead,University of Copenhagen
NCT02860845,INDUSTRY,lead,Laboratorios Ordesa
NCT02860845,INDUSTRY,collaborator,Clever Instruments S.L.
NCT03176563,OTHER,lead,University Medical Center Goettingen
NCT01891331,INDUSTRY,lead,Viamet
NCT01637870,OTHER,lead,Abbey Hardy-Fairbanks
NCT01637870,INDUSTRY,collaborator,"Kinetic Concepts, Inc."
NCT04079218,OTHER,lead,Albert Einstein College of Medicine
NCT04079218,NIH,collaborator,National Institute on Aging (NIA)
NCT04079218,INDUSTRY,collaborator,Novo Nordisk A/S
NCT03366207,INDUSTRY,lead,"Iterum Therapeutics, International Limited"
NCT05341284,OTHER,lead,Peking University
NCT05341284,UNKNOWN,collaborator,"Center for Disease Control and Prevention of Yinzhou District, Ningbo City, China"
NCT05341284,INDUSTRY,collaborator,GlaxoSmithKline
NCT00000777,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00801021,INDUSTRY,lead,Biomedical Development Corporation
NCT00801021,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT00801021,OTHER,collaborator,Baylor College of Medicine
NCT00803127,OTHER,lead,Carmel Medical Center
NCT00803127,OTHER,collaborator,"Lin Medical Center, Haifa"
NCT00803127,OTHER,collaborator,Common Sense
NCT04831840,OTHER,lead,University of Miami
NCT03644966,OTHER,lead,Ochsner Health System
NCT03644966,INDUSTRY,collaborator,Procter and Gamble
NCT05796921,OTHER,lead,Agnese Maria Chiara Rapisarda
NCT05796921,UNKNOWN,collaborator,ProBioEtna
NCT06281665,OTHER,lead,Alisse Hauspurg
NCT06281665,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT05545514,OTHER,lead,Technical University of Munich
NCT05545514,UNKNOWN,collaborator,"School of Medicine, Technical University Munich, Münchner Studienzentrum"
NCT05545514,UNKNOWN,collaborator,"Klinikum rechts der Isar, TUM Institute for AI and Informatics in Medicine (AIIM)"
NCT05372016,INDUSTRY,lead,"Shanghai Bovax Biotechnology Co., Ltd."
NCT05372016,INDUSTRY,collaborator,"Chongqing Bovax Biopharmaceutical Co., Ltd."
NCT00878098,NIH,lead,National Institute of Environmental Health Sciences (NIEHS)
NCT01039051,OTHER,lead,Huazhong University of Science and Technology
NCT01039051,OTHER,collaborator,Qingdao University
NCT01039051,OTHER,collaborator,"Southern Medical University, China"
NCT01039051,OTHER_GOV,collaborator,"Centers for Disease Control and Prevention, China"
NCT01375439,OTHER,lead,UPECLIN HC FM Botucatu Unesp
NCT03091777,INDUSTRY,lead,Balmoral Medical company
NCT03091777,OTHER,collaborator,Health Decisions
NCT05435430,OTHER,lead,University of Palermo
NCT05108675,OTHER,lead,Aga Khan University
NCT05108675,OTHER,collaborator,The Hospital for Sick Children
NCT05108675,OTHER,collaborator,University of Toronto
NCT05108675,OTHER,collaborator,University of Calgary
NCT05108675,OTHER,collaborator,Dalhousie University
NCT05108675,OTHER,collaborator,University of Alberta
NCT05108675,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR)
NCT00767988,OTHER,lead,Baylor College of Medicine
NCT00767988,OTHER,collaborator,Shriners Hospitals for Children
NCT01067131,INDUSTRY,lead,Pevion Biotech Ltd
NCT02993185,OTHER,lead,Carnegie Mellon University
NCT02993185,OTHER,collaborator,ETR Associates
NCT00789464,OTHER,lead,Baylor College of Medicine
NCT00543543,INDUSTRY,lead,Merck Sharp & Dohme LLC
NCT03930017,OTHER,lead,Johns Hopkins Bloomberg School of Public Health
NCT03930017,INDUSTRY,collaborator,"Sanofi Pasteur, a Sanofi Company"
NCT03930017,OTHER,collaborator,"Institute of Epidemiology, Disease Control and Research"
NCT03930017,UNKNOWN,collaborator,Johns Hopkins Bangladesh - The JiVitA Project Site
NCT03930017,OTHER,collaborator,University of Graz
NCT03930017,OTHER,collaborator,Columbia University
NCT03930017,UNKNOWN,collaborator,UNC Gillings School of Global Public Health
NCT00873626,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT05990270,OTHER,lead,Kahramanmaras Sutcu Imam University
NCT05958953,OTHER,lead,University of Modena and Reggio Emilia
NCT04072913,OTHER,lead,"University Hospital, Bordeaux"
NCT03077711,OTHER,lead,NorthShore University HealthSystem
NCT03248297,OTHER,lead,University of Alabama at Birmingham
NCT03248297,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
NCT00716183,OTHER,lead,Universidad Complutense de Madrid
NCT05913180,OTHER,lead,American University of Beirut Medical Center
NCT05913180,OTHER,collaborator,Moscow State University of Medicine and Dentistry
NCT01808755,OTHER,lead,IRCCS Policlinico S. Matteo
NCT06360965,OTHER,lead,Beijing Hospital of Integrated Traditional Chinese and Western Medicine
NCT00722735,INDUSTRY,lead,MerLion Pharmaceuticals GmbH
NCT02572895,OTHER,lead,Laval University
NCT02572895,OTHER_GOV,collaborator,"Ministry of Agriculture, Fisheries and Food, Quebec"
NCT02572895,OTHER,collaborator,Nutra Canada
NCT03045809,OTHER,lead,Janneke van de Wijgert
NCT03045809,UNKNOWN,collaborator,"Rinda Ubuzima, Rwanda"
NCT03045809,OTHER,collaborator,"Institute of Tropical Medicine, Belgium"
NCT06091670,OTHER,lead,Istanbul University - Cerrahpasa (IUC)
NCT00376493,OTHER,lead,Hospital de Clinicas de Porto Alegre
NCT03834571,NETWORK,lead,AIDS Malignancy Consortium
NCT03834571,NIH,collaborator,National Cancer Institute (NCI)
NCT03834571,INDUSTRY,collaborator,"The Emmes Company, LLC"
NCT03834571,OTHER,collaborator,University of Stellenbosch
NCT03834571,OTHER,collaborator,University of Arkansas
NCT04077580,OTHER,lead,University of Oslo
NCT04077580,OTHER,collaborator,"Amsterdam UMC, location VUmc"
NCT04077580,OTHER,collaborator,UMC Utrecht
NCT04077580,OTHER,collaborator,Göteborg University
NCT04077580,OTHER,collaborator,Medical University of Lodz
NCT00731315,OTHER,lead,"University of California, San Francisco"
NCT05630833,INDUSTRY,lead,GlaxoSmithKline
NCT04020341,INDUSTRY,lead,GlaxoSmithKline
NCT05730998,OTHER,lead,Azienda di Servizi alla Persona di Pavia
NCT06137950,OTHER,lead,Mongolian National University of Medical Sciences
NCT02986802,OTHER,lead,Kaiser Permanente
NCT02986802,OTHER,collaborator,Patient-Centered Outcomes Research Institute
NCT06137950,UNKNOWN,collaborator,Mongolian National Cancer Center
NCT06069102,OTHER,lead,Alisse Hauspurg
NCT06136702,OTHER,lead,University Ghent
NCT06136702,OTHER,collaborator,Horizon 2020 - European Commission
NCT06136702,OTHER,collaborator,Universidade Nova de Lisboa
NCT06136702,OTHER,collaborator,Universidad de Cuenca
NCT06136702,OTHER,collaborator,Hospital de Cancer de Barretos - Fundacao Pio XII
NCT01347632,OTHER,lead,CONRAD
NCT01347632,OTHER,collaborator,Dartmouth-Hitchcock Medical Center
NCT00000944,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000944,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT00001046,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04278326,OTHER,lead,Centre Hospitalier Régional d'Orléans
NCT04278326,UNKNOWN,collaborator,CNRS - Pr Chantal PICHON
NCT00000839,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000839,INDUSTRY,collaborator,Bristol-Myers Squibb
NCT00000887,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000887,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT03151967,OTHER,lead,University of Washington
NCT03151967,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT03064789,OTHER,lead,Dr. Santiago Palacios
NCT03898167,OTHER,lead,Baylor College of Medicine
NCT03898167,NIH,collaborator,National Institute on Minority Health and Health Disparities (NIMHD)
NCT01691430,OTHER,lead,Yale University
NCT01691430,NIH,collaborator,National Institute on Aging (NIA)
NCT03050515,OTHER,lead,"University of California, Irvine"
NCT05283239,OTHER,lead,Fujian Maternity and Child Health Hospital
NCT01456962,OTHER,lead,"University of Colorado, Denver"
NCT01450800,OTHER,lead,Duke University
NCT06124820,OTHER,lead,King's College Hospital NHS Trust
NCT04969445,OTHER,lead,Jun Zhang
NCT04969445,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT04969445,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT05585970,OTHER,lead,Sohag University
NCT00194532,OTHER,lead,University of Washington
NCT05397782,OTHER,lead,Vaginal Biome Science
NCT05397782,OTHER,collaborator,"Urology Associates, P.C., Tennessee"
NCT04832581,OTHER,lead,Istanbul University - Cerrahpasa (IUC)
NCT04333212,OTHER,lead,Chang Gung Memorial Hospital
NCT04333212,OTHER,collaborator,Dr. Chip Biotechnology Incorporation
NCT02402907,OTHER,lead,Icahn School of Medicine at Mount Sinai
NCT05554081,OTHER,lead,Loyola University
NCT00714792,OTHER,lead,University of Rochester
NCT04045652,OTHER,lead,Indiana University
NCT06243666,OTHER,lead,Xiamen University
NCT06243666,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT06243666,UNKNOWN,collaborator,"Center for Disease Control and Prevention, Sheyang County, Yancheng City, Jiangsu Province, China"
NCT06145724,OTHER,lead,Columbia University
NCT06145724,UNKNOWN,collaborator,Northern Manhattan Perinatal Partnership
NCT06145724,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT05045755,OTHER,lead,Jun Zhang
NCT05045755,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT05045755,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT05669911,INDUSTRY,lead,"Teal Health, Inc."
NCT05415865,OTHER,lead,Herlev and Gentofte Hospital
NCT05415865,OTHER_GOV,collaborator,Region Hovedstadens Apotek
NCT06019715,OTHER,lead,Jackie Dziewior
NCT01867164,INDUSTRY,lead,"Janssen-Cilag, S.A."
NCT02267382,INDUSTRY,lead,Viamet
NCT05813184,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico"
NCT05813184,OTHER,collaborator,"Humanitas Hospital, Italy"
NCT00305227,OTHER,lead,University of Washington
NCT00305227,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT00305227,INDUSTRY,collaborator,"Osel, Inc."
NCT02515656,INDUSTRY,lead,Laboratoire Innotech International
NCT05648747,OTHER,lead,Università degli Studi di Ferrara
NCT05652374,OTHER,lead,Radboud University Medical Center
NCT05652374,INDUSTRY,collaborator,IBSA Institut Biochimique SA
NCT05652374,UNKNOWN,collaborator,Goodlife Pharma B.V.
NCT02515656,OTHER,collaborator,International Clinical Trials Association
NCT02515656,OTHER,collaborator,Venn Life Sciences
NCT01478620,INDUSTRY,lead,Bionorica SE
NCT05015400,OTHER,lead,Arizona State University
NCT04385238,INDUSTRY,lead,Pregistry
NCT04385238,OTHER,collaborator,Harvard School of Public Health (HSPH)
NCT03728790,OTHER,lead,Columbia University
NCT03728790,INDUSTRY,collaborator,Philips Healthcare
NCT03728790,OTHER,collaborator,New York Presbyterian Hospital
NCT00931190,OTHER,lead,Lund University
NCT00931190,OTHER,collaborator,Swedish Cancer Society
NCT04433364,OTHER,lead,"Sahlgrenska University Hospital, Sweden"
NCT04987164,INDUSTRY,lead,CEN Biotech
NCT04987164,INDUSTRY,collaborator,PiLeJe
