nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT03347513,2018-12-02,"November 25, 2017",May 2019,March 2019,2017-11-15,NA,Interventional,Phase 4,150,Unknown status,Does Eradication of H-pylori in Pregnant Patients With Iron Deficiency Anemia Have an Effect on Iron Replacement Therapy?,Eradication of H-pylori in Pregnancy and Its Effect on Iron Replacement Therapy?
NCT03354598,2020-12-17,"August 1, 2018","January 20, 2020","January 16, 2020",2017-11-20,2020-11-20,Interventional,Phase 3,1671,Completed,A Prospective Phase 3 Randomized Multi-center Double-blind Study of Efficacy Tolerability & Safety of Oral Sulopenem-etzadroxil/Probenecid vs Ciprofloxacin for Treatment of Uncomplicated Urinary Tract Infections (uUTI) in Adult Women,Oral Sulopenem-etzadroxil/Probenecid Versus Ciprofloxacin for Uncomplicated Urinary Tract Infection in Adult Women
NCT03362697,2019-06-18,"December 15, 2017","June 18, 2019","December 30, 2018",2017-11-28,NA,Interventional,Not Applicable,150,Completed,Randomized Clinical Trial on the Safety and Efficacy of Lactobacillus Reuteri DSM 16666/ATCC 55845 & Lactobacillus Reuteri DSM 17938 for Treatment of Pregnant Women With Asymptomatic Bacteriuria or Uncomplicated Acute Cystitis,Lactobacillus Reuteri for Treatment of Uncomplicated UTI in Pregnant Women
NCT03366077,2020-12-31,"December 13, 2017","July 12, 2019","July 12, 2019",2017-12-04,NA,Interventional,Not Applicable,140,Completed,"A Double-blinded, Randomized, Placebo-controlled, Parallel-group Study Evaluating the Effect of the Probiotic on Recurrent Urinary Tract Infection (UTI) in Adult Women Recently Treated for UTI.","Double-blinded, Randomized, Placebo-controlled Study Evaluating the Effect of the Probiotic on Recurrent Urinary Tract Infection"
NCT03366207,2019-08-21,"December 15, 2017","October 26, 2018","July 31, 2018",2017-12-04,2019-07-31,Interventional,Phase 4,250,Completed,Clinical and Microbiologic Efficacy of Ciprofloxacin for the Treatment of Uncomplicated Urinary Tract Infection in Adult Women.,Efficacy of Ciprofloxacin for the Treatment of Uncomplicated Urinary Tract Infection (uUTI)
NCT03386695,2018-08-03,September 2018,January 2020,January 2019,2017-04-18,NA,Interventional,Not Applicable,1600,Unknown status,Acceptability and Validity of Self Sampling for High Risk HPV Detection Among Women in Maharashtra,Acceptability and Validity of Self Sampling for High Risk HPV Detection Among Women in Maharashtra
NCT03391440,2017-12-29,September 2016,December 2018,December 2018,2017-11-28,NA,Interventional,Phase 4,469,Unknown status,An Open-Lable Multicenter Prospective Non-Randomized Trial to Assess the Efficacy and Safety of Morinidazole With Levofloxacin and Sequential of Levofloxacin in Women With Pelvic Inflammatory Disease,A Trial to Assess the Efficacy and Safety of Morinidazole in Women With Pelvic Inflammatory Disease
NCT03395288,2022-01-07,"March 22, 2018","April 25, 2020","April 25, 2020",2017-12-28,2021-05-12,Interventional,Phase 2/Phase 3,61,Terminated,"Randomized, Controlled Trial to Determine the Efficacy of Nutraceutical vs Control as Non-antibiotic Prophylaxis for Recurrent Urinary Tract Infection in Postmenopausal Women Using Vaginal Estrogen Therapy",Nutraceutical Efficacy for rUTI
NCT03397615,2019-07-24,"January 3, 2019",December 2019,December 2019,2018-01-06,NA,Interventional,Not Applicable,1200,Unknown status,Effect of Vaginal Douching With Betadine Versus Non Douching Before CS for Prevention of Post Operative Infections,Effect of Vaginal Douching With Betadine Before CS for Prevention of Post Operative Infections
NCT03413774,2018-01-22,"October 1, 2014","January 15, 2018","December 20, 2017",2018-01-22,NA,Observational,NA,1850,Completed,Unexplained Early Miscarriage : Role and Prevalence of Lower Genital Tract Infections in Rural Area in Egypt,Unexplained Early Miscarriage : Role and Prevalence of Lower Genital Tract Infections
NCT03425396,2020-06-05,"January 4, 2018","June 5, 2019","May 15, 2019",2017-12-28,2020-05-15,Interventional,Phase 2,225,Completed,"A Randomized, Double-Blinded, Adaptive Phase 2 Study to Evaluate the Safety and Efficacy of Oral Omadacycline and Oral Nitrofurantoin in the Treatment of Female Adults With Cystitis",Oral Omadacycline vs. Oral Nitrofurantoin for the Treatment of Cystitis
NCT03442218,2019-12-05,"June 1, 2017","February 28, 2018","August 31, 2017",2018-02-13,NA,Interventional,Not Applicable,203,Completed,"Use fo Antiseptic Solution for Vaginal Wash Before Cesarean Section in Patients With Premature Rupture of Membranes. A Randomized, Double Blind, Controlled Trial.",Use of Antiseptic Solution for Vaginal Wash Before Cesarean Section
NCT03443154,2018-06-25,June 2018,"June 1, 2018","June 1, 2018",2018-02-16,NA,Observational,NA,0,Withdrawn,"Vaginal Fluid (VF) Test VF-Test™ for Prediction of Extremely Preterm Birth After Exam-Indicated Cerclage Protocol for Prospective, Multicenter, Cohort Clinical Trial",VF Test for Prediction of Extremely PTB After Cerclage
NCT03490045,2023-04-20,"April 1, 2019","August 17, 2020","August 17, 2020",2018-03-29,NA,Interventional,Not Applicable,77,Completed,Examining the Impact of an Intervention to Reduce Diaper Need and Increase Use of Pediatric Preventive Care,Intervention to Reduce Diaper Need and Increase Use of Pediatric Preventive Care
NCT03497598,2020-09-01,"May 9, 2018","May 31, 2020","May 31, 2020",2018-04-05,NA,Interventional,Phase 4,15,Terminated,"Preventing Recurrent Urinary Tract Infections With α-D-mannose: a Prospective, Randomized, Double-blinded Placebo-controlled Trial",Preventing Recurrent Urinary Tract Infections With α-D-mannose
NCT03519373,2022-09-29,"March 1, 2017","June 1, 2019","June 1, 2019",2018-04-26,NA,Observational,NA,135,Completed,Impact of HIV Infection and Pregnancy on Humoral Responses to Pertussis Immunization,Pertussis Immunization During Pregnancy & HIV Infection
NCT03522961,2023-08-25,"August 15, 2018","January 31, 2024","September 30, 2023",2018-04-17,NA,Interventional,Not Applicable,142,"Active, not recruiting",Cranberry Tablets Versus Nitrofurantoin Prophylaxis for Urinary Tract Infection Prevention After Urogynecologic Surgery: a Double-blinded Randomized Clinical Trial,Cranberry Tablets Versus Nitrofurantoin Prophylaxis for Urinary Tract Infection Prevention After Urogynecologic Surgery
NCT03548129,2018-05-24,July 2016,August 2018,July 2018,2016-06-09,NA,Interventional,Phase 2,88,Unknown status,Empirical Use of Fosfomycin as a Single Dose Oral Treatment of Asymptomatic Bacteriuria,the Use of Fosfomycin as a Single Dose Oral Treatment of Asymptomatic Bacteriuria
NCT03561701,2021-12-17,"August 23, 2018","August 3, 2021","October 13, 2020",2018-06-01,2021-10-12,Interventional,Phase 3,425,Completed,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Oteseconazole (VT-1161) Oral Capsules in the Treatment of Subjects With Recurrent Vulvovaginal Candidiasis",A Study of Oral Oteseconazole (VT-1161) for the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection)
NCT03562156,2022-04-04,"August 16, 2018","August 6, 2021","October 19, 2020",2018-06-01,2021-10-19,Interventional,Phase 3,438,Completed,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Oteseconazole (VT-1161) Oral Capsules in the Treatment of Subjects With Recurrent Vulvovaginal Candidiasis",A Study of Oral Oteseconazole for the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection)
NCT03568942,2020-06-12,"July 23, 2018","January 7, 2019","January 7, 2019",2018-06-11,2019-12-13,Interventional,Phase 2,22,Completed,"A Phase IIa Single-Center, Open-Label Study Evaluating the Pharmacokinetics of Repeat Oral Doses of Gepotidacin (GSK2140944) in Adult Female Participants With Uncomplicated Urinary Tract Infection (Acute Cystitis)",Pharmacokinetic Study of Oral Gepotidacin (GSK2140944) in Subjects With Uncomplicated Urinary Tract Infection (Acute Cystitis)
NCT03570112,2024-02-06,"June 8, 2018","February 27, 2023","November 22, 2022",2018-06-06,NA,Observational,NA,40,Completed,Evaluation of the Natural History and Vertical Transmission of Chronic Hepatitis C Virus Infection in Pregnancy With Targeted Elimination by Postpartum Treatment,Transmission of Chronic Hepatitis C in Pregnancy
NCT03581617,2018-06-26,"November 1, 2014","November 1, 2016","November 1, 2015",2018-06-04,NA,Observational,NA,143,Completed,Prognostic Markers in Women With Primary Unexplained Infertility,Infections and Unexplained Infertility
NCT03585023,2018-06-30,"November 15, 2014","May 14, 2017","November 15, 2016",2018-06-04,NA,Observational,NA,200,Completed,Silent Intracellular Infections and Early Pregnancy Loss,Infections and Pregnancy Loss: Correlation Between Abortion and Silent Infections.
NCT03597152,2020-01-08,"August 1, 2020","December 31, 2022","January 14, 2022",2018-07-13,NA,Interventional,Not Applicable,250,Unknown status,Nutritional Supplementation for Extending Time Between Recurrent Urinary Tract Infections in Women: a Randomized Double Blind Cross-over Trial,Nutritional Supplementation for Recurrent Urinary Tract Infections in Women
NCT03614286,2018-08-04,October 2018,March 2020,October 2019,2018-07-30,NA,Observational,NA,20,Unknown status,Trichomonas Vaginalis Genotyping in Upper Egypt,Trichomonas Vaginalis Genotyping in Upper Egypt
NCT03633994,2019-10-08,"August 20, 2018","March 1, 2020","December 31, 2019",2018-08-13,NA,Interventional,Phase 2,104,Unknown status,Heparin Intraoperative Instillation for Lower Urinary Tract Symptoms After Benign Hysterectomy: A Randomized Controlled Trial,Heparin Intraoperative Instillation for Lower Urinary Tract Symptoms After Benign Hysterectomy
NCT03638427,2022-12-01,"January 1, 2019","January 1, 2024","May 31, 2023",2018-08-16,NA,Observational,NA,200,Enrolling by invitation,Screening for Cervical Intraepithelial Neoplasia Using Self-collected Menstrual Blood,Screening for Cervical Intraepithelial Neoplasia Using Self-collected Menstrual Blood
NCT03644966,2023-04-10,"July 5, 2018","December 15, 2022","December 15, 2022",2018-08-06,NA,Interventional,Not Applicable,25,Completed,Probiotic and Effects on Multi-Drug Resistant Urinary Tract Infection,Probiotics and Multi-Drug Resistant Urinary Tract Infection
NCT03672214,2019-04-24,"June 1, 2019","November 1, 2023","June 1, 2023",2018-09-13,NA,Interventional,Not Applicable,400,Unknown status,Caesarean Delivery With or Without an Indwelling Bladder Catheter,Caesarean Delivery With or Without an Indwelling Bladder Catheter
NCT03681678,2023-05-13,"October 8, 2018",October 2025,"December 15, 2022",2018-08-03,NA,Observational [Patient Registry],NA,100,"Active, not recruiting",Fractional Carbon Dioxide Laser Therapy of the Vagina for Treatment of Urogenital Symptoms in Women,Laser Therapy for Treatment of Urogenital Symptoms in Women
NCT03697226,2021-01-11,"December 21, 2018","June 12, 2020","May 26, 2020",2018-09-25,NA,Interventional,Phase 1,8,Completed,"An Open-Label Multiple-Dose, Dose Escalation Study To Evaluate Safety, Tolerability and Pharmacokinetics of Topical ABI-1968 in Participants With Cervical High Grade Squamous Intraepithelial Lesions",Study of Topical ABI-1968 in Subjects With Precancerous Cervical Lesions From Human Papillomavirus (HPV) Infection.
NCT03719755,2024-03-23,"February 1, 2018","December 30, 2024","December 30, 2024",2018-10-19,NA,Interventional,Not Applicable,140,"Active, not recruiting",Comparison of Urinary Tract Infections Rates Using 50% Dextrose Plus Washout Versus Normal Saline as Cystoscopy Fluid: a Prospective Study,Urinary Tract Infections Rates Using 50% Dextrose Plus Washout Versus Normal Saline as Cystoscopy Fluid
NCT03728790,2020-09-05,"November 9, 2018","May 11, 2020","July 28, 2019",2018-10-28,2020-07-24,Interventional,Not Applicable,213,Completed,A Remote Postpartum (PP) Blood Pressure Surveillance and Reminder System for Hypertensive Disorders of Pregnancy: A Randomized Clinical Trial,Remote BP Monitoring in the PP Period
NCT03729336,2019-06-04,"February 6, 2019","June 1, 2019","April 12, 2019",2018-10-26,NA,Interventional,Not Applicable,74,Completed,Midstream Urine Collection Device Compared to Catheterized Sample: Contamination and Patient Satisfaction.,PEEZY Midstream Urine Device Compared to Catheterized Urine Sample
NCT03749746,2021-12-02,"January 26, 2019","December 1, 2021","December 1, 2021",2018-11-20,NA,Interventional,Not Applicable,148,Completed,Heart Health 4 New Moms: A Randomized Controlled Trial of a Lifestyle Intervention and Home Blood Pressure Monitoring Following Preeclampsia in Overweight and Obese Women,Heart Health 4 New Moms: A Randomized Trial in the First Year After Preeclampsia
NCT03771651,2023-11-20,"March 1, 2019",June 2025,"May 6, 2022",2018-12-07,NA,Interventional,Early Phase 1,18,"Active, not recruiting",A Surgical Window Pilot Investigation of Short Term Aspirin on the Biologic and Immunologic Changes of the Fallopian Tube,Short Term Aspirin on the Biologic and Immunologic Changes of the Fallopian Tube
NCT03779347,2021-07-26,"May 1, 2019","May 1, 2022","April 1, 2022",2018-12-08,NA,Interventional,Phase 3,100,Unknown status,"Prospective, Observational Study to Assess the Performance of CAA Measurement as a Diagnostic Tool for the Detection of Schistosoma Haematobium Infections in Pregnant Women and Their Newborn and Child in Lambaréné, Gabon",Schistosomiasis Diagnosis Using a CAA Antigen Test
NCT03789513,2022-02-15,"March 1, 2019",September 2022,"September 1, 2022",2018-09-03,NA,Interventional,Not Applicable,3000,Unknown status,Evaluation of Screening Algorithms Based on Self-collection and HPV Testing With Partial Genotyping for the Prevention of Cervical Cancer Among HIV-infected Women in Low-income Countries,Evaluation of Triage Options After HPV Testing for Cervical Cancer Screening Among HIV-infected Women
NCT03800667,2019-07-12,"August 8, 2018","July 12, 2019","July 12, 2019",2019-01-09,NA,Interventional,Early Phase 1,0,Withdrawn,Vitamin C for the Prevention of UTI in Women Who Undergo Elective GYN Surgeries: a Study Protocol for a Randomized Controlled Trial,Vitamin C for the Prevention of UTI in Women Who Undergo Elective GYN Surgeries
NCT03813576,2019-01-20,March 2019,December 2019,August 2019,2019-01-20,NA,Interventional,Not Applicable,300,Unknown status,Acceptability and Efficacy of Self-sampling for Cervical Cancer Screening: A Pilot Study,Acceptability and Efficacy of Self-sampling for Cervical Cancer Screening: A Pilot Study
NCT03818321,2022-10-19,"June 17, 2019","July 1, 2021","July 1, 2021",2019-01-23,2022-10-19,Interventional,Phase 2,185,Completed,Methenamine Hippurate With Cranberry Capsules Versus Cranberry Capsules Alone for UTI Prevention in a Short-term Indwelling Foley Catheter Population After Urogynecological Surgery: A Double-Blinded Randomized Controlled Trial,Urinary Track Infection Prevention After Urogynecological Surgery
NCT03819712,2023-12-11,"June 3, 2019","December 7, 2023","December 3, 2023",2019-01-25,NA,Interventional,Not Applicable,109,Completed,Identification of Predictive Blood Biomarkers of Recurrent Urinary Tract Infections,Identification of Predictive Blood Biomarkers of Recurrent Urinary Tract Infections
NCT03826342,2024-04-05,"April 16, 2019",July 2024,"March 8, 2024",2019-01-30,NA,Interventional,Not Applicable,250,"Active, not recruiting",Technology-Based Intervention for Reducing Sexually Transmitted Infections and Substance Use During Pregnancy,Technology-Based Intervention for Reducing Sexually Transmitted Infections and Substance Use During Pregnancy
NCT03828994,2024-02-23,"February 10, 2019","March 31, 2025","December 31, 2024",2019-02-01,NA,Interventional,Not Applicable,150,"Active, not recruiting",Technology Based Community Health Nursing(TECH-N) to Prevent Recurrent STIs After PID,Technology Based Community Health Nursing(TECH-N) to Prevent Recurrent STIs After PID II
NCT03834571,2022-06-14,"May 31, 2022",January 2025,January 2025,2019-02-06,NA,Interventional,Phase 2,0,Withdrawn,A Randomized Phase II Trial of Concurrent Chemotherapy and Pelvic Radiation Therapy With or Without Paclitaxel and Carboplatin in HIV-positive Women With Locally Advanced Cervical Cancer (LACC),Testing the Addition of Paclitaxel and Carboplatin Given After Standard Chemotherapy and Radiation for Cervical Cancer in HIV-positive Women
NCT03837015,2021-12-16,"November 4, 2019","December 14, 2021","December 14, 2021",2019-02-08,NA,Interventional,Phase 1,50,Completed,"Improving Vaginal Health to Decrease Biological Risk of HIV-1 Infection in Canadian African, Caribbean and Black (ACB) Women: Estrogen and Probiotic Treatment for Vaginal Health","Estrogen, Probiotics and Vaginal Health to Prevent HIV Infection in ACB Women"
NCT03838965,2022-06-22,"March 1, 2019","December 16, 2020","December 16, 2020",2019-01-30,NA,Interventional,Not Applicable,100,Completed,"The Effects of Labor Stages and Interventions on Hemodynamic Measures During and After Childbirth (Epidural, Rupture of Membranes, Cesarean Sections and Preeclampsia) With Noninvasive Sensors.",The Effects of Labor Stages and Interventions on Hemodynamic Measures During & After Childbirth With Noninvasive Sensors
NCT03839875,2020-01-30,"April 3, 2019","August 9, 2019","August 9, 2019",2019-02-11,NA,Interventional,Phase 4,116,Completed,"A National, Multi-central, Open-label, Single-arm, Phase IV Study to Evaluate Efficacy and Safety of Gynomax® XL Ovule in the Treatment of Trichomonal Vaginitis, Bacterial Vaginosis, Candidal Vulvovaginitis and Mixed Vaginal Infections",Evaluation of Efficacy and Safety of Gynomax® XL Ovule
NCT03840616,2022-02-03,"March 13, 2019","December 2, 2020","December 2, 2020",2019-02-11,2021-11-29,Interventional,Phase 3,219,Completed,"Phase 3, Randomized, Double-Blind Study to Evaluate Efficacy and Safety of Oteseconazole (VT-1161) Oral Capsules vs Fluconazole and Placebo in Treatment of Acute Vulvovaginal Candidiasis in Subjects With Recurrent Vulvovaginal Candidiasis",Study of Oral Oteseconazole (VT-1161) for Acute Yeast Infections in Patients With Recurrent Yeast Infections
NCT03854396,2021-06-25,May 2020,February 2021,February 2021,2019-02-24,NA,Interventional,Phase 3,0,Withdrawn,"A Randomized, Double-blind, Placebo-controlled Trial on the Preventive Effect of Intravaginal Prasterone (DHEA, Intrarosa®) on Recurrent Urinary Tract Infections in Women With Genitourinary Syndrome of Menopause",Clinical Trial on the Preventive Effect of Intravaginal Prasterone on Recurrent Urinary Tract Infections in Postmenopausal Women
NCT03861260,2021-09-21,"April 30, 2019","October 28, 2019","October 28, 2019",2018-05-03,NA,Interventional,Not Applicable,0,Withdrawn,To Investigate and Compare The Efficacy of Urethral Dilatation Versus Glycosaminoglycan Layer Replacement in The Management Of Women With Recurrent Urinary Tract Infections,GAG Replacement vs URethral DIlAtatioN
NCT03871491,2023-05-09,"September 1, 2020","September 30, 2024","October 7, 2022",2019-03-05,NA,Interventional,Phase 3,34000,"Active, not recruiting",Prevention of Maternal and Neonatal Death/Infections With a Single Oral Dose of Azithromycin in Women in Labor (in Low- and Middle-income Countries): a Randomized Controlled Trial,Azithromycin-Prevention in Labor Use Study (A-PLUS)
NCT03898167,2023-06-07,"February 13, 2020",May 2024,"December 31, 2023",2019-03-29,NA,Interventional,Not Applicable,2268,Enrolling by invitation,A Randomized Controlled Trial of Mailed Self-Sample HPV Testing to Increase Cervical Cancer Screening Participation Among Minority/Underserved Women in an Integrated Safety Net Healthcare System,Prospective Evaluation of Self-Testing to Increase Screening
NCT03898310,2023-06-12,"February 5, 2019","January 22, 2023","January 22, 2023",2019-02-27,NA,Interventional,Not Applicable,141,Completed,UTI Prophylaxis With Cranberry Extract After Female Incontinence Surgery,UTI Prophylaxis With Cranberry Extract After Female Incontinence Surgery
NCT03914144,2019-04-11,"May 1, 2019","August 1, 2019","August 1, 2019",2019-04-11,NA,Observational,NA,638,Unknown status,Postnatal Prevalence of Bacteriuria in Women With Catheter Versus no Catheter in Labour: a Prospective Cohort Study,Postnatal Prevalence of Bacteriuria in Women With Catheter Versus no Catheter in Labour: a Prospective Cohort Study
NCT03929991,2019-04-29,"May 1, 2018","May 1, 2020","October 1, 2019",2019-04-24,NA,Observational,NA,1000,Unknown status,Maternal Cesarian Section Infection (MACSI) in Sierra Leone: an Observational Study,Maternal Cesarian Section Infection (MACSI) in Sierra Leone
NCT03930017,2023-01-04,"October 14, 2018","January 6, 2020","January 6, 2020",2017-08-16,NA,Observational,NA,784,Completed,Arsenic and Immune Response to Influenza Vaccination in Pregnant Women and Newborns,"Pregnancy, Arsenic and Immune Response"
NCT03954990,2023-12-11,"October 11, 2019","September 26, 2022","September 26, 2022",2019-04-23,NA,Interventional,Phase 1,75,Terminated,Treatment of Bacterial Vaginosis Prior to Active Labor and Infectious Morbidity: A Randomized Controlled Trial,Treatment of Bacterial Vaginosis Prior to Active Labor and Infectious Morbidity
NCT03959410,2023-04-11,"January 4, 2019","January 1, 2022","December 10, 2021",2019-05-21,NA,Interventional,Not Applicable,150,Completed,"Impact of HPV on a Cohort of Southern Italian Women: a Prospective Observational Study About Epidemiological, Clinical, Morphological and Microbiological Features of HPV Infection","Impact of HPV on a Cohort of Southern Italian Women: Epidemiological, Clinical, Morphological and Microbiological Features"
NCT03960970,2019-09-15,"September 15, 2019","November 30, 2020","September 30, 2019",2019-05-21,NA,Interventional,Phase 2,800,Unknown status,Azithromycin-based Extended-spectrum Prophylaxis in Scheduled Cesarean Deliveries,Two-drug Antibiotic Prophylaxis in Scheduled Cesarean Deliveries
NCT03961178,2019-06-19,"June 3, 2019","May 22, 2021","May 22, 2021",2019-05-22,NA,Observational,NA,10000,Unknown status,Oncologic and Obstetric Outcomes After Conization for Uterine Cervical Lesion: A Cohort Study,A Cohort Study for the Following up of Conization
NCT03975569,2019-06-03,"April 4, 2016","March 31, 2017","March 31, 2017",2019-02-12,NA,Interventional,Not Applicable,20,Completed,Studie Van de Vaginale Microbiota en Het Potentieel Van Een Vaginale Zalf Met Probiotica Bij Vaginale Candidose,Study of the Vaginal Microbiota and the Potential of a Vaginal Probiotic Cream in Vaginal Candidosis
NCT03981458,2019-07-03,"July 1, 2019",July 2020,July 2020,2019-01-29,NA,Interventional,Not Applicable,40,Unknown status,Hyaluronate for the Treatment and Prevention of Recurrent Urinary Tract Infection in Women Suffering Atrophic Vaginitis,Hyaluronate for the Treatment and Prevention of Recurrent Urinary Tract Infection in Women Suffering Atrophic Vaginitis
NCT03987620,2021-08-11,"June 7, 2019","April 29, 2020","March 29, 2020",2019-06-12,2021-06-30,Interventional,Phase 3,455,Completed,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Oral Ibrexafungerp (SCY-078) vs. Placebo in Subjects With Acute Vulvovaginal Candidiasis (AVVC).",Efficacy and Safety of Oral Ibrexafungerp (SCY-078) vs. Placebo in Subjects With Acute Vulvovaginal Candidiasis
NCT03994055,2023-09-18,"November 16, 2018",January 2024,"April 28, 2023",2018-10-18,NA,Interventional,Not Applicable,136,"Active, not recruiting",Effect of an Anti-inflammatory Diet on the Nutritional Status and Cytokine Expression of Patients With Locally Advanced Cervical Cancer: A Randomized Clinical Trial,Effect of an Anti-inflammatory Diet on Patients With Cervical Cancer
NCT03996057,2022-07-06,"June 20, 2018","February 11, 2022","February 11, 2022",2019-06-17,NA,Interventional,Phase 4,0,Withdrawn,"The Efficacy and Effect of Methenamine Hippurate in a Non-antibiotic, Multimodal Approach to UTI Prevention","Methenamine in a Non-antibiotic, Multimodal Approach to UTI Prevention"
NCT04000503,2022-10-31,"August 1, 2019","October 31, 2022","July 31, 2021",2019-06-18,NA,Interventional,Not Applicable,2019,Completed,Integrated Cervical Cancer Screening in Mayuge District Uganda (ASPIRE Mayuge): A Pragmatic Cluster Randomized Control Trial,Integrated Cervical Cancer Screening in Mayuge District Uganda (ASPIRE Mayuge)
NCT04020341,2023-05-29,"October 17, 2019","November 30, 2022","November 30, 2022",2019-07-11,2023-05-29,Interventional,Phase 3,1531,Completed,"A Phase III, Randomized, Multicenter, Parallel-Group, Double-Blind, Double-Dummy Study in Adolescent and Adult Female Participants Comparing the Efficacy and Safety of Gepotidacin to Nitrofurantoin in the Treatment of Uncomplicated Urinary Tract Infection (Acute Cystitis)",A Study to Evaluate Efficacy and Safety of Gepotidacin in the Treatment of Uncomplicated Urinary Tract Infection (UTI)
NCT04022148,2019-07-17,"August 1, 2019","December 31, 2020","December 31, 2020",2019-07-14,NA,Observational [Patient Registry],NA,2800,Unknown status,"A Nonrandomized, Non-double Blinded Prospective Cohort Study to Evaluate the Preventive Efficacy of Quadrivalent HPV6/11/16/18 Vaccine for the Persistent Infection of HPV16 Genotype or HPV18 Genotype in Japanese Women Aged 27-45 Years.",The Prospective Cohort Study to Evaluate the Preventive Efficacy of HPV Vaccine in Japanese Women Aged 27-45 Years
NCT04024046,2022-09-26,"April 18, 2019","September 16, 2020","September 16, 2020",2019-07-16,NA,Observational,NA,360,Terminated,Evaluation of the Impact of the Uqora Dietary Supplement Products on Urinary Tract Infection (UTI) Incidence in Women With Recurring UTIs,Uqora Supplements in Women With UTIs
NCT04031664,2019-07-29,"August 2, 2019","December 31, 2020","August 2, 2019",2019-07-11,NA,Interventional,Phase 4,184,Unknown status,"A Clinical Study on Qianjin Capsule of Gynaecology Combined With Antibiotics for Pelvic Inflammatory Diseases (Damp-heat Stasis and Qi Deficiency Syndrome)：a Randomized, Double Blind, Parallel Control of Positive Drugs, Multi-center Clinical Study",A Clinical Study on Qianjin Capsule of Gynaecology Combined With Antibiotics for Pelvic Inflammatory Diseases (Damp-heat Stasis and Qi Deficiency Syndrome)
NCT04032574,2019-07-25,"October 8, 1991","March 27, 1992","March 27, 1992",2019-07-23,NA,Interventional,Phase 3,200,Completed,"Multicenter, Randomized, Double-blind, Placebo-controlled Parallel Group Trial to Evaluate the Efficacy and Tolerability of a Phytotherapy Combination (Aqualibra) in Patients With Uncomplicated Cystitis",Efficacy and Tolerability of a Phytotherapy Combination (Aqualibra) in Patients With Uncomplicated Cystitis
NCT04035785,2019-07-25,"July 28, 2019","December 31, 2020","July 28, 2019",2019-07-11,NA,Interventional,Phase 4,240,Unknown status,"A Clinical Study on Kangfu Anti-inflammatory Suppository of Gynaecology Combined With Antibiotics for Pelvic Inflammatory Diseases (Evidence of Dampness and Heat Accumulation):a Randomized, Double Blind, Parallel Control of Positive Drugs,Multi-center Clinical Study",A Clinical Study on Kangfu Anti-inflammatory Suppository of Gynaecology Combined With Antibiotics for Pelvic Inflammatory Diseases (Evidence of Dampness and Heat Accumulation)
NCT04045652,2023-05-17,"November 18, 2021","October 1, 2026","October 1, 2025",2019-07-08,NA,Observational,NA,220,Recruiting,Modifiable Factors Predicting Persistence of Oncogenic HPV and Cervical Dysplasia in HIV Infected Kenyan Women,Factors Predicting Persistence of Oncogenic HPV and Cervical Dysplasia in HIV Infected Kenyan Women
NCT04048356,2023-06-20,"July 15, 2019","March 14, 2021","February 28, 2021",2019-08-02,2023-06-20,Interventional,Phase 3,137,Completed,Chlorhexidine Gluconate Versus Povidone Iodine for Vaginal Surgical Preparation for Urogynecological Procedures,Chlorhexidine vs. Iodine for Vaginal Preparation in Urogynecologic Procedures
NCT04057924,2023-12-06,"August 23, 2019","September 1, 2029","September 1, 2029",2019-07-04,NA,Observational,NA,200,Recruiting,Therapeutic Abstention and Surveillance of Intra-epithelial Histological Lesions of High Grade Cervical CIN2 (Cervical Intraepithelial Neoplasia Grade 2). SUIVICIN,Therapeutic Abstention and Surveillance of Intra-epithelial Histological Lesions of High Grade Cervical CIN2 (Cervical Intraepithelial Neoplasia Grade 2). SUIVICIN
NCT04072913,2019-08-27,"October 10, 2007","January 31, 2011","January 31, 2011",2019-08-26,NA,Interventional,Not Applicable,216,Completed,Involvement of Matrix Metalloproteinases and Association With the Expression of Human Papillomavirus in Dysplasias and Cancers of the Cervix,Matrix Metalloproteinases and Human Papillomavirus in Dysplasias and Cancers of the Cervix
NCT04077580,2023-06-27,"November 1, 2019","November 30, 2023","November 30, 2023",2019-08-12,NA,Interventional,Phase 4,400,Enrolling by invitation,"The Effect of Methenamine Hippurate to Reduce Antibiotic Prescribing Due to New Episodes of Urinary Tract Infections (UTI) in Elderly Women With Recurrent UTI - a Triple- Blinded, Randomized Placebo-controlled Phase IV Study",The Effect of Methenamine Hippurate to Reduce Antibiotic Prescribing in Elderly Women With Recurrent UTI
NCT04079218,2024-02-01,"September 1, 2020","August 9, 2023","August 9, 2023",2019-09-03,NA,Interventional,Phase 4,51,Completed,The Impact of HIV on Accelerated Aging in the Female Genital Tract: a Pilot Trial of Topical Estradiol to Improve the Vaginal Microbiome and Symptoms of Vaginal Atrophy in Menopausal Women With HIV,Accelerated Genital Tract Aging in HIV: Estradiol Clinical Trial
