"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
743,"NCT05643781","Tuberculosis as a Risk Factor for a Worse Outcome Post-Sars-CoV-2 Infection","Co-TB","Completed","No Results Available","COVID-19|Tuberculosis|Post-acute COVID-19 Syndrome",,"Covid-19 recovery and course and the impact of tuberculosis (TB) or no tuberculosis infection.|Hospitalisation and Covid-19 severity|Cardiac outcomes post-Covid-19.|Lung function assessment post-Covid-19.","The Aurum Institute NPC|Chris Hani Baragwanath Academic Hospital|Ludwig-Maximilians - University of Munich","All","18 Years to 70 Years   (Adult, Older Adult)",,"157","Other","Observational","Observational Model: Cohort|Time Perspective: Other","AUR2-8-296","March 23, 2021","November 30, 2022","November 30, 2022","December 9, 2022",,"January 11, 2023","The Aurum Institute, Johannesburg, Gauteng, South Africa",,"https://ClinicalTrials.gov/show/NCT05643781"
744,"NCT01392911","Safety, Tolerability, Extended Early Bactericidal Activity and PK of Higher Doses Rifampicin in Adults With Pulmonary TB","HR1","Completed","No Results Available","Pulmonary Tuberculosis (TB)","Drug: Rifampicin","The incidence and severity of adverse events associated with increasing doses of rifampicin when administered as a single drug.|The incidence and severity of adverse events associated with increasing doses of rifampicin when combined with isoniazid, pyrazinamide and ethambutol.|The Early Bactericidal Activity (EBA) expressed as the fall of colony forming units per mL of sputum per day at the intervals: Baseline to Day 2, Baseline to Day 7, Baseline to Day 14, and Day 8 to Day 14.|The change in Time to Positivity (TTP) as measured in the Mycobacterium Growth Indicator Tube (Bactec MGIT960 system) at the intervals: Baseline to Day 2, Baseline to Day 7, Baseline to Day 14, and Day 8 to Day 14.|The area under the plasma concentration versus time curve (AUC) of rifampicin, and if possible also the AUC of pyrazinamide, isoniazid and ethambutol after 7 days of monotherapy with rifampicin and after 7 days of combination therapy|Pharmacodynamic endpoints for single dose rifampicin (assessed at Day 7) and or rifampicin, isoniazid, pyrazinamide and ethambutol when administered together (assessed at Day 14).","Radboud University Medical Center|European and Developing Countries Clinical Trials Partnership (EDCTP)|Department of Clinical Pharmacy, University Medical Centre St Radboud, The Netherlands.|University Centre for Chronic Diseases Dekkerswald, Groesbeek, NL","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","128","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PanACEA - RUNMC - HR1|2007.23011.01","June 2011","July 2018","November 2018","July 13, 2011",,"November 26, 2018","TASK Applied Science, Bellville, South Africa|University of Cape Town Lung Institute, Mowbray, South Africa",,"https://ClinicalTrials.gov/show/NCT01392911"
745,"NCT04308928","Evaluation of New Biomarker-based Approaches for Improving the Diagnosis of Childhood Tuberculous Meningitis","TBMBIOMARKER","Recruiting","No Results Available","Tuberculous Meningitis",,"Identify CSF or blood-based biosignatures for the diagnosis of TBM in children|Develop a prototype POC diagnostic test platform based on the biosignatures.|Evaluate the newly developed test in a new patient cohort.","University of Stellenbosch","All","3 Months to 13 Years   (Child)",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","UStellenboschTBM","April 1, 2020","July 30, 2024","October 31, 2024","March 16, 2020",,"May 23, 2022","Stellenbosch University Immunology Research Group, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT04308928"
746,"NCT03898635","Retrospective Real-word Study of Linezolid for the Treatment of Tuberculous Meningitis",,"Unknown status","No Results Available","Tuberculous Meningitis","Drug: Linezolid","Survival|Number of participants with Medical Research Council grade deterioration","Huashan Hospital","All","18 Years and older   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2017-44","January 1, 2018","May 1, 2019","June 1, 2019","April 2, 2019",,"April 2, 2019","Infectious department of Huashan Hospital, Fudan University, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03898635"
747,"NCT01358162","Phase IC Study of Safety and PK of SQ109 300mg Daily",,"Completed","No Results Available","Tuberculosis","Other: Placebo|Drug: SQ109","Safety & tolerability via: physical exams, color and visual acuity tests, funduscopic exams, neurological exams, vital signs, electrocardiograms, routine clinical labs (includes chemistry, hematology, coagulation and urinalysis data), and adverse events.|Pharmacokinetics of SQ109: Serial blood samples prior to and following single/multiple doses: AUC(0-t): area under the concentration time curve to the last time with concentration greater than or equal to the validated limit of quantitation of the assay|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: AUC(0-infinity): area under the concentration time curve to infinity|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: AUC(0-24): area under the concentration time curve to 24 hours|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: t1/2: apparent terminal half-life|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: CL/F: apparent oral clearance|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Vz/F: apparent volume of distribution|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Cmin: observed minimum concentration|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Cavg: calculated average concentration during the dosing interval|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Tmax: Time of maximum concentration (Cmax)|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: AUC(0-tau) Area under the concentration time curve to the end of the dosing interval, 24 hours|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: RCmax: Accumulation ratio for Cmax estimated as Cmax (Day 14) / Cmax (Day 1)|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Tmin: Time to minimum concentration (Cmin)|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Linearity Index: AUC(0-tau) (Day 14) / AUC(0-infinity)(Day 1)|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: RAUC : Accumulation ratio for AUC estimated as AUC0-tau (Day 14)/ AUC(0-24)(Day 1)|Pharmacokinetics of SQ109: Serial blood samples for measurement of plasma levels of SQ109 prior to and following single/multiple doses: Cmax: observed maximum concentration","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years to 45 Years   (Adult)","Phase 1","10","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","09-0111|N01AI80024C","November 2010","February 2011","April 2011","May 23, 2011",,"May 14, 2013","Quintiles Phase I Services - Overland Park, Overland Park, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT01358162"
748,"NCT03470233","Post Marketing Registry to Assess Usage, Safety and Effectiveness of Deltyba Tablets in Korean Patients With MDR-TB",,"Completed","No Results Available","Multi-drug Resistant Tuberculosis",,"Dose of Deltyba|Administration duration of Deltyba|Compliance of Deltyba|Incidences of AEs|Incidences of ADRs|Incidences of AEs in special populations|Incidences of ADRs in special populations|Observed cases of resistance to Deltyba after completing the administration (Week 24) or premature discontinuation of Deltyba, Observed cases of resistance to Deltyba after 6 months of administration or discontinuation of administration|Response rate","Korea Otsuka Pharmaceutical Co., Ltd.","All","Child, Adult, Older Adult",,"149","Industry","Observational","Observational Model: Case-Only|Time Perspective: Other","242-402-00005","May 25, 2017","June 21, 2021","June 21, 2021","March 19, 2018",,"September 17, 2021","Ulsan University Hospital, Ulsan, Korea, Republic of|Pusan National University Yangsan Hospital, Yangsan, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03470233"
749,"NCT03028129","Prevention of Tuberculosis in Prisons",,"Terminated","Has Results","Tuberculosis, Pulmonary|Antibiotic Prophylaxis","Drug: Isoniazid 900 milligrams|Drug: Placebo","Quantiferon TB Gold Plus (QIAGEN®) Conversion at the Premature Exclusion Visit.","Federal University of Mato Grosso|Oswaldo Cruz Foundation","Male","18 Years to 45 Years   (Adult)","Phase 4","467","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","U1111-1189-0829","September 4, 2017","August 10, 2019","August 10, 2019","January 23, 2017","October 25, 2019","October 25, 2019","Roberto Oliveira, Dourados, Mato Grosso Do Sul, Brazil","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/29/NCT03028129/Prot_SAP_000.pdf|""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/29/NCT03028129/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT03028129"
750,"NCT03302949","Treating Tuberculosis Wasting With a High-protein Supplement","NUTRIATO","Terminated","No Results Available","Tuberculosis|Tuberculosis, Pulmonary|Undernutrition|Malnutrition","Dietary Supplement: Lacprodan® DI-8090","Anthropometry|Treatment Outcome|Treatment outcome|Diet|Health-related quality of life","University of Aarhus|Bandim Health Project|Arla Foods","All","18 Years and older   (Adult, Older Adult)","Not Applicable","232","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1004","August 1, 2017","November 1, 2022","January 30, 2023","October 5, 2017",,"September 11, 2023","The Bandim Health Project, Bissau, Denmark, Guinea-Bissau",,"https://ClinicalTrials.gov/show/NCT03302949"
751,"NCT03265977","A Phase II Study of H56:IC31 in Healthy Adolescents","A-043","Withdrawn","No Results Available","Tuberculosis Infection","Biological: H56:IC31|Other: Placebo","Frequency and severity of adverse events|ESAT-6 free IGRA conversion from a negative to positive test at any time point after Day 84 and through end of follow-up for the primary endpoint.|Primary ESAT-6 free IGRA conversion from a negative to a positive test|Initial ESAT-6 free IGRA reversion from a positive to a negative test at any time point after primary ESAT-6 free IGRA conversion through the end of follow up.|Percentage of CD4+ and CD8+ T cells that express IFN-γ, TNF, and/or IL-2 alone or in combination in response to stimulation with peptide pools representing the entire amino acid sequence of the vaccine antigens.","Aeras|Statens Serum Institut|Aurum Institute|South African Tuberculosis Vaccine Initiative|Oslo University Hospital|University of Copenhagen|University of Bergen|National Institute for Medical Research, Tanzania","All","12 Years to 17 Years   (Child)","Phase 2","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","A-043","June 2018","April 30, 2021","June 30, 2021","August 29, 2017",,"April 10, 2018","Aurum Institute - Klerksdorp, Klerksdorp, South Africa|Aurum Institute - Rustenburg, Rustenburg, South Africa|Aurum Institute - Tembisa, Tembisa, South Africa|National Institute for Medical Research, Mwanza, Isamilo Area, Tanzania",,"https://ClinicalTrials.gov/show/NCT03265977"
752,"NCT02822014","PET/CT in Extrapulmonary TB in HIV Patients: a Clinical Trial",,"Completed","No Results Available","Extrapulmonary Tuberculosis in HIV Patients","Other: FDG-PET/CT","clinical evolution of TB/HIV patients: cure or relapse within 36 months of follow-up with relapse documented microbiologically","Centre Hospitalier Universitaire Saint Pierre","All","18 Years and older   (Adult, Older Adult)","Not Applicable","18","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","AK/09-09-52/3810","February 2010","January 2013","June 2015","July 4, 2016",,"July 4, 2016",,,"https://ClinicalTrials.gov/show/NCT02822014"
753,"NCT05556746","Ultra-Short Course Bedaquiline, Clofazimine, Pyrazinamide and Delamanid Versus Standard Therapy for Drug-Susceptible TB","PRESCIENT","Recruiting","No Results Available","Tuberculosis, Pulmonary|HIV","Drug: Bedaquiline|Drug: Clofazimine|Drug: Pyrazinamide|Drug: Delamanid|Drug: Rifampin|Drug: Isoniazid|Drug: Ethambutol","Time to stable liquid culture conversion|Proportion experiencing any Grade 3 or higher AE|Proportion with favorable composite outcome|Proportion who prematurely discontinue treatment|Change in skin coloration|Distress related to skin coloration|Mean change in QTcF from baseline to week 2, 8, 12, 16 and 20|Mean change in QTcF from baseline to end of treatment|Occurrence of absolute QTcF ≥480 ms and <500 ms, and ≥500 ms|Occurrence of QTcF change from baseline of ≥30 ms and <60 ms, and ≥60 ms|Proportion of participants with one or more serious adverse events (SAEs)|Proportion with culture conversion in liquid and solid media (separately) at weeks 4, 8 and 12 after randomization|Proportion with TB relapse (by M. tuberculosis genotyping) from end of treatment to 60 weeks|Proportion of treatment-emergent genotypic and phenotypic resistance to BCZD|Time (days) to positivity in liquid culture (MGIT) after start of treatment across study arms","Brigham and Women's Hospital|University of Cape Town|Haitian Group for the Study of Kaposi's Sarcoma and Opportunistic|University of Stellenbosch|University of California, Los Angeles|Harvard School of Public Health (HSPH)","All","18 Years and older   (Adult, Older Adult)","Phase 2","156","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2022p003075|U01AI170426","November 24, 2023","June 2025","January 2027","September 27, 2022",,"January 29, 2024","GHESKIO, Port-au-Prince, Haiti|University of Cape Town, Cape Town, South Africa",,"https://ClinicalTrials.gov/show/NCT05556746"
754,"NCT01802502","Rifampicin Explorative PK Study for Tuberculous Meningitis Comparing Oral and Intravenous Preparation","REMOVER","Completed","No Results Available","Tuberculous Meningitis","Drug: Rifampicin intravenous|Drug: Oral rifampicin","Pharmacokinetic profile of several rifampicin dose|mortality","Universitas Padjadjaran|Radboud University Medical Center","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TB-201302.01","June 2013","October 2013","April 2014","March 1, 2013",,"June 17, 2014","Hasan Sadikin Hospital, Bandung, West Java, Indonesia",,"https://ClinicalTrials.gov/show/NCT01802502"
755,"NCT03211208","Assessing Antibiotic Induced Liver Injury for Stratification of Tuberculosis Patients","ALISTER","Unknown status","No Results Available","Drug-Induced Liver Injury|Anti-Tuberculous Drug Reaction|Tuberculosis",,"Anti-tuberculosis drug-induced liver injury","University of Edinburgh|NHS Lothian","All","16 Years to 85 Years   (Child, Adult, Older Adult)",,"540","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","AC16145","May 22, 2017","April 2020","April 2020","July 7, 2017",,"October 16, 2018","Royal Infirmary Edinburgh, Edinburgh, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03211208"
756,"NCT05680415","Clinical Trial of Mica",,"Recruiting","No Results Available","Latent Tuberculosis Infection","Biological: Mycobacterium Vaccae for Injection","End point of efficacy|End point of safety|End point of immunogenicity","Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.","All","15 Years and older   (Child, Adult, Older Adult)","Phase 4","6800","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","LKM-2022-BWK01","April 19, 2023","September 30, 2026","August 31, 2027","January 11, 2023",,"June 8, 2023","Liujiang district Prevention and Control center, Liuzhou, Guangxi, China|Liuzhou Center for Disease Control and Prevention, Liuzhou, Guangxi, China",,"https://ClinicalTrials.gov/show/NCT05680415"
757,"NCT01874314","Effects of SQ109 on QTc Interval in Healthy Subjects",,"Withdrawn","No Results Available","Tuberculosis","Drug: SQ109|Other: SQ109 Placebo|Drug: Moxifloxacin","Solicited and unsolicited adverse events, including symptoms, physical findings, laboratory testing, holter monitor and ECG changes for 300mg/day SQ109|Electrocardiogram and holter monitor data (QTc, T wave forms, QRS, RR and PR intervals) for 300mg/day SQ109|Solicited and unsolicited adverse events, including symptoms, physical findings, laboratory testing, holter monitor and ECG changes for 450mg/day SQ109|Pharmacokinetics of SQ109 at doses of 300 or 450mg/day; AUC0-, (Cmax), time to maximum concentration (Tmax), elimination rate constant, elimination half-life, clearance, volume of distribution, and urinary excretion|Electrocardiogram and holter monitor data (QTc, T wave forms, QRS, RR and PR intervals) for 450mg/day SQ109","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years to 45 Years   (Adult)","Phase 1","0","NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","11-0079|HHSN272200800026C",,"December 2015","December 2015","June 11, 2013",,"March 24, 2014","Case Western Reserve University - Case Medical Center - Infectious Disease & HIV Medicine, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01874314"
758,"NCT01674218","Effect of PA-824 and of PA-824 Plus Moxifloxacin on the QTc Interval in Healthy Volunteers",,"Completed","No Results Available","Tuberculosis","Drug: Moxifloxacin|Drug: PA-824|Other: Placebo","Effect of PA-824 on cardiac ventricular repolarization (CVR) as measured by QT interval corrected for heart rate using individual-specific formula (QTcI) during the first 24 hours following dosing of PA-824 in healthy volunteers as compared to placebo.|Effect of PA-824 on CVR measured by QT interval corrected for heart rate by group-specific formula (QTcN), Fridericia (QTcF) and Bazett (QTcB) formulae during the first 24 hours following dosing in healthy volunteers compared to placebo.|Effect of PA-824 plus moxifloxacin on CVR as measured by QT and QT corrected for heart rate (QTcI, QTcN, QTcF, and QTcB) during the first 24 hours following dosing of PA-824 in healthy volunteers as compared to placebo.|The effect of Moxifloxacin on CVR as measured by QTcI, QTcN, QTcF, and QTcB, HR and non-QTc ECG intervals (HR, and PR, QRS, and RR intervals) during the first 24 hours following dosing of PA-824 in healthy volunteers as compared to placebo.|Safety and tolerability evaluated by ophthalmology exam.|Analysis of the QTcI, QTcN, QTcF, QTcB, PR, QRS, and RR intervals and heart rate matched to PK sampling times to allow determination of any PK / pharmacodynamic effect of PA-824 alone and in combination with moxifloxacin.|Safety and tolerability evaluated by standard 12-lead ECGs obtained pre-dose and 2, 4, 7 and 10 hrs post-dose on treatment days.|Safety and tolerability evaluated by continuous AE monitoring throughout the study; physical exams, and laboratory evaluations|Serum pharmacokinetics (PK) of 400 mg and 1000 mg of PA-824 and of 400 mg of PA-824 plus 400 mg of moxifloxacin for up to 5 days following dosing.","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years to 45 Years   (Adult)","Phase 1","74","NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","10-0058|N01AI80024C","September 2012","December 2012","December 2012","August 28, 2012",,"November 14, 2014","Quintiles Phase I Services - Overland Park, Overland Park, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT01674218"
759,"NCT05048485","Tuberculosis - Learning the Effect of Parasites and Reinforcing Diets","TB-LEOPARD","Enrolling by invitation","No Results Available","Tuberculosis, Pulmonary|Helminthiasis|Malnutrition",,"Percent of participants who successfully complete TB treatment|Body Mass Index (BMI) at the end of treatment|Detection of parasites in stool specimen","Boston Medical Center|Jawaharlal Institute of Postgraduate Medical Education & Research","All","18 Years and older   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","H-41912","April 9, 2022","December 2024","December 2024","September 17, 2021",,"May 1, 2023","Boston Medical Center, Boston, Massachusetts, United States|Jawaharlal Institute of Postgraduate Medical Education and Research, Puducherry, India",,"https://ClinicalTrials.gov/show/NCT05048485"
760,"NCT00023348","TBTC Study 23A: Pharmacokinetics of Intermittent Isoniazid and Rifabutin in HIV-TB",,"Completed","No Results Available","HIV Infections|Tuberculosis","Drug: Isoniazid|Drug: Rifabutin","To determine the proportion of patients with HIV-related tuberculosis who have abnormal pharmacokinetics of isoniazid and rifabutin.|1) To determine risk factors for abnormal pharmacokinetics of isoniazid and rifabutin|2) To evaluate the correlation between pharmacokinetic parameters of isoniazid and rifabutin and the occurrence of toxicity attributed to antituberculous therapy.|3) To evaluate the correlation between pharmacokinetic parameters of isoniazid and rifabutin and the efficacy of TB therapy.|4) To define and correlate phenotypic INH acetylator status with the results of genotypic acetylator data obtained in the parent trial.","Centers for Disease Control and Prevention|US Department of Veterans Affairs","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","150","U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CDC-NCHSTP-2173|23A","July 1999",,"November 2002","September 10, 2001",,"September 13, 2005","Central Arkansas Veterans Health System, Little Rock, Arkansas, United States|LA County/USC Medical Center, Los Angeles, California, United States|University of California, San Francisco, San Francisco, California, United States|Denver Department of Public Health and Hospitals, Denver, Colorado, United States|Washington, D.C. VAMC, Washington, District of Columbia, United States|Chicago VA Medical Center (Lakeside), Chicago, Illinois, United States|Hines VA Medical Center, Hines, Illinois, United States|Johns Hopkins University School of Medicine, Baltimore, Maryland, United States|Boston Medical Center, Boston, Massachusetts, United States|New Jersey Medical School, Newark, New Jersey, United States|New York University School of Medicine, New York, New York, United States|Columbia University/Presbyterian Medical Center, New York, New York, United States|Harlem Hospital Center, New York, New York, United States|Carolinas Medical Center, Charlotte, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Nashville VA Medical Center, Nashville, Tennessee, United States|University of North Texas Health Science Center, Fort Worth, Texas, United States|Thomas Street Clinic, Houston, Texas, United States|Audi L. Murphy VA Hospital, San Antonio, Texas, United States|Seattle King County Health Department, Seattle, Washington, United States|University of British Columbia, Vancouver, British Columbia, Canada|University of Manitoba, Winnipeg, Manitoba, Canada|Montreal Chest Institute McGill University, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT00023348"
761,"NCT00023400","TBTC Study 23B:Intensive PK of the Nelfinavir Rifabutin Interaction in Patients With HIV-TB",,"Completed","No Results Available","HIV Infections|Tuberculosis","Drug: Nelfinavir|Drug: Rifabutin","Impact of nelfinavir (given at 1250mg bid as part of a combination antiretroviral regimen) on area under the curve for rifabutin and 25-O-desacetyl rifabutin when rifabutin is given 300 mg bi-weekly as part of tuberculosis chemotherapy.|To compare the pharmacokinetics of nelfinavir given twice daily at 1250 mg bid with twice-weekly isoniazid and rifabutin to the pharmacokinetics of nelfinavir 1250 mg twice-daily in historical HIV-infected patients not receiving isoniazid and rifabutin.","Centers for Disease Control and Prevention|US Department of Veterans Affairs","All","0 Years and older   (Child, Adult, Older Adult)","Phase 4","20","U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CDC-NCHSTP-2587|23B","February 2000",,"February 2002","September 10, 2001",,"September 5, 2005","Central Arkansas Veterans Health System, Little Rock, Arkansas, United States|LA County/USC Medical Center, Los Angeles, California, United States|University of California, San Francisco, San Francisco, California, United States|Denver Department of Public Health and Hospitals, Denver, Colorado, United States|Washington, D.C. VAMC, Washington, District of Columbia, United States|Chicago VA Medical Center (Lakeside), Chicago, Illinois, United States|Hines VA Medical Center, Hines, Illinois, United States|Johns Hopkins University School of Medicine, Baltimore, Maryland, United States|Boston Medical Center, Boston, Massachusetts, United States|New Jersey Medical School, Newark, New Jersey, United States|New York University School of Medicine, New York, New York, United States|Columbia University/Presbyterian Medical Center, New York, New York, United States|Harlem Hospital Center, New York, New York, United States|Carolinas Medical Center, Charlotte, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Nashville VA Medical Center, Nashville, Tennessee, United States|University of North Texas Health Science Center, Fort Worth, Texas, United States|Thomas Street Clinic, Houston, Texas, United States|Audi L. Murphy VA Hospital, San Antonio, Texas, United States|Seattle King County Health Department, Seattle, Washington, United States|University of British Columbia, Vancouver, British Columbia, Canada|University of Manitoba, Winnipeg, Manitoba, Canada|Montreal Chest Institute McGill University, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT00023400"
762,"NCT01376843","Conversion Rate of (TST) Tuberculin Skin Test and Quantiferon-TB Gold In Tube Assay in Health Care Workers",,"Completed","No Results Available","Tuberculosis",,"conversion rate of latent tuberculosis infection in hospital workers","Yonsei University","All","20 Years to 75 Years   (Adult, Older Adult)",,"53","Other","Observational","Observational Model: Case-Crossover|Time Perspective: Prospective","4-2011-0161","June 2011","May 2012","May 2012","June 20, 2011",,"March 6, 2013","Severance Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT01376843"
763,"NCT03512249","Study to Evaluate H56:IC31 in Preventing Rate of TB Recurrence",,"Active, not recruiting","No Results Available","Tuberculosis, Pulmonary","Biological: H56:IC31|Biological: Placebo","• Rate of TB disease recurrence (relapse or reinfection), defined as TB diagnosed by confirmation of Mtb by culture of sputum.|Solicited adverse events and all adverse events occurring the first 14 days after each of the 1st and 2nd vaccinations|Serious adverse events including medically important events occurring after the 1st vaccination through the end of the trial|Efficacy of H56:IC31 compared to placebo in reducing the rate of TB disease relapse|Efficacy of H56:IC31 compared to placebo in reducing the rate of TB disease reinfection|Antigen-specific cell-mediated immune responses to H56:IC31|Humoral immune responses to H56:IC31","International AIDS Vaccine Initiative|Statens Serum Institut|South African Tuberculosis Vaccine Initiative|University of Cape Town Lung Institute|TASK Applied Science|The Aurum Institute NPC|National Institute for Medical Research, Tanzania|Ospedale San Raffaele|European and Developing Countries Clinical Trials Partnership (EDCTP)","All","18 Years to 60 Years   (Adult)","Phase 2","831","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","A-055","January 31, 2019","March 20, 2023","March 30, 2024","April 30, 2018",,"February 22, 2024","Task Clinical Research Centre, Bellville, Cape Town, South Africa|University of Cape Town Lung Institute, Mowbray, Cape Town, South Africa|The Aurum Institute: Tembisa Clinical Research Centre, Tembisa, Gauteng, South Africa|The Aurum Institute, Klerksdorp, North-West, South Africa|South African Tuberculosis Vaccine Initiative , Project Office, Brewelskloof Hospital , Harlem Street, Worcester, Cape Town, Western Cape, South Africa|NIMR Mbeya Medical Research Centre, Mbeya, Tanzania",,"https://ClinicalTrials.gov/show/NCT03512249"
