nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT03803189,2021-10-04,"March 14, 2019","April 24, 2021","April 24, 2021",2018-12-25,NA,Interventional,Not Applicable,130,Completed,"Proactive, Personalized Postpartum Mental Healthcare (P3MH): Designing and Testing an eHealth Intervention to Deliver Proactive, Personalized Postpartum Mental Healthcare for New Parents in Primary Care","Proactive, Personalized Postpartum Mental Healthcare"
NCT03809572,2021-12-03,"March 22, 2019","March 8, 2021","October 1, 2020",2019-01-11,NA,Interventional,Not Applicable,56,Terminated,Mechanisms of Action of MBCT-PD: A Pilot Study,Mindfulness Based Cognitive Therapy (MBCT) During Pregnancy
NCT03836430,2022-08-15,"August 1, 2019","May 5, 2022","May 5, 2022",2019-02-05,NA,Interventional,Not Applicable,208,Completed,The Impact of a Newborn Behavioral Intervention on the Mental Health of Mothers With Late Pre-Term Infants,The Impact of a Newborn Behavioral Intervention on the Mental Health of Mothers With Late Pre-Term Infants
NCT03837392,2023-07-11,"June 1, 2020","June 30, 2023","January 31, 2023",2019-02-08,NA,Interventional,Not Applicable,30,Completed,A Pilot Study Examining the Efficacy of Brief Acceptance and Commitment Therapy (ACT) for Perinatal Anxiety,Efficacy of Brief Acceptance and Commitment Therapy (ACT) for Perinatal Anxiety
NCT03856931,2021-10-13,"February 20, 2019","September 30, 2022","March 31, 2022",2019-02-26,NA,Observational,NA,300,Unknown status,Behaviours and Emotions in Preschoolers - Detecting Mental Health Problems in Preschool Children in a Primary Care Population,Behaviours and Emotions in Preschoolers
NCT03880032,2024-02-14,"April 16, 2019","October 7, 2022","October 7, 2022",2019-03-04,2023-12-21,Interventional,Not Applicable,1200,Completed,Happy Mother-Healthy Baby: An Anxiety-focused Early Prenatal Intervention for the Prevention of Common Mental Disorders in Pakistan,Happy Mother-Healthy Baby: An Anxiety-focused Early Prenatal Intervention
NCT03887910,2023-03-31,"January 9, 2019","October 31, 2022","January 1, 2022",2019-03-06,NA,Interventional,Not Applicable,840,Completed,Northwell Health Visits: A Family Connects Pilot Implementation at Northwell Health,Northwell Health Visits: A Family Connects Pilot Implementation at Northwell Health
NCT03924492,2019-06-26,NA,NA,NA,2019-04-18,NA,Expanded Access,NA,NA,Approved for marketing,Expanded Access Protocol of ZULRESSO for Adult Patients With Postpartum Depression,Expanded Access Protocol of ZULRESSO™ (Brexanolone) Injection for Adult Patients With Postpartum Depression
NCT03927378,2023-04-01,"June 19, 2020","August 3, 2022","August 3, 2022",2019-04-23,NA,Interventional,Not Applicable,364,Completed,"Effects of Low-dose S-Ketamine on Incidence of Postpartum Depression in Parturients With Prenatal Depression: A Randomized, Double-blind, Placebo-controlled Trial",Low-dose S-Ketamine and Postpartum Depression in Parturients With Prenatal Depression
NCT03949465,2023-09-08,"May 18, 2023","May 18, 2023","May 18, 2023",2019-05-06,NA,Interventional,Not Applicable,0,Withdrawn,An Open Label Trial of Repetitive Transcranial Magnetic Stimulation (rTMS) for Peri-partum Depression.,rTMS for Peripartum Depression
NCT03965572,2021-09-27,"June 7, 2019","May 12, 2023","December 31, 2022",2019-05-15,NA,Observational,NA,100,Unknown status,Factors and Outcomes Associated With Use of Cabergoline Among Postpartum Women in Israel,Factors and Outcomes Associated With Postpartum Cabergoline Use
NCT03990389,2022-04-19,"February 20, 2019","February 29, 2020","February 29, 2020",2019-03-13,2022-02-01,Interventional,Not Applicable,31,Completed,Automated Symptom Tracking for Measurement-Based Care of Depression,Tracking Depression Symptoms With a Health Chatbot
NCT04011592,2021-09-29,"March 4, 2019","September 9, 2019","September 9, 2019",2019-07-03,2020-08-24,Interventional,Phase 2,1,Terminated,Efficacy And Tolerability Of Sub-Anesthetic Ketamine In Postpartum Depression,Efficacy And Tolerability Of Sub-Anesthetic Ketamine In Postpartum Depression
NCT04012580,2021-04-28,"September 30, 2019","November 27, 2020","November 27, 2020",2019-07-04,NA,Interventional,Not Applicable,60,Completed,"Examining The Acceptability and Effectiveness of Transdiagnostic, Internet-Delivered Cognitive Behaviour Therapy for Symptoms of Postpartum Anxiety and Depression: A Randomized Controlled Trial","Examining the Effectiveness of Transdiagnostic, Internet-Delivered Cognitive Behaviour Therapy in New Mothers Experiencing Anxiety and Depression"
NCT04017442,2023-09-20,"October 19, 2019","August 31, 2023","August 31, 2023",2019-07-10,NA,Interventional,Phase 4,140,Completed,Neuraxial Preservative Free Morphine for Normal Spontaneous Vaginal Delivery: A Prospective Double Blind Randomized Control Trial,Neuraxial Preservative Free Morphine for Normal Spontaneous Vaginal Delivery
NCT04037085,2022-11-23,"October 9, 2019","August 1, 2021","August 1, 2021",2019-02-02,2022-09-30,Interventional,Phase 2,8,Completed,"Evaluation of PK/PD, Breastmilk Transfer, and Effectiveness of Ketamine After Cesarean Delivery - Part 1",Ketamine to Improve Recovery After Cesarean Delivery - Part 1
NCT04043533,2019-08-01,"September 1, 2017","June 15, 2018","February 15, 2018",2019-07-29,NA,Interventional,Not Applicable,80,Completed,The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women: A Randomized Control Trial,The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women
NCT04045132,2023-12-21,"December 17, 2019","October 7, 2021","October 7, 2021",2019-08-01,2021-12-09,Interventional,Not Applicable,75,Completed,Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms,Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms
NCT04051320,2023-08-03,"January 2, 2020","July 19, 2022","July 15, 2022",2019-08-07,2023-05-22,Interventional,Phase 2,23,Completed,Characterizing the Neural Substrates of Irritability in Women: an Experimental Neuroendocrine Model,Characterizing the Neural Substrates of Irritability in Women: an Experimental Neuroendocrine Model
NCT04068662,2024-04-01,"July 10, 2019","December 20, 2024","December 20, 2024",2019-08-20,NA,Interventional,Not Applicable,460,Recruiting,Intervening During the Prenatal Period With Women Exposed to Intimate Partner Violence to Improve Maternal Functioning and Infant Adjustment,Intervention for IPV-exposed Pregnant Women
NCT04073043,2022-04-05,"August 12, 2019","April 26, 2021","April 26, 2021",2019-04-17,NA,Interventional,Not Applicable,52,Completed,A Pilot Randomized Trial of a Telephone Coaching Intervention for Postpartum Depression and Anxiety,Telephone Coaching Intervention for Postpartum Depression and Anxiety
NCT04087317,2023-12-22,"June 1, 2020","July 30, 2022","June 30, 2022",2019-08-07,NA,Interventional,Not Applicable,200,Completed,Comparison Between 2 Pain Analgesic Protocols Following Vaginal Delivery,Vaginal Postpartum Pain Management Protocol Comparison
NCT04093791,2019-09-18,November 2019,September 2020,December 2019,2019-06-11,NA,Interventional,Not Applicable,66,Unknown status,"MAMA NO STRESS Project. The Effects of the ""HAPPY MAMA"" Intervention: a Field Randomized Trial","MAMA NO STRESS Project. The Effects of the ""HAPPY MAMA"" Intervention"
NCT04108533,2021-08-31,"January 6, 2020","March 30, 2021","January 20, 2021",2019-09-25,NA,Interventional,Not Applicable,124,Completed,LATcH: Lactation Achievement With Texts at Home,Lactation Achievement With Texts at Home
NCT04129476,2019-10-15,"November 1, 2019","December 1, 2019","November 1, 2019",2019-10-09,NA,Interventional,Not Applicable,140,Unknown status,Effect of a Cooperative Education Program Based on Precede-Proceed Model During Pregnancy on Postpartum Depression,Effect of a Cooperative Education Program Based on Precede-Proceed Model During Pregnancy on Postpartum Depression
NCT04135612,2021-02-15,"October 30, 2019","September 1, 2020","September 1, 2020",2019-09-01,NA,Interventional,Not Applicable,224,Completed,The Use of Smartphone Based Communication for Encouragement of Breastfeeding and Early Detection of Post-partum Depression- A Randomized Control Trial,The Impact of a Daily Smartphone-based Communication Among Postpartum Women on Breastfeeding Rates
NCT04138368,2020-03-16,"January 1, 2020",December 2021,December 2021,2019-09-26,NA,Interventional,Not Applicable,50,Unknown status,The Effect of Early Dyadic Psychotherapeutic Intervention for Mothers Suffering From PPD on Oxytocin Level and on Childrens' Emotional and Behavioral Development,The Effect of Early Dyadic Psychotherapy for Mothers Suffering From PPD on Oxytocin Level and on Childrens' Emotional Development
NCT04146025,2020-11-23,"September 12, 2019","March 27, 2020","February 24, 2020",2019-10-02,NA,Interventional,Not Applicable,36,Completed,"Leveraging Urban Nature, Behavioral Economics, and Mobile Platforms to Prevent Postpartum Depression",Nurtured in Nature
NCT04167709,2021-09-03,"June 9, 2019","March 31, 2021","May 13, 2020",2019-11-04,NA,Interventional,Not Applicable,40,Completed,"Child Health Services Nurses Clinical Competence in Detecting Signs of Post Partum Depression in Non-Native-Speaking Immigrant Mothers' -Development, Testing and Evaluation of an Intervention",CHS Nurses Clinical Competence in Detecting Signs of PPD in Non-Native Speaking Immigrant Mothers'
NCT04169334,2022-07-19,"September 19, 2019","January 21, 2022","January 21, 2022",2019-11-11,NA,Interventional,Not Applicable,121,Completed,A Family Focused and Optimized Postpartum Programme at the Obstetric Department and Across Sectors for Vulnerable Families. - A Mixed-method Study of the Obstetric Care Delivered to Vulnerable Families in Order to Foster an Early Healthy Relationship Formation.,Look - Your Baby is Talking to You.
NCT04183582,2019-11-28,December 2019,September 2021,September 2020,2019-11-26,NA,Interventional,Not Applicable,60,Unknown status,A Two Phase Pilot of a Behavioural Activation (BA) Programme Specifically Adapted to Support Women Experiencing Postnatal Low Mood in Blackpool,Behavioural Activation (BA) for Postnatal Depression in Blackpool
NCT04183946,2019-11-28,June 2020,January 2024,January 2022,2018-04-11,NA,Interventional,Not Applicable,300,Unknown status,Willkommen Mutterglück: A Controlled Trial of Internet Based Cognitive Behavioural Therapy (CBT) for Pregnant and Postpartum Women With Depression and Anxiety,Willkommen Mutterglück: Online CBT for Pregnant and Postpartum Women With Depression and Anxiety
NCT04193462,2022-05-03,"May 8, 2019",October 2023,September 2023,2019-11-01,NA,Interventional,Not Applicable,100,Recruiting,"A Brief Relationship-Based Intervention for Post-Partum Depression; Effects on Mother's Hormones, Depression and Parenting and on Infant Social-Emotional Development",Relationship-Based Intervention for Post-Partum Depression
NCT04211467,2021-09-02,"March 2, 2020",July 2023,March 2023,2019-12-23,NA,Observational,NA,100,Unknown status,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Depression,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Depression
NCT04227704,2023-01-06,"November 12, 2020","August 9, 2021","August 9, 2021",2019-11-20,2022-08-16,Interventional,Phase 3,25,Completed,Postpartum Depression After Cesarean Delivery: Ketamine as a Preventative Intervention: A Feasibility Pilot-study,Ketamine to Prevent PPD After Cesarean
NCT04264520,2021-09-22,"June 5, 2020","April 23, 2021","April 23, 2021",2020-02-03,NA,Interventional,Not Applicable,5,Terminated,Initial Intervention Efficacy for an Online PTSD Intervention for Pregnant Women,Initial Intervention Efficacy for an Online PTSD Intervention for Pregnant Women
NCT04273191,2020-08-14,February 2020,August 2021,August 2021,2020-02-14,NA,Interventional,Phase 4,0,Withdrawn,An Evaluation of Multimodal Neuroimaging Parameters in Women With Postpartum Depression Who Are Receiving ZULRESSO,A Study to Evaluate Multimodal Neuroimaging Parameters in Women With Postpartum Depression Who Are Receiving ZULRESSO™ (Brexanolone)
NCT04278456,2020-02-18,"March 21, 2020","July 21, 2020","May 21, 2020",2020-02-18,NA,Observational [Patient Registry],NA,300,Unknown status,The Effect of the Anesthesia Modality Used in Women Giving Birth Under Caesarian Section on Postpartum Depression and/or Postoperative Melatonin Levels,Postpartum Depression
NCT04279093,2022-04-29,"April 14, 2020","September 9, 2020","September 9, 2020",2020-02-14,NA,Observational,NA,23,Completed,Digital Assessment of Well-being in New Parents (DAWN-P),Digital Assessment of Well-being in New Parents
NCT04285437,2020-02-24,"January 31, 2020","December 30, 2020","December 1, 2020",2020-02-19,NA,Interventional,Not Applicable,120,Unknown status,The Effects of Massage Therapy on Mental and Physical Development of Term Neonates and on Maternal Bonding.,The Effects of Massage Therapy on Term Neonates Development and on Maternal Bonding
NCT04285684,2021-12-10,"December 20, 2019","January 5, 2021","January 5, 2021",2020-02-24,2021-09-08,Interventional,Early Phase 1,4,Completed,The Pharmacokinetics of Ketamine in the Breast Milk of Lactating Women: Quantification of Ketamine and Metabolites,The Pharmacokinetics of Ketamine in the Breast Milk of Lactating Women
NCT04296734,2023-05-03,"November 14, 2019","May 31, 2024","January 31, 2024",2019-11-13,NA,Observational,NA,1287,Recruiting,Effects of a Prenatal Depression Preventive Intervention on Parenting and Young Children's Self-Regulation and Functioning (EPIC),Prenatal Depression Prevention Effects on Parenting and Young Child Self-Regulation and Functioning
NCT04297956,2022-01-23,"February 5, 2020",February 2023,February 2023,2020-02-24,NA,Observational,NA,70,Unknown status,"Survey on Patients After Childbearth Following Bariatric Surgery - Data Collection on Mental Health Complications, Weight Change, Nutrition Deficiencies and Postpartal Progress",Survey on Patients After Childbearth Following Bariatric Surgery
NCT04332146,2020-03-30,"September 1, 2019",September 2021,July 2020,2020-03-02,NA,Interventional,Not Applicable,70,Unknown status,The Impacts of Mindfulness-based Intervention on Symptoms and Cognition in Chinese Women With Postnatal Depressive Symptoms - A Randomized Controlled Clinical Trial,Mindfulness-based Intervention for Postnatal Depression
NCT04347499,2022-11-03,"August 5, 2019","November 1, 2020","February 2, 2020",2020-04-13,NA,Interventional,Not Applicable,140,Completed,The Effect Of Culturally Adapted Cognitive Behaviour Therapy (CaCBT) Based Guided Self-Help in Patients With Postnatal Depression: A Randomised Controlled Trial,Culturally Adapted CBT Based Guided Self-Help in Patients With Postnatal Depression
NCT04348929,2024-02-07,"April 16, 2020","July 21, 2023","July 21, 2023",2020-04-10,NA,Interventional,Not Applicable,927,Completed,Birth Experience During COVID-19 Confinement (Confinement and Fostering Intrapartum Care),Birth Experience During COVID-19 Confinement
NCT04350333,2021-04-26,"May 1, 2021","December 31, 2021","December 31, 2021",2020-04-06,NA,Interventional,Not Applicable,114,Unknown status,Efficacy of Digital Cognitive Behavioral Therapy for Insomnia (CBT-I) Intervention During Pregnancy in Prevention of Post-partum Depression: a Randomized Clinical Trial,Efficacy of Digital CBT-I Intervention During Pregnancy
NCT04355091,2020-08-07,"July 1, 2019","April 30, 2020","September 1, 2019",2020-04-06,NA,Interventional,Not Applicable,140,Completed,Effect of Emotional Freedom Techniques (EFT) on Postpartum Depression,Emotional Freedom Techniques (EFT) and Postpartum Depression
NCT04364646,2023-06-30,"November 2, 2020",June 2024,June 2024,2020-04-06,NA,Interventional,Not Applicable,220,Recruiting,Personalized Integrated Chronotherapy for Perinatal Depression,Personalized Integrated Chronotherapy for Perinatal Depression
NCT04366817,2022-06-29,"April 27, 2020","February 17, 2021","February 17, 2021",2020-04-20,NA,Interventional,Not Applicable,287,Completed,Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic,Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic Short Title : Isolement and Childbirth: Psychological Impact
NCT04368208,2021-01-25,"April 29, 2020","November 27, 2020","October 21, 2020",2020-04-28,NA,Observational,NA,501,Completed,Impact of Giving Birth During the Covid 19 Pandemia on Postnatal Women's Depression,Impact of Giving Birth During the Covid 19 Pandemia on Postnatal Women's Depression
NCT04376021,2020-05-09,"February 6, 2018","June 26, 2019","June 26, 2019",2018-03-04,NA,Interventional,Not Applicable,101,Completed,The Effect of Physical Contact on Maternal Responsiveness and Breastfeeding Outcomes Among Low Income Mothers Participating in the California Border Healthy Start Program,Proyecto BEBE: The Effect of Babywearing Education on Breastfeeding Exclusivity
NCT04384887,2020-08-31,"April 25, 2020","August 26, 2020","August 25, 2020",2020-05-11,NA,Observational,NA,100,Completed,"''(COVID-19) and Anxiety and Depressive Symptoms in Pregnant Women""","""Investigation of the Relationship Between New Coronary Virus Disease (COVID-19) and Anxiety and Depressive Symptoms in Pregnant Women"""
NCT04396509,2020-05-19,"June 1, 2018","June 10, 2019","June 1, 2019",2020-05-16,NA,Observational,NA,200,Completed,Effects of Type of Delivery Mode and Gestational Age on Maternal Bonding,Effects of Type of Delivery Mode and Gestational Age on Maternal Bonding
NCT04414696,2023-11-06,"November 19, 2020","May 1, 2023","December 13, 2022",2020-06-01,NA,Interventional,Not Applicable,134,Completed,Preventing Postpartum Depression: Exercise as Medicine,Postpartum Wellness
NCT04414943,2023-04-01,"June 19, 2020","August 3, 2022","August 3, 2022",2020-06-01,NA,Interventional,Not Applicable,364,Completed,"Effects of Low-dose S-ketamine on the Incidence of Postpartum Depression in Women With Prenatal Depression: a Randomized, Double-blind, Placebo-controlled Trial",Low-dose S-ketamine in Women With Prenatal Depression
NCT04427410,2020-06-10,"July 20, 2019","February 20, 2020","October 20, 2019",2020-06-08,NA,Observational,NA,70,Completed,The Relationship Between Oxytocin Level Measured During Pregnancy and Postpartum Depression Symptoms,The Relationship Between Oxytocin Level and Postpartum Depression
NCT04437342,2021-01-04,"June 30, 2020","October 27, 2020","August 30, 2020",2020-06-15,NA,Observational,NA,330,Completed,Postpartum Depression in the Covid-19 Pandemic and the Impact of Anaesthesia,Postpartum Depression in the Covid-19 Pandemic and the Impact of Anaesthesia
NCT04441879,2022-07-13,"April 1, 2022",January 2024,November 2023,2020-06-15,NA,Interventional,Not Applicable,110,Recruiting,bBeAMom Trial: A Randomized Controlled Trial to Test the Effectiveness of a Cognitive-Behavioral Blended Intervention for Postpartum Depression in Portuguese Women,bBeAMom: Effectiveness of a Cognitive-Behavioral Blended Intervention for Postpartum Depression
NCT04442503,2023-11-27,"June 8, 2020","April 12, 2022","March 15, 2022",2020-06-18,2023-04-11,Interventional,Phase 3,200,Completed,"A Randomized, Double-Blind, Placebo-controlled Study Evaluating the Efficacy and Safety of SAGE-217 in the Treatment of Adults With Severe Postpartum Depression",A Study to Evaluate the Efficacy and Safety of SAGE-217 in Participants With Severe Postpartum Depression (PPD)
NCT04442529,2021-04-19,"May 1, 2021","October 31, 2022","October 31, 2021",2020-06-18,NA,Interventional,Not Applicable,120,Unknown status,"Qatar Mothers and Babies: Examining the Feasibility, Acceptability, and Preliminary Outcomes Associated With Integrating a Postpartum Depression Intervention Into Perinatal Services for Women",Mothers and Babies Qatar (MB-Q): A Postpartum Depression Intervention
NCT04472065,2023-10-24,"March 10, 2021","October 16, 2023","October 16, 2023",2020-07-10,NA,Interventional,Not Applicable,46,Completed,"A Randomized, Double-blind, Placebo-controlled Study to Evaluate the Effects of a Probiotic Dietary Supplement on the Gut Microbiome, Oxytocin Levels, Socio-emotional Functioning, and Well-being in Mother-Infant Dyads",Study of Probiotic Use After Childbirth in Relation to Emotional Well-Being
NCT04485000,2021-02-14,"April 20, 2020","January 30, 2021","January 30, 2021",2020-07-21,NA,Interventional,Not Applicable,403,Completed,Online 1-Day CBT-Based Workshops for Postpartum Depression,Online 1-Day CBT-Based Workshops for PPD
NCT04487171,2023-03-21,"July 21, 2020",August 2023,July 2023,2020-07-24,NA,Interventional,Not Applicable,248,Recruiting,Screening for Postpartum Depression and Associated Risk Factors Among Women Who Deliver in Four Hospital in France During the COVID-19 Epidemic,Screening for Postpartum Depression and Associated Risk Factors Among Women Who Deliver in Four Hospital in France During the COVID-19 Epidemic
NCT04506489,2020-08-06,"July 1, 2019","January 1, 2021","January 1, 2021",2020-07-20,NA,Observational,NA,500,Unknown status,Access to Maternity and Risk Factors in a Non-consultant Population - Longitudinal and Prospective Exploratory Study (PROXIMA),Access to Maternity and Risk Factors in a Non-consultant Population (PROXIMA)
NCT04516668,2020-10-05,November 2020,November 2020,November 2020,2020-08-17,NA,Observational,NA,250,Unknown status,Survey About Anxious and Depressive Symptoms During COVID-19 in Women Who Have Medical History of Post-partum Depression: Interest of Tele-consultation,Effect of Tele-consultation in Addition With Psychiatric Follow-up During COVID-19 in Women Who Have Medical History of Post-partum Depression
NCT04565730,2023-08-09,"October 27, 2020","August 10, 2023","July 30, 2023",2020-09-16,NA,Interventional,Not Applicable,200,Completed,The Effect of Different Anesthesia Methods on Development of Postnatal Depression After Cesarean Delivery: a Prospective Study,Different Anesthesia Methods on Development of Postnatal Depression After Cesarean Delivery
NCT04576754,2022-11-08,"November 12, 2020","August 20, 2021","June 14, 2021",2020-09-22,NA,Interventional,Not Applicable,83,Completed,Postpartum Depression Pivotal Test: Randomized Clinical Trial of WB001,Pivotal Test: WB001
NCT04580901,2021-03-04,"December 21, 2020",March 2023,January 2023,2020-09-25,NA,Interventional,Not Applicable,126,Unknown status,Out-patient Group Therapy Using Interpersonal Psychotherapy for Mums With Postpartum Depression: the OPTIMUM Study: a Randomized Controlled Trial,IPT-G for Mums With Postpartum Depression
NCT04617132,2023-02-10,"October 20, 2020",September 2023,September 2023,2020-10-30,NA,Observational,NA,40,"Active, not recruiting",Online Mindfulness Groups for Families Affected by Postpartum Depression and Anxiety: Study Protocol,Online MBI for Families Affected by PPDA
NCT04636398,2022-07-25,"December 1, 2020","January 30, 2021","January 30, 2021",2020-11-13,2022-07-25,Interventional,Not Applicable,30,Completed,Development and Pilot Test of an mHealth Interactive Education and Social Support Intervention for Improving Postnatal Health - Phase 1,Postnatal mHealth Intervention Development
NCT04639752,2022-04-08,"November 1, 2020","April 30, 2024","October 31, 2023",2020-11-13,NA,Interventional,Not Applicable,120,Recruiting,Effectiveness of Remote Peer Support in Prevention of Postpartum Depression: a Randomized Controlled Trial,Remote Peer Support in Prevention of Postpartum Depression
NCT04644081,2021-03-24,"September 1, 2021","December 30, 2022","August 31, 2022",2020-10-29,NA,Interventional,Not Applicable,90,Unknown status,Learning Through Play Plus Culturally Adapted Cognitive Behaviour Therapy for Treating Postnatal Depression and Improving Child Wellbeing in Jos Nigeria: A Pilot Randomised Control Trial,LTP+CaCBT for Treating Postnatal Depression and Improving Child Wellbeing in Jos Nigeria
NCT04657107,2020-12-01,"December 1, 2020","July 1, 2022","December 15, 2021",2020-12-01,NA,Interventional,Not Applicable,402,Unknown status,"The Efficacy and Safety of S-ketamine in Elective Cesarean Section: a Multi-center, Randomized, Double-blind, Placebo-controlled Clinical Study",The Efficacy and Safety of S-ketamine in Elective Cesarean Section
NCT04663243,2021-09-22,"July 3, 2020","April 29, 2021","January 29, 2021",2020-10-30,NA,Interventional,Not Applicable,22,Completed,"Effectiveness of Thinking Healthy Program for Prevention of Antenatal Depression to Improve Maternal Health, Pakistan",Effectiveness of Thinking Healthy Program for Prevention of Antenatal Depression
NCT04680585,2023-04-24,"April 12, 2021","December 30, 2022","June 30, 2022",2020-12-07,NA,Interventional,Not Applicable,81,Completed,Reproductive Mental Health of Ontario Virtual Intervention Network (MOVIN): A Pilot Randomized Controlled Trial,MOVIN Pilot Randomized Controlled Trial
NCT04685148,2021-09-17,"February 3, 2021","December 31, 2030","December 31, 2026",2020-12-16,NA,Interventional,Phase 1/Phase 2,220,Recruiting,"Short Time Oestrogen as a Candidate Strategy to Prevent Postpartum Depression in a High-risk Group: a Randomised, Placebo-controlled Trial.",Maternal Mental Health Trial
NCT04693585,2023-08-28,"July 30, 2021","November 15, 2022","November 15, 2022",2020-12-30,NA,Interventional,Not Applicable,201,Completed,Development and Pilot Test of an mHealth Interactive Education and Social Support Intervention for Improving Postnatal Health - Phase 2,Development and Pilot Test of a Postnatal mHealth Intervention - Phase 2
NCT04706442,2022-04-04,"March 1, 2020","March 22, 2022","March 22, 2022",2021-01-07,NA,Interventional,Not Applicable,398,Completed,Evaluate the Effectiveness and Cost-effectiveness of 'Supportive Parenting App' a Mobile Based Application on Parental and Newborn Outcomes: A Multi-center Randomized Controlled Trial,Effectiveness of 'Supportive Parenting App' on Parental and Newborn Outcomes
NCT04730570,2023-09-21,"January 5, 2021","January 21, 2022","July 13, 2021",2021-01-19,NA,Interventional,Not Applicable,150,Completed,Essential Coaching for Every Mother: A Randomized Controlled Trial Evaluating an Text Message Postpartum Program for Mothers,"Essential Coaching for Every Mother, a Postpartum Text Message Program for Canadian Mothers"
NCT04741776,2023-12-15,"April 22, 2021","November 14, 2023","June 1, 2023",2021-02-02,NA,Interventional,Not Applicable,166,Completed,A Pilot Randomized Trial of Video-based Family Therapy for Home Visited Mothers With Perinatal Depressive Symptoms,A Pilot Randomized Trial of Video-based Family Therapy for Depressed Home Visited Mothers
NCT04741971,2021-02-04,"February 18, 2021","December 31, 2024","December 31, 2024",2021-01-12,NA,Interventional,Not Applicable,220,Not yet recruiting,Whether Probiotics Use in Neonate and Infant Improve Their Mother's Life Quality,Whether Probiotics Use in Neonate and Infant Improve Their Mother's Life Quality
NCT04745494,2021-02-08,"May 12, 2017","January 30, 2021","March 15, 2020",2020-03-25,NA,Interventional,Not Applicable,60,Completed,Studies of Mothers With Postnatal Depression,Studies of Mothers With Postnatal Depression
NCT04769700,2023-09-29,"January 1, 2021","June 1, 2021","June 1, 2021",2021-02-02,NA,Observational,NA,250,Completed,"Post-partum Depression, Breastfeeding Adherence, and Fear in Women Giving Birth During the COVID-19 Pandemic.","Post-partum Depression, Breastfeeding Adherence and Fear in COVID-19"
NCT04813341,2021-09-17,"September 18, 2020","August 30, 2021","August 30, 2021",2021-03-22,NA,Interventional,Not Applicable,26,Completed,Effectiveness of Mat Pilates and Aerobic Training on Fatigue Levels of Postpartum Females,Effectiveness of Mat Pilates and Aerobic Training on Fatigue and Depression
NCT04815044,2024-04-01,"December 1, 2020","December 31, 2026","December 31, 2026",2021-03-22,NA,Observational,NA,32,Enrolling by invitation,"Experiences From Pregnancy and Post-partum Period, and Health Outcomes for Mother and Child, in Women With a History of Eating Disorders.",Experiences From Pregnancy and Post-partum Period in Women With a History of Eating Disorders.
NCT04818047,2023-05-10,"March 15, 2021","December 31, 2022","December 31, 2022",2021-03-22,NA,Interventional,Not Applicable,20,Completed,"VID-KIDS: Rapid User-Informed Web and Mobile Interface Development, Adaptation and Pilot Testing to Support Children's Mental Health and Development.",Adaptation and Pilot Testing of Web and Mobile Interface for the VID-KIDS Intervention
NCT04820920,2021-11-22,"September 14, 2021","August 30, 2023","April 30, 2023",2021-03-24,NA,Interventional,Not Applicable,120,Unknown status,Online Learning Through Play Plus Culturally Adapted Cognitive Behaviour Therapy (LTP+CaCBT) for Treating Depression in British Mothers of African and Caribbean Heritage: A Pilot Randomised Controlled Trial,Online LTP+CaCBT for Treating Depression in British Mothers of African/Caribbean Heritage
NCT04821544,2023-09-01,"May 1, 2021","June 30, 2025","June 30, 2025",2020-11-17,NA,Interventional,Not Applicable,500,Recruiting,Effects of Maternal Stress on Human Milk Composition and Subsequent Infant Outcomes,Maternal Stress on Human Milk and Infant Outcomes
NCT04834622,2023-03-07,"September 1, 2021",December 2023,December 2023,2020-05-26,NA,Interventional,Not Applicable,400,Recruiting,Community Singing Interventions for Postnatal Depression: a Hybrid Type II Effectiveness-implementation Trial,Community Singing Interventions for Postnatal Depression: a Hybrid Type II Effectiveness-implementation Trial
NCT04836585,2023-10-28,"January 4, 2022",June 2024,"October 27, 2023",2021-03-31,NA,Interventional,Not Applicable,42,"Active, not recruiting",Technology-Enabled (Electronic) Measurement Based Care(MBC) for Perinatal Depression and Anxiety: A Pilot Randomized Controlled Trial,eMBC for Perinatal Depression and Anxiety
NCT04844138,2022-07-05,"April 30, 2021","June 29, 2022","June 29, 2022",2021-04-05,NA,Interventional,Not Applicable,95,Completed,Evaluating a Self-Directed Cognitive Behavioural Therapy E-Health and M-Health Program for Anxiety in Pregnancy and Postpartum During COVID-19,Evaluating Overcoming Anxiety in Pregnancy and Postpartum as an Online Self-Directed Program
NCT04845230,2022-11-27,"August 9, 2021","September 15, 2026","September 15, 2025",2021-03-29,NA,Interventional,Not Applicable,750,Recruiting,Fresh RX: Nourishing Healthy Starts Clinical Study,Fresh RX: NHS 2020
NCT04845347,2023-05-17,"June 23, 2021",May 2025,May 2025,2021-04-09,NA,Interventional,Not Applicable,120,Recruiting,A Wearable Morning Light Treatment for Postpartum Depression,A Wearable Morning Light Treatment for Postpartum Depression
